Gene Symbol,Gene ID,Ensembl Gene ID
ASNS,440,ENSG00000070669
ELANE,1991,ENSG00000197561//ENSG00000277571
MMP2,4313,ENSG00000087245
CTSG,1511,ENSG00000100448
HMBS,3145,ENSG00000256269
MME,4311,ENSG00000196549
INHBA,3624,ENSG00000122641
MGP,4256,ENSG00000111341
ITGA2B,3674,ENSG00000005961
LPA,4018,ENSG00000198670
PDHA1,5160,ENSG00000131828
PLEK,5341,ENSG00000115956
CD14,929,ENSG00000170458
COL4A2,1284,ENSG00000134871
CYC1,1537,ENSG00000179091
SNRPB2,6629,ENSG00000125870
MET,4233,ENSG00000105976
MFI2,4241,ENSG00000163975
CFH,3075,ENSG00000000971
SNRNP70,6625,ENSG00000104852
ITGA5,3678,ENSG00000161638
NFIC,4782,ENSG00000141905
VIM,7431,ENSG00000026025
SERPINF2,5345,ENSG00000276838//ENSG00000167711
GNAI3,2773,ENSG00000065135
ANXA5,308,ENSG00000164111
STS,412,ENSG00000101846
IL6R,3570,ENSG00000160712
ABHD2,11057,ENSG00000140526
ADRA2A,150,ENSG00000150594
SNRPA,6626,ENSG00000077312
FGF2,2247,ENSG00000138685
POU2F2,5452,ENSG00000028277
ENO2,2026,ENSG00000111674
HBQ1,3049,ENSG00000086506
ACAA1,30,ENSG00000060971
SRP19,6728,ENSG00000153037
DBH,1621,ENSG00000123454
GSTP1,2950,ENSG00000084207
MMP7,4316,ENSG00000137673
VIL1,7429,ENSG00000127831
CXCL1,2919,ENSG00000163739
LGALS1,3956,ENSG00000100097
QDPR,5860,ENSG00000151552
FBP1,2203,ENSG00000165140
GNAO1,2775,ENSG00000087258
SPARC,6678,ENSG00000113140
GSTM1,2944,ENSG00000134184
nan,,-
TPM1,7168,ENSG00000140416
nan,,-
CLTA,1211,ENSG00000122705
CLTB,1212,ENSG00000175416
ANXA4,307,ENSG00000196975
CNP,1267,ENSG00000173786
CD7,924,ENSG00000173762
HMOX1,3162,ENSG00000100292
CSF1,1435,ENSG00000184371
PDGFRB,5159,ENSG00000113721
DLD,1738,ENSG00000091140
HNRNPA1,3178,ENSG00000135486
SNRPA1,6627,ENSG00000131876
COX6C,1345,ENSG00000164919
CD3G,917,ENSG00000160654
FGR,2268,ENSG00000000938
C1S,716,ENSG00000182326
PARP1,142,ENSG00000143799
IFIT2,3433,ENSG00000119922
IFIT1,3434,ENSG00000185745
ALOX5,240,ENSG00000275565//ENSG00000012779
UCHL1,7345,ENSG00000154277
FURIN,5045,ENSG00000140564
LTA4H,4048,ENSG00000111144
ALDOC,230,ENSG00000109107
C4A,720,ENSG00000227746//ENSG00000206340//ENSG00000244731//ENSG00000244207
C4B,721,ENSG00000224389//ENSG00000228454//ENSG00000224639//ENSG00000228267//ENSG00000236625
FBXO45,200933,ENSG00000174013
CISD3,284106,ENSG00000277972//ENSG00000274768
SLFN14,342618,ENSG00000236320
ATXN1L,342371,ENSG00000224470
ZNF688,146542,ENSG00000229809
JMJD7,100137047,ENSG00000243789
CHTF8,54921,ENSG00000168802
CHTF8,54921,ENSG00000168802
ZNF853,54753,ENSG00000236609
ZNF865,100507290,ENSG00000261221
SLC35E2B,728661,ENSG00000189339
SAA1,6288,ENSG00000173432//ENSG00000288411
SAA2,6289,ENSG00000134339
HSPA1A,3303,ENSG00000235941//ENSG00000234475//ENSG00000237724//ENSG00000204389//ENSG00000215328
FDX1,2230,ENSG00000137714
RAP2A,5911,ENSG00000125249
SRGN,5552,ENSG00000122862
CCL3,6348,ENSG00000278567//ENSG00000277632//ENSG00000274221
RNASE2,6036,ENSG00000169385
TROVE2,6738,ENSG00000116747
COX8A,1351,ENSG00000176340
GAA,2548,ENSG00000171298
RARA,5914,ENSG00000131759
RRAS,6237,ENSG00000126458
HLA-A,3105,ENSG00000229215//ENSG00000231834//ENSG00000224320//ENSG00000235657//ENSG00000206503//ENSG00000227715//ENSG00000206505//ENSG00000223980
HLA-B,3106,ENSG00000232126//ENSG00000224608//ENSG00000206450//ENSG00000223532//ENSG00000228964//ENSG00000234745
ARAF,369,ENSG00000078061
HIST1H1E,3008,ENSG00000168298
BCL2,596,ENSG00000171791
DLAT,1737,ENSG00000150768
PTPRF,5792,ENSG00000142949
TXN,7295,ENSG00000136810
COX5B,1329,ENSG00000135940
CTSA,5476,ENSG00000064601
MGST1,4257,ENSG00000008394
MAPT,4137,ENSG00000186868//ENSG00000276155//ENSG00000277956
C7,730,ENSG00000112936
PRKAR1A,5573,ENSG00000108946
TFPI,7035,ENSG00000003436
PF4V1,5197,ENSG00000109272
UROS,7390,ENSG00000188690
CD28,940,ENSG00000178562
ESD,2098,ENSG00000139684
HSPD1,3329,ENSG00000144381
CLU,1191,ENSG00000120885
IRF1,3659,ENSG00000125347
CD8B,926,ENSG00000172116
HSPA5,3309,ENSG00000044574
LAMC1,3915,ENSG00000135862
CD37,951,ENSG00000104894
ACP2,53,ENSG00000134575
MAP2,4133,ENSG00000078018
MAP2,4133,ENSG00000078018
HSPA8,3312,ENSG00000109971
EGR2,1959,ENSG00000122877
SLC2A1,6513,ENSG00000117394
SLC2A3,6515,ENSG00000059804
EPB41,2035,ENSG00000159023
EPB41,2035,ENSG00000159023
UMPS,7372,ENSG00000114491
PDHB,5162,ENSG00000168291
DBT,1629,ENSG00000137992
ITGAM,3684,ENSG00000169896
PYGB,5834,ENSG00000100994
MBL2,4153,ENSG00000165471
RALA,5898,ENSG00000006451
RALB,5899,ENSG00000144118
BCR,613,ENSG00000186716
SPTB,6710,ENSG00000070182
LAMP1,3916,ENSG00000185896
PIM1,5292,ENSG00000137193
ACADM,34,ENSG00000117054
TOP1,7150,ENSG00000198900
TOP2A,7153,ENSG00000131747
G6PD,2539,ENSG00000160211
UBL4A,8266,ENSG00000102178
VDR,7421,ENSG00000111424
ESRRA,2101,ENSG00000173153
PC,5091,ENSG00000173599
MTHFD1,4522,ENSG00000100714
CETP,1071,ENSG00000087237
EPX,8288,ENSG00000121053
IGF2R,3482,ENSG00000197081
ADH5,128,ENSG00000197894
CDK4,1019,ENSG00000135446
SRF,6722,ENSG00000112658
PRPS2,5634,ENSG00000101911
CD79A,973,ENSG00000105369
PABPC1,26986,ENSG00000070756
PCNA,5111,ENSG00000132646
NEFH,4744,ENSG00000100285
COX6A1,1337,ENSG00000111775
HARS,3035,ENSG00000170445
COL6A3,1293,ENSG00000163359
SLC25A4,291,ENSG00000151729
SLC25A6,293,ENSG00000169100
IMPDH2,3615,ENSG00000178035
TPR,7175,ENSG00000047410
PIP,5304,ENSG00000159763
CKB,1152,ENSG00000166165
FCGR2A,2212,ENSG00000143226
FCER1A,2205,ENSG00000179639
ANXA3,306,ENSG00000138772
GZMA,3001,ENSG00000145649
RNASE3,6037,ENSG00000169397
SKI,6497,ENSG00000157933
SKIL,6498,ENSG00000136603
ACTN1,87,ENSG00000072110
ACTN1,87,ENSG00000072110
ACE,1636,ENSG00000159640
DEFA4,1669,ENSG00000164821//ENSG00000285318
SRC,6714,ENSG00000197122
PEPD,5184,ENSG00000124299
XRCC6,2547,ENSG00000196419
XRCC5,7520,ENSG00000079246
UNG,7374,ENSG00000076248
COX4I1,1327,ENSG00000131143
ALAS1,211,ENSG00000023330
GP1BB,2812,ENSG00000203618
IFI30,10437,ENSG00000216490
LAMP2,3920,ENSG00000005893
RNH1,6050,ENSG00000023191//ENSG00000276230
CYBA,1535,ENSG00000051523
CCL2,6347,ENSG00000108691
CCL5,6352,ENSG00000274233//ENSG00000271503
NCAM1,4684,ENSG00000149294
NCAM1,4684,ENSG00000149294
ICAM2,3384,ENSG00000108622
VCAN,1462,ENSG00000038427
ITGA4,3676,ENSG00000115232
EEF2,1938,ENSG00000167658
KRT13,3860,ENSG00000171401
PDIA4,9601,ENSG00000155660
C6,729,ENSG00000039537
P4HA1,5033,ENSG00000122884
ACP5,54,ENSG00000102575
CEACAM1,634,ENSG00000079385
ALAD,210,ENSG00000148218
PRG2,5553,ENSG00000186652
HLA-A,3105,ENSG00000229215//ENSG00000231834//ENSG00000224320//ENSG00000235657//ENSG00000206503//ENSG00000227715//ENSG00000206505//ENSG00000223980
HLA-E,3133,ENSG00000206493//ENSG00000225201//ENSG00000233904//ENSG00000204592//ENSG00000230254//ENSG00000236632//ENSG00000229252
HLA-DRB1,3123,ENSG00000236884//ENSG00000206240//ENSG00000206306//ENSG00000228080//ENSG00000229074//ENSG00000196126
HLA-DRB1,3123,ENSG00000236884//ENSG00000206240//ENSG00000206306//ENSG00000228080//ENSG00000229074//ENSG00000196126
HLA-DRB4,3126,ENSG00000227357//ENSG00000231021//ENSG00000227826
HLA-DOB,3112,ENSG00000241106//ENSG00000243612//ENSG00000243496//ENSG00000241910//ENSG00000239457//ENSG00000241386
LCP1,3936,ENSG00000136167
PLS3,5358,ENSG00000102024
ETFA,2108,ENSG00000140374
GYS1,2997,ENSG00000104812
PRKAR2A,5576,ENSG00000114302
ENO3,2027,ENSG00000108515
GTF2F2,2963,ENSG00000188342
CD59,966,ENSG00000085063
CCDC130,81576,ENSG00000104957
MTHFD2,10797,ENSG00000065911
SELL,6402,ENSG00000188404
MIF,4282,ENSG00000276701//ENSG00000240972
CD99,4267,ENSG00000002586
HGF,3082,ENSG00000019991
PRF1,5551,ENSG00000180644
IRF2,3660,ENSG00000168310
HCLS1,3059,ENSG00000180353
FDPS,2224,ENSG00000160752
TRIM27,5987,ENSG00000234495//ENSG00000204713//ENSG00000237462//ENSG00000229006//ENSG00000215641//ENSG00000237071//ENSG00000233948
CPM,1368,ENSG00000135678
COX7A2,1347,ENSG00000112695
NID1,4811,ENSG00000116962
AKR1A1,10327,ENSG00000117448
NCF1,653361,ENSG00000158517
PKM,5315,ENSG00000067225
PKM,5315,ENSG00000067225
ACYP2,98,ENSG00000170634
HSP90B1,7184,ENSG00000166598
CCNB1,891,ENSG00000134057
MYL6B,140465,ENSG00000196465
IDE,3416,ENSG00000119912
GP9,2815,ENSG00000169704
MMP9,4318,ENSG00000100985
IL2RB,3560,ENSG00000100385
COX6B1,1340,ENSG00000126267
POU2F1,5451,ENSG00000143190
HNRNPL,3191,ENSG00000282947//ENSG00000104824
DARS,1615,ENSG00000115866
IDO1,3620,ENSG00000131203
ETS1,2113,ENSG00000134954
JUP,3728,ENSG00000173801
UQCRB,7381,ENSG00000156467
LIF,3976,ENSG00000128342
BRAF,673,ENSG00000157764
CPA3,1359,ENSG00000163751
FABP4,2167,ENSG00000170323
GLUL,2752,ENSG00000135821
AKR1B1,231,ENSG00000085662
ANPEP,290,ENSG00000166825
RAC2,5880,ENSG00000128340
CPN1,1369,ENSG00000120054
GSPT1,2935,ENSG00000103342
IFNGR1,3459,ENSG00000027697
B4GALT1,2683,ENSG00000086062
ACPP,55,ENSG00000014257
EZR,7430,ENSG00000092820
ATF2,1386,ENSG00000115966
UCHL3,7347,ENSG00000118939
CD19,930,ENSG00000177455
FOSL2,2355,ENSG00000075426
HPGD,3248,ENSG00000164120
VAV1,7409,ENSG00000141968
CSF2RA,1438,ENSG00000198223
CD46,4179,ENSG00000117335
CD46,4179,ENSG00000117335
NME1,4830,ENSG00000239672
GNS,2799,ENSG00000135677
CD1D,912,ENSG00000158473
IGLL1,3543,ENSG00000128322
ARSB,411,ENSG00000113273
RPS2,6187,ENSG00000140988
TCF4,6925,ENSG00000196628
ST6GAL1,6480,ENSG00000073849
DSP,1832,ENSG00000096696
RPA2,6118,ENSG00000117748
COX7C,1350,ENSG00000127184
GATA1,2623,ENSG00000102145
TIMP2,7077,ENSG00000035862
ALOX15,246,ENSG00000161905
CD44,960,ENSG00000026508
NQO2,4835,ENSG00000124588
H2AFX,,-
SELP,6403,ENSG00000174175
ITGB4,3691,ENSG00000132470
SPN,6693,ENSG00000197471
CBR1,873,ENSG00000159228
ANK1,286,ENSG00000029534
HLA-A,3105,ENSG00000229215//ENSG00000231834//ENSG00000224320//ENSG00000235657//ENSG00000206503//ENSG00000227715//ENSG00000206505//ENSG00000223980
HLA-A,3105,ENSG00000229215//ENSG00000231834//ENSG00000224320//ENSG00000235657//ENSG00000206503//ENSG00000227715//ENSG00000206505//ENSG00000223980
ACADS,35,ENSG00000122971
CREB1,1385,ENSG00000118260
SLC25A16,8034,ENSG00000122912
GLB1,2720,ENSG00000170266
PECAM1,5175,ENSG00000261371
PPP3CB,5532,ENSG00000107758
NCK1,4690,ENSG00000158092
GCFC2,6936,ENSG00000005436
KCNA2,3737,ENSG00000177301
HIST1H1B,,-
HIST1H1D,,-
HIST1H1C,,-
CTLA4,1493,ENSG00000163599
POR,5447,ENSG00000127948
EPB42,2038,ENSG00000166947
MGMT,4255,ENSG00000170430
FER,2241,ENSG00000151422
ATP2A2,488,ENSG00000174437
CCL3L1,6349,ENSG00000276085//ENSG00000277796//ENSG00000277768//ENSG00000277336
IL7R,3575,ENSG00000168685
PLCG2,5336,ENSG00000197943
FAH,2184,ENSG00000103876
STMN1,3925,ENSG00000117632
YBX3,8531,ENSG00000060138
ZFX,7543,ENSG00000005889
ZNF14,7561,ENSG00000105708
ZNF708,7562,ENSG00000182141
ZNF22,7570,ENSG00000165512
ZNF24,7572,ENSG00000172466
ZKSCAN1,7586,ENSG00000106261
NAGA,4668,ENSG00000198951
RHOQ,23433,ENSG00000119729
HMGA1,3159,ENSG00000137309
HMGA1,3159,ENSG00000137309
ZNF8,7554,ENSG00000278129
TMEM11,8834,ENSG00000178307
GOT1,2805,ENSG00000120053
BPI,671,ENSG00000101425
PRKCA,5578,ENSG00000154229
JUNB,3726,ENSG00000171223
ITGA2,3673,ENSG00000164171
SMPD1,6609,ENSG00000166311
UBTF,7343,ENSG00000108312
HOXB4,3214,ENSG00000182742
JUND,3727,ENSG00000130522
ATF7,11016,ENSG00000170653
NDUFB7,4713,ENSG00000099795
CAPN2,824,ENSG00000162909
DES,1674,ENSG00000175084
CEBPB,1051,ENSG00000172216
PTPN2,5771,ENSG00000175354
AMD1,262,ENSG00000123505
CTPS1,1503,ENSG00000171793
ENG,2022,ENSG00000106991
DDX5,1655,ENSG00000108654
PFKL,5211,ENSG00000141959
GM2A,2760,ENSG00000196743
CR1,1378,ENSG00000203710
LGALS3,3958,ENSG00000131981
SPI1,6688,ENSG00000066336
TCP1,6950,ENSG00000120438
PTPN1,5770,ENSG00000196396
ALOX12,239,ENSG00000108839
IGFBP2,3485,ENSG00000115457
ERCC2,2068,ENSG00000104884
RPL35A,6165,ENSG00000182899
ITGB5,3693,ENSG00000082781
ARF4,378,ENSG00000168374
RPL7,6129,ENSG00000147604
nan,,-
VCL,7414,ENSG00000035403
LBP,3929,ENSG00000129988
PTPRA,5786,ENSG00000132670
NAT1,9,ENSG00000171428
HLA-A,3105,ENSG00000229215//ENSG00000231834//ENSG00000224320//ENSG00000235657//ENSG00000206503//ENSG00000227715//ENSG00000206505//ENSG00000223980
HLA-B,3106,ENSG00000232126//ENSG00000224608//ENSG00000206450//ENSG00000223532//ENSG00000228964//ENSG00000234745
IL1RN,3557,ENSG00000136689
SON,6651,ENSG00000159140
SON,6651,ENSG00000159140
SON,6651,ENSG00000159140
NELFE,7936,ENSG00000233801//ENSG00000206268//ENSG00000231044//ENSG00000204356//ENSG00000206357//ENSG00000229363
LAG3,3902,ENSG00000089692
PGAM1,5223,ENSG00000171314
RCC1,1104,ENSG00000180198
ATF1,466,ENSG00000123268
LIG1,3978,ENSG00000105486
ATP5J,522,ENSG00000154723
XRCC1,7515,ENSG00000073050
PAM,5066,ENSG00000145730
CDH2,1000,ENSG00000170558
GNAZ,2781,ENSG00000128266
GNAT2,2780,ENSG00000134183
HDC,3067,ENSG00000140287
PLCG1,5335,ENSG00000124181
PLCG1,5335,ENSG00000124181
VCAM1,7412,ENSG00000162692
NCL,4691,ENSG00000115053
HK1,3098,ENSG00000156515
POLR2C,5432,ENSG00000102978
POLR2E,5434,ENSG00000099817
ELK1,2002,ENSG00000126767
GGT1,2678,ENSG00000100031
ERCC3,2071,ENSG00000163161
TRIM21,6737,ENSG00000132109
EIF2AK2,5610,ENSG00000055332
TFE3,7030,ENSG00000068323
SRM,6723,ENSG00000116649
SLC9A1,6548,ENSG00000090020
ORM2,5005,ENSG00000228278
CSNK2A2,1459,ENSG00000070770
RXRA,6256,ENSG00000186350
AOC1,26,ENSG00000002726
ITIH2,3698,ENSG00000151655
ITIH1,3697,ENSG00000055957
NFKB1,4790,ENSG00000109320
CXCL3,2921,ENSG00000163734
NCF2,4688,ENSG00000116701
PI3,5266,ENSG00000124102
TYMP,1890,ENSG00000025708
ATP2B1,490,ENSG00000070961
CR2,1380,ENSG00000117322
HLA-DRB1,3123,ENSG00000236884//ENSG00000206240//ENSG00000206306//ENSG00000228080//ENSG00000229074//ENSG00000196126
EIF2S2,8894,ENSG00000125977
TCN1,6947,ENSG00000134827
ANXA7,310,ENSG00000138279
SDS,10993,ENSG00000135094
CD33,945,ENSG00000105383
AZU1,566,ENSG00000172232//ENSG00000278624
CCNA2,890,ENSG00000145386
CD22,933,ENSG00000012124
BTF3,689,ENSG00000145741
ALOX5AP,241,ENSG00000132965
TNFRSF1B,7133,ENSG00000028137
RAB3A,5864,ENSG00000105649
RAB4A,5867,ENSG00000168118
RAB5A,5868,ENSG00000144566
RAB6A,5870,ENSG00000175582
RAB6A,5870,ENSG00000175582
PVALB,5816,ENSG00000274665//ENSG00000100362
MSH3,4437,ENSG00000113318
MX1,4599,ENSG00000157601
MX2,4600,ENSG00000183486
PSMB1,5689,ENSG00000281184//ENSG00000008018
M6PR,4074,ENSG00000003056
ATP4A,495,ENSG00000105675
COX5A,9377,ENSG00000178741
LMNB1,4001,ENSG00000113368
ITGAL,3683,ENSG00000005844
GZMH,2999,ENSG00000100450
PZP,5858,ENSG00000126838
BCL3,602,ENSG00000069399
OGN,4969,ENSG00000106809
CAST,831,ENSG00000153113
CAST,831,ENSG00000153113
IMPDH1,3614,ENSG00000106348
C4BPB,725,ENSG00000123843
AGA,175,ENSG00000038002
PTMS,5763,ENSG00000159335
CD247,919,ENSG00000198821
CD247,919,ENSG00000198821
GSTM3,2947,ENSG00000134202
ATP6V1B2,526,ENSG00000147416
ATP6V1C1,528,ENSG00000155097
CSRP1,1465,ENSG00000159176
FLNA,2316,ENSG00000196924
NF1,4763,ENSG00000196712
MAOA,4128,ENSG00000189221
ACO1,48,ENSG00000122729
FPR1,2357,ENSG00000171051
TNFAIP3,7128,ENSG00000118503
NT5E,4907,ENSG00000135318
TAF1,6872,ENSG00000147133
EPHA1,2041,ENSG00000284816//ENSG00000146904
C5AR1,728,ENSG00000197405
TBXA2R,6915,ENSG00000006638
VDAC1,7416,ENSG00000213585
BGN,633,ENSG00000182492
CD72,971,ENSG00000137101
SDHB,6390,ENSG00000117118
MATN1,4146,ENSG00000162510
BCKDHB,594,ENSG00000083123
COMT,1312,ENSG00000093010
TGM2,7052,ENSG00000198959
KCNA3,3738,ENSG00000177272
MUT,4594,ENSG00000146085
OSBP,5007,ENSG00000110048
FBL,2091,ENSG00000280548//ENSG00000105202
RPS4Y1,6192,ENSG00000129824
GART,2618,ENSG00000262473//ENSG00000159131
PAICS,10606,ENSG00000128050
IL10,3586,ENSG00000136634
IDS,3423,ENSG00000010404
SCP2,6342,ENSG00000116171
UBA1,7317,ENSG00000130985
UBA1,7317,ENSG00000130985
CCL1,6346,ENSG00000108702
ENPP1,5167,ENSG00000197594
GAL,51083,ENSG00000069482
FDXR,2232,ENSG00000161513
PRKACG,5568,ENSG00000165059
HNRNPA2B1,3181,ENSG00000122566
RFX1,5989,ENSG00000132005//ENSG00000288283
CBL,867,ENSG00000110395
IGFBP4,3487,ENSG00000141753
PRKACB,5567,ENSG00000142875
UQCRC2,7385,ENSG00000140740
SLC2A5,6518,ENSG00000142583
TGM1,7051,ENSG00000285348//ENSG00000092295
CA4,762,ENSG00000167434
CPN2,1370,ENSG00000178772
FECH,2235,ENSG00000066926
PROZ,8858,ENSG00000126231
MMP8,4317,ENSG00000118113
MRC1,4360,ENSG00000260314
XPA,7507,ENSG00000136936
nan,,-
CES1,1066,ENSG00000198848//ENSG00000262243
CES1,1066,ENSG00000198848//ENSG00000262243
FBLN1,2192,ENSG00000077942
FBLN1,2192,ENSG00000077942
TCEA1,6917,ENSG00000187735
PTGS1,5742,ENSG00000095303
ITGA6,3655,ENSG00000091409
SFPQ,6421,ENSG00000116560
KEL,3792,ENSG00000276615//ENSG00000197993
PPIB,5479,ENSG00000166794
S100A1,6271,ENSG00000160678
ME2,4200,ENSG00000082212
GLDC,2731,ENSG00000178445
WARS,7453,ENSG00000140105
RPS3,6188,ENSG00000149273
GCSH,2653,ENSG00000140905
RPS6KB1,6198,ENSG00000108443
JAK1,3716,ENSG00000162434
PTPRE,5791,ENSG00000132334
PTPRE,5791,ENSG00000132334
LOR,4017,ENSG00000134013
SP100,6672,ENSG00000067066
SP100,6672,ENSG00000067066
MCC,4163,ENSG00000171444
MCC,4163,ENSG00000171444
TNFSF4,7292,ENSG00000117586
NFYA,4800,ENSG00000001167
AHCY,191,ENSG00000101444
CFL1,1072,ENSG00000172757
F8A1,8263,ENSG00000277203
ATP2B4,493,ENSG00000058668
DGKA,1606,ENSG00000065357
GATA2,2624,ENSG00000179348
GATA3,2625,ENSG00000107485
CPT2,1376,ENSG00000157184
DTYMK,1841,ENSG00000168393
RRM1,6240,ENSG00000167325
CMA1,1215,ENSG00000092009
FCAR,2204,ENSG00000275136//ENSG00000283750//ENSG00000284004//ENSG00000276858//ENSG00000284245//ENSG00000278415//ENSG00000275970//ENSG00000283953//ENSG00000275564//ENSG00000284061//ENSG00000276985//ENSG00000274580//ENSG00000275269//ENSG00000273738//ENSG00000186431
PRTN3,5657,ENSG00000196415//ENSG00000277804
ZBTB25,7597,ENSG00000089775
CHM,1121,ENSG00000188419
KDELR1,10945,ENSG00000105438
IL4R,3566,ENSG00000077238
EEF1B2,1933,ENSG00000283391//ENSG00000114942
ATP5F1,,-
AKAP5,9495,ENSG00000179841
IGFBP5,3488,ENSG00000115461
ACP1,52,ENSG00000143727
ACP1,52,ENSG00000143727
PRKCH,5583,ENSG00000027075
ACAT1,38,ENSG00000075239
MYL9,10398,ENSG00000101335
CXCR1,3577,ENSG00000163464
CXCR2,3579,ENSG00000180871
FPR2,2358,ENSG00000171049
ADRBK1,156,ENSG00000173020
PTAFR,5724,ENSG00000169403
ACKR3,57007,ENSG00000144476
F2R,2149,ENSG00000181104
MCM3,4172,ENSG00000112118
NFYB,4801,ENSG00000120837
AZGP1,563,ENSG00000160862
MPST,4357,ENSG00000128309
RPS12,6206,ENSG00000112306
BRD2,6046,ENSG00000230678//ENSG00000235307//ENSG00000215077//ENSG00000234704//ENSG00000204256//ENSG00000236227//ENSG00000234507
FAS,355,ENSG00000026103
YY1,7528,ENSG00000100811
DNAJB1,3337,ENSG00000132002
DNAJB2,3300,ENSG00000135924
ATP5A1,,-
CTSS,1520,ENSG00000163131
PSMA1,5682,ENSG00000129084
PSMA2,5683,ENSG00000106588
PSMA3,5684,ENSG00000100567
PSMA4,5685,ENSG00000041357
S100P,6286,ENSG00000163993
CD40,958,ENSG00000101017
NFKBIA,4792,ENSG00000100906
ITGB7,3695,ENSG00000139626
ITGB8,3696,ENSG00000105855
PTX3,5806,ENSG00000163661
MSN,4478,ENSG00000147065
DDX6,1656,ENSG00000110367
CTNNA2,1496,ENSG00000066032
DNMT1,1786,ENSG00000130816
DNMT1,1786,ENSG00000130816
U2AF2,11338,ENSG00000063244
RPL13,6137,ENSG00000167526
CHML,1122,ENSG00000203668
S100A4,6275,ENSG00000196154
MGAT1,4245,ENSG00000131446
HMGB2,3148,ENSG00000164104
PTBP1,5725,ENSG00000011304
TARS,6897,ENSG00000113407
VARS,7407,ENSG00000204394//ENSG00000231945//ENSG00000226589//ENSG00000224264//ENSG00000096171//ENSG00000227686//ENSG00000231116
EEF1G,1937,ENSG00000254772
KLRC1,3821,ENSG00000134545
CD27,939,ENSG00000139193
FKBP2,2286,ENSG00000173486
IL3RA,3563,ENSG00000185291
STOM,2040,ENSG00000148175
AK4,205,ENSG00000162433
PON1,5444,ENSG00000005421
MAOB,4129,ENSG00000069535
YWHAQ,10971,ENSG00000134308
MAPK3,5595,ENSG00000102882
ATP6V0C,527,ENSG00000185883
G0S2,50486,ENSG00000123689
CALML3,810,ENSG00000178363
DPP4,1803,ENSG00000197635
ARNT,405,ENSG00000143437
RPL10,6134,ENSG00000147403
RPA1,6117,ENSG00000132383
APEX1,328,ENSG00000100823
CD82,3732,ENSG00000085117
CAD,790,ENSG00000084774
CALR,811,ENSG00000179218
PDE4A,5141,ENSG00000065989
MAP4,4134,ENSG00000047849
MAP4,4134,ENSG00000047849
CANX,821,ENSG00000283777//ENSG00000127022
CFP,5199,ENSG00000126759
IL1R2,7850,ENSG00000115590
PIK3R1,5295,ENSG00000145675
ITPKB,3707,ENSG00000143772
AOAH,313,ENSG00000136250
PSMB8,5696,ENSG00000230669//ENSG00000236443//ENSG00000235715//ENSG00000231631//ENSG00000204264//ENSG00000226201//ENSG00000230034//ENSG00000206298
PSMB9,5698,ENSG00000243958//ENSG00000240508//ENSG00000240118//ENSG00000239836//ENSG00000243594//ENSG00000240065//ENSG00000242711//ENSG00000243067
PSMA5,5686,ENSG00000143106
HLA-DMB,3109,ENSG00000242386//ENSG00000242574//ENSG00000242092//ENSG00000241674//ENSG00000239329//ENSG00000226264//ENSG00000234154//ENSG00000241296
PSMB4,5692,ENSG00000159377
PSMB6,5694,ENSG00000142507
PSMB5,5693,ENSG00000100804
GSTM2,2946,ENSG00000213366
ABCD3,5825,ENSG00000117528
TMOD1,7111,ENSG00000136842
ELK4,2005,ENSG00000158711
NDUFS1,4719,ENSG00000023228//ENSG00000283447
MAPK1,5594,ENSG00000100030
DUSP1,1843,ENSG00000120129
RXRB,6257,ENSG00000206289//ENSG00000227322//ENSG00000204231//ENSG00000231321//ENSG00000235712//ENSG00000228333
RBL1,5933,ENSG00000080839
GRN,2896,ENSG00000030582
LAP3,51056,ENSG00000002549
HSD11B1,3290,ENSG00000117594
CD38,952,ENSG00000004468
TNFRSF8,943,ENSG00000120949
CD1C,911,ENSG00000158481
PTPN4,5775,ENSG00000088179
GTF2E1,2960,ENSG00000153767
GTF2E2,2961,ENSG00000197265
PCSK6,5046,ENSG00000140479
TPP2,7174,ENSG00000134900
IMPA1,3612,ENSG00000133731
CTGF,1490,ENSG00000118523
EPHA2,1969,ENSG00000142627
EPHB2,2048,ENSG00000133216
PTPN6,5777,ENSG00000111679
SHC1,6464,ENSG00000160691
MPG,4350,ENSG00000103152
CRABP2,1382,ENSG00000143320
ARID4A,5926,ENSG00000032219
TKT,7086,ENSG00000163931
IL12B,3593,ENSG00000113302
CASP1,834,ENSG00000137752
SERPINB3,6317,ENSG00000057149
RBMS1,5937,ENSG00000153250
PML,5371,ENSG00000140464
PML,5371,ENSG00000140464
PML,5371,ENSG00000140464
PML,5371,ENSG00000140464
SERPINA4,5267,ENSG00000100665
EEF1D,1936,ENSG00000273594//ENSG00000104529
EEF1D,1936,ENSG00000273594//ENSG00000104529
EEF1D,1936,ENSG00000273594//ENSG00000104529
GNA11,2767,ENSG00000088256
ALDH4A1,8659,ENSG00000159423
PBLD,64081,ENSG00000108187
ERP29,10961,ENSG00000089248
PRDX6,9588,ENSG00000117592
BLVRB,645,ENSG00000090013
PRDX5,25824,ENSG00000126432
DDT,1652,ENSG00000099977//ENSG00000275003
GCHFR,2644,ENSG00000137880
PRDX3,10935,ENSG00000165672
ATP5D,,-
RPL12,6136,ENSG00000197958
ECHS1,1892,ENSG00000127884
CMPK1,51727,ENSG00000162368
PEBP1,5037,ENSG00000089220
PDIA3,2923,ENSG00000167004
PPP2R1A,5518,ENSG00000105568
PPP2R1B,5519,ENSG00000137713
