Name	MOA	Target	Phase
sulbactam-pivoxil	beta lactamase inhibitor		Launched
sulbentine	other antifungal		Preclinical
sulbutiamine	acetylcholine receptor antagonist		Launched
sulconazole	sterol demethylase inhibitor		Launched
sulfabenzamide	bacterial antifolate		Launched
sulfacarbamide			Withdrawn
sulfacetamide	PABA antagonist		Launched
sulfachlorpyridazine	bacterial antifolate		Launched
sulfadiazine	bacterial antifolate		Launched
sulfadoxine	dihydropteroate synthase inhibitor		Launched
sulfafurazole	bacterial antifolate		Launched
sulfaguanidine	bacterial antifolate		Launched
sulfamerazine	bacterial antifolate		Launched
sulfameter	dihydrofolate reductase inhibitor	DHFR	Launched
sulfamethazine	PABA antagonist		Launched
sulfamethizole	bacterial antifolate		Launched
sulfamethoxazole	PABA antagonist		Launched
sulfamethoxypyridazine	bacterial antifolate		Withdrawn
sulfametopyrazine	PABA antagonist		Launched
sulfamonomethoxine	bacterial antifolate		Launched
sulfamoxole	PABA antagonist		Launched
sulfanilamide	carbonic anhydrase inhibitor	CYP2C19, CYP2C9, CYP2D6, CYP2E1, CYP3A4	Launched
sulfanilate-zinc			Preclinical
sulfanitran			Launched
sulfaphenazole	dihydropteroate synthetase inhibitor	DHPS	Launched
sulfapyridine	PABA antagonist		Launched
sulfaquinoxaline	vitamin K antagonist		Launched
sulfasalazine	cyclooxygenase inhibitor	ACAT1, ALOX5, CHUK, IKBKB, PLA2G1B, PPARG, PTGS1, PTGS2, SLC46A1, SLC7A11, TBXAS1	Launched
sulfathiazole	dihydropteroate synthase inhibitor		Launched
sulfinpyrazone	uricosuric blocker	ABCC1, ABCC2, FPR1, SLC22A12	Launched
sulfisoxazole-acetyl	folic acid antagonist		Launched
sulforaphane	anticancer agent, aryl hydrocarbon receptor antagonist	NFE2L2	Phase 2
sulindac	cyclooxygenase inhibitor	AKR1B1, MAPK3, PPARD, PTGDR2, PTGS1, PTGS2	Launched
sulisobenzone			Launched
sulmazole	adenosine receptor antagonist		Phase 1
sulmetozine	gastrin inhibitor	GAST	Launched
suloctidil	adrenergic receptor antagonist		Withdrawn
sulphadimethoxine	dihydropteroate synthetase inhibitor		Launched
sulpiride	dopamine receptor antagonist		Launched
sumanirole	dopamine receptor agonist	DRD2	Phase 3
sumatriptan	serotonin receptor agonist	HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR5A, HTR6, HTR7	Launched
SUN-B-8155	calcitonin agonist	CALCR	Preclinical
SUN-11602	fibroblast growth factor mimetic	FGFR1	Preclinical
sunitinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor	CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET	Launched
suplatast	histamine release inhibitor, immunoglobulin inhibitor		Launched
suprofen	cyclooxygenase inhibitor	PTGS1, PTGS2	Withdrawn
suramin	DNA synthesis inhibitor	F2, FSHR, P2RY1, P2RY11, P2RY13, P2RY2, PLA2G2A, RYR1, RYR2, SIRT5	Launched
suritozole	GABA receptor inverse agonist	GABBR1	Phase 2
sutezolid	protein synthesis inhibitor		Phase 2
suvorexant	orexin receptor antagonist	HCRTR1, HCRTR2	Launched
suxibuzone	cyclooxygenase inhibitor		Launched
SU014813	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	KDR	Phase 2
SU3327	JNK inhibitor	MAPK8	Preclinical
SU9516	CDK inhibitor	CDK1, CDK2, CDK4, CDK5	Preclinical
swainsonine	alpha mannosidase inhibitor	MAN2A1	Phase 2
SX-011	MAP kinase inhibitor	MAPK14	Preclinical
SYM-2081	kainate receptor antagonist	GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2	Preclinical
SYM-2206	glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4	Preclinical
symclosene			Preclinical
synephrine	adrenergic receptor agonist	ADRA1A	Launched
S1P1-agonist-III	sphingosine kinase inhibitor	S1PR1	Preclinical
S18986	glutamate receptor modulator	GRIA1, GRIA2, GRIA3, GRIA4	Phase 2
S26948	PPAR receptor agonist	PPARG	Preclinical
S4	carbonic anhydrase inhibitor	CA12, CA9	Preclinical
T-0070907	PPAR receptor antagonist	PPARG	Preclinical
T-0156	phosphodiesterase inhibitor	PDE5A	Preclinical
T-0901317	LXR agonist	NCOA1, NCOA2, NR1H2, NR1H3, NR1I2, RXRB	Preclinical
T-5224	AP inhibitor	JUN	Phase 2
T-5601640	LIM kinase inhibitor	LIMK2	Preclinical
T-62	adenosine receptor modulator	ADORA2A	Phase 2
TA-01	casein kinase inhibitor, MAP kinase inhibitor	CSNK1D, CSNK1E, MAPK14	Preclinical
tabimorelin	growth hormone secretagogue receptor agonist	GHSR	Phase 2
tacalcitol	vitamin D receptor agonist	VDR	Launched
tacedinaline	HDAC inhibitor	HDAC1	Phase 3
tacrine	acetylcholinesterase inhibitor	ACHE, BCHE	Launched
tacrolimus	calcineurin inhibitor	FKBP1A	Launched
tadalafil	phosphodiesterase inhibitor	PDE11A, PDE5A	Launched
tafamidis-meglumine	transthyretin amyloid inhibitor	TTR	Launched
tafenoquine	antimalarial agent		Phase 3
tagatose	phosphorylase inhibitor	PYGL	Phase 3
TAK-063	phosphodiesterase inhibitor	PDE10A	Phase 2
TAK-220	CC chemokine receptor antagonist	CCR5	Phase 1
TAK-285	EGFR inhibitor	ERBB2	Phase 1
TAK-593	VEGFR inhibitor	PDGFRA	Phase 1
TAK-632	RAF inhibitor	BRAF	Preclinical
TAK-715	p38 MAPK inhibitor	MAPK14	Phase 2
TAK-733	MEK inhibitor	MAP2K1	Phase 1
TAK-875	insulin secretagogue	FFAR1	Phase 3
TAK-901	Aurora kinase inhibitor	AURKB	Phase 1
TAK-960	PLK inhibitor	PLK1	Phase 1
talabostat	dipeptidyl peptidase inhibitor, fibroblast activation protein inhibitor	DPP4	Phase 3
taladegib	smoothened receptor antagonist	DHH, IHH, SMO	Phase 2
talampanel	glutamate receptor antagonist	GRIA1, GRIA2, GRIA3, GRIA4	Phase 2
talarozole	cytochrome P450 inhibitor	CYP26A1	Phase 2
talazoparib	PARP inhibitor	PARP2	Phase 3
talc			Launched
talinolol	adrenergic receptor antagonist	ADRB1	Launched
talipexole	adrenergic receptor agonist, dopamine receptor agonist	ADRA2A, DRD2, HTR3A	Launched
talmapimod	p38 MAPK inhibitor	MAPK11, MAPK14	Phase 2
talnetant	tachykinin antagonist	TACR2, TACR3	Phase 2
talniflumate	cyclooxygenase inhibitor	CLCA1	Launched
talopram	adrenergic inhibitor	SLC6A2	Phase 2
taltirelin	thyrotropin releasing hormone receptor agonist	TRHR	Launched
taltobulin	tubulin polymerization inhibitor		Phase 1
TAME			Preclinical
tamibarotene	retinoid receptor agonist	RARA, RARB	Launched
tamoxifen	estrogen receptor antagonist, selective estrogen receptor modulator (SERM)	EBP, ESR1, ESR2, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ	Launched
tamsulosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D	Launched
tanaproget	progesterone receptor agonist	PGR	Phase 2
tandospirone	serotonin receptor agonist	HTR1A	Launched
tandutinib	FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor	CSF1R, FLT3, KIT, PDGFD, PDGFRB	Phase 2
tanespimycin	HSP inhibitor	HSP90AA1	Phase 3
tangeritin	cell cycle inhibitor		Preclinical
tannic-acid	PARG inhibitor	ANO1	Launched
tanshinone-i	AP inhibitor	IFNG	Phase 2
tanshinone-iia	anti-inflammatory agent, interleukin inhibitor	IL1B, NR1I2, TNF	Phase 2/Phase 3
tapentadol	opioid receptor agonist	HTR3A, OPRD1, OPRK1, OPRM1, SLC6A2, SLC6A4	Launched
taprenepag	prostaglandin receptor agonist	PTGER2	Phase 2
tarafenacin	acetylcholine receptor antagonist	CHRM3	Phase 2
taranabant	cannabinoid receptor inverse agonist	CNR1	Phase 3
targinine	nitric oxide synthase inhibitor	NOS3	Phase 3
tariquidar	P glycoprotein inhibitor	ABCB1	Phase 3
tartaric-acid	antioxidant	ATP6V1C1, B3GAT1, DDX6, HIF1AN, TREM1	Launched
TAS-103	topoisomerase inhibitor	TOP1	Phase 1
taselisib	PI3K inhibitor	PIK3CA	Phase 3
tasimelteon	melatonin receptor agonist	MTNR1A, MTNR1B	Launched
tasisulam	apoptosis stimulant		Phase 3
tasquinimod	angiogenesis inhibitor, S100A9 inhibitor	HDAC4	Phase 3
tasuldine	mucolytic agent		Phase 3
taurine	antioxidant		Launched
taurocholate	G protein-coupled receptor agonist	CEL, FABP6, SLCO1C1	Phase 1
taurolidine	apoptosis stimulant		Launched
tavaborole	leucyl-tRNA synthetase inhibitor		Launched
taxifolin	opioid receptor antagonist	ADIPOR2	Phase 2
tazarotene	retinoid receptor agonist	RARA, RARB, RARG, RXRB	Launched
tazemetostat	histone lysine methyltransferase inhibitor	EZH2	Phase 2
tazobactam	beta lactamase inhibitor		Launched
TBA-354			Phase 1
TBOA-(DL)	excitatory amino acid transporter inhibitor	SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7	Preclinical
TC-A-2317	Aurora kinase inhibitor	AURKA	Preclinical
TC-ASK-10	MAP kinase inhibitor	MAP3K5, MAP3K6	Preclinical
TC-E-5002	histone demethylase inhibitor	KDM2A, KDM4A, KDM4C, KDM5A, KDM6A, KDM7A, PHF8	Preclinical
TC-E-5006	gamma secretase modulator	APP	Preclinical
TC-F-2	FAAH inhibitor	FAAH	Preclinical
TC-FPR-43	formyl peptide receptor agonist	FPR2	Preclinical
TC-G-1000	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C	Preclinical
TC-G-1004	adenosine receptor antagonist	ADORA2A	Preclinical
TC-G-1005	G protein-coupled receptor agonist	GPBAR1	Preclinical
TC-G-1008	G protein-coupled receptor agonist	GPR39	Preclinical
TC-H-106	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC8	Preclinical
TC-I-15	integrin inhibitor	ITGA2, ITGB1	Preclinical
TC-I-2000	transient receptor potential channel antagonist	TRPM8	Preclinical
TC-I-2014	transient receptor potential channel antagonist	TRPM8	Preclinical
TC-LPA5-4	lysophosphatidic acid receptor antagonist	LPAR5	Preclinical
TC-Mps1-12	monopolar spindle 1 kinase inhibitor	TTK	Preclinical
TC-N-1752	sodium channel blocker	SCN9A	Preclinical
TC-NTR1-17	neurotensin agonist	NTSR1	Preclinical
TC-O-9311	G protein-coupled receptor agonist	GPR139	Preclinical
TC-OT-39	oxytocin receptor agonist, vasopressin receptor agonist	AVPR1A, OXT	Preclinical
TC-S-7003	src inhibitor	LCK	Preclinical
TC-S-7004	DYRK inhibitor	DYRK1A, DYRK1B	Preclinical
TC-S-7005	PLK inhibitor	PLK2	Preclinical
TC-S-7006	MAP kinase inhibitor	MAP3K8	Preclinical
TC-S-7009	hypoxia inducible factor inhibitor	EPAS1	Preclinical
TC-SP-14	sphingosine 1 phosphate receptor agonist	S1PR1	Preclinical
TCID			Preclinical
TCN-238	glutamate receptor positive allosteric modulator	GRM4	Preclinical
TCN201	glutamate receptor antagonist	GRIN2A	Preclinical
TCS-HDAC6-20b	HDAC inhibitor	HDAC6	Preclinical
TCS-OX2-29	orexin receptor antagonist	HCRTR2	Preclinical
TCS-PIM-1-1	Pim kinase inhibitor	PIM1	Preclinical
TCS-21311	JAK inhibitor	JAK3	Preclinical
TCS-2210	neural stem cell inducer		Preclinical
TCS-2314	integrin inhibitor	ITGA4, ITGB1	Preclinical
TCS-3035	G protein-coupled receptor agonist	GPR35	Preclinical
TCS-359	FLT3 inhibitor	FLT3	Preclinical
TCS-5861528	transient receptor potential channel antagonist	TRPA1	Preclinical
TCS2002	glycogen synthase kinase inhibitor	GSK3B	Preclinical
TC1	beta-secretase inhibitor	BACE1	Preclinical
TC2559	acetylcholine receptor agonist	CHRNA4	Preclinical
tebipenem	bacterial cell wall synthesis inhibitor	CNR1	Launched
tecalcet	calcium-sensing receptor agonist	CASR	Phase 2
tecastemizole	histamine receptor antagonist	KCNH2	Phase 3
tecovirimat	orthopoxvirus egress inhibitor		Phase 3
tedizolid	bacterial 50S ribosomal subunit inhibitor		Launched
tedizolid-phosphate	protein synthesis inhibitor		Launched
tegaserod	serotonin receptor partial agonist	HTR2A, HTR2B, HTR2C, HTR4	Withdrawn
tegobuvir	HCV inhibitor, protease inhibitor		Phase 3
teicoplanin	bacterial cell wall synthesis inhibitor		Launched
teicoplanin-A2-1	bacterial cell wall synthesis inhibitor		Launched
teicoplanin-a2-3	bacterial cell wall synthesis inhibitor		Launched
Teijin-compound-1	CC chemokine receptor antagonist	CCR2	Preclinical
telaprevir	HCV inhibitor	CTSA, PGR	Launched
telatinib	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	KDR	Phase 2
telbivudine	DNA polymerase inhibitor	TK2	Launched
telcagepant	calcitonin antagonist	CALCRL, RAMP1	Phase 3
telenzepine	acetylcholine receptor antagonist	CHRM1	Phase 3
telithromycin	bacterial 30S ribosomal subunit inhibitor, bacterial 50S ribosomal subunit inhibitor	CYP1A2, CYP2D6, CYP3A4, CYP3A5, CYP3A7	Launched
telmesteine	mucolytic agent		Launched
telmisartan	angiotensin receptor antagonist	AGTR1, PPARG	Launched
telotristat	tryptophan hydroxylase inhibitor	TPH1	Launched
telotristat-ethyl	tryptophan hydroxylase inhibitor	TPH1	Launched
temazepam	benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO	Withdrawn
temefos	cholinesterase inhibitor		Launched
temocapril	angiotensin converting enzyme inhibitor	ACE	Launched
temoporfin	radical formation stimulant		Launched
temozolomide	DNA alkylating agent	MGMT	Launched
tempol	free radical scavenger		Phase 2
temsirolimus	mTOR inhibitor	MTOR	Launched
tenatoprazole	ATPase inhibitor	IDO1	Phase 2
teneligliptin	dipeptidyl peptidase inhibitor	DPP4	Launched
tenidap	cyclooxygenase inhibitor	KCNJ4, PTGS1	Phase 3
tenilsetam	AGE inhibitor		Phase 3
teniposide	topoisomerase inhibitor	TOP2A, TOP2B	Launched
tenofovir	HIV integrase inhibitor, nucleoside reverse transcriptase inhibitor		Launched
tenofovir-alafenamide	nucleoside reverse transcriptase inhibitor		Preclinical
tenofovir-disoproxil	nucleoside reverse transcriptase inhibitor	CYP1A2	Launched
tenovin-1	SIRT inhibitor, TP53 activator	SIRT1	Preclinical
tenovin-6	SIRT inhibitor	SIRT1, SIRT2, SIRT3	Preclinical
tenoxicam	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
tenylidone			Preclinical
tepoxalin	cyclooxygenase inhibitor, lipoxygenase inhibitor	ALOX5	Launched
TEPP-46	pyruvate kinase isozyme activator	PKM	Preclinical
teprenone	mucus protecting agent		Launched
terameprocol	lipoxygenase inhibitor	BIRC5, CDK1	Phase 1/Phase 2
terazosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, KCNH2, KCNH6, KCNH7	Launched
terbinafine	fungal squalene epoxidase inhibitor	SQLE	Launched
terbutaline	adrenergic receptor agonist	ADRB2	Launched
terciprazine			Phase 1
terconazole	sterol demethylase inhibitor		Launched
terfenadine	histamine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, KCNH1, KCNH2	Withdrawn
terguride	dopamine receptor agonist, serotonin receptor antagonist	ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD2, DRD3, DRD4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C	Launched
teriflunomide	dihydroorotate dehydrogenase inhibitor	DHODH	Launched
terlipressin	vasopressin receptor agonist	AVPR1A, AVPR1B, AVPR2	Launched
terodiline	cholinergic receptor antagonist		Phase 3
teroxirone	DNA inhibitor		Phase 1
terpene			Preclinical
terreic-acid-(-)	Bruton's tyrosine kinase (BTK) inhibitor	BTK	Preclinical
terutroban	prostanoid receptor antagonist	TBXA2R	Phase 3
tesaglitazar	insulin sensitizer, PPAR receptor agonist	PPARA, PPARG	Phase 3
testolactone	aromatase inhibitor	CYP19A1	Launched
testosterone	androgen receptor agonist	AR	Launched
testosterone-enanthate	androgen receptor agonist	AR	Launched
testosterone-propionate	androgen receptor agonist	AR	Launched
testosterone-undecanoate	androgen receptor agonist	AR	Launched
tetrabenazine	vesicular monoamine transporter inhibitor	DRD2, SLC18A1, SLC18A2	Launched
tetracaine	membrane integrity inhibitor	SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	Launched
tetracycline	bacterial 30S ribosomal subunit inhibitor	PRNP	Launched
tetradecylthioacetic-acid	lipid peroxidase inhibitor		Phase 2
tetraethylenepentamine	superoxide dismutase inhibitor	SOD1, SOD2	Phase 2/Phase 3
tetrahydrofolic-acid		ALDH1L1, AMT, ATIC, FOLR2, FTCD, MTFMT, MTHFD1, MTHFD2, MTHFR, MTR, SHMT1, SHMT2	Launched
tetrahydropapaverine			Preclinical
tetrahydrouridine	cytidine deaminase inhibitor	CDA	Phase 2
tetrahydrozoline	adrenergic receptor agonist		Launched
tetramethylthiuram-monosulfide			Preclinical
tetramisole	immunostimulant		Launched
tetrandrine	calcium channel blocker	SLC6A3	Preclinical
tetrazol-5-yl-glycine-(RS)	glutamate receptor agonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D	Preclinical
tetrindole	monoamine oxidase inhibitor	MAOA	Phase 3
tetroquinone			Preclinical
tezacaftor	CFTR channel agonist		Launched
TFC-007	prostaglandin inhibitor	HPGDS	Preclinical
TG-003	CLK inhibitor	CLK1, CLK4, DYRK1A, DYRK1B	Preclinical
TG-02	CDK inhibitor, FLT3 inhibitor, JAK inhibitor	CDK1, CDK2, CDK7, CDK9, FLT3, JAK2	Phase 1
TG-100572	src inhibitor, VEGFR inhibitor	KDR, SRC	Preclinical
TG-100713	PI3K inhibitor		Preclinical
TG-100801	src inhibitor, VEGFR inhibitor	FGFR1, FLT1, KDR, SRC	Phase 2
TG-101209	JAK inhibitor	JAK2, JAK3	Preclinical
TG-101348	FLT3 inhibitor, JAK inhibitor	BRD4, JAK1, JAK2, JAK3, TYK2	Phase 3
TGR-1202	PI3K inhibitor		Phase 3
TGX-221	PI3K inhibitor	PIK3CB, PIK3CD	Preclinical
TG100-115	PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG	Phase 1/Phase 2
TH-302	DNA alkylating agent		Phase 3
thaliblastine	DNA inhibitor		Phase 2
thalidomide	tumor necrosis factor production inhibitor	CRBN, FGFR2, NFKB1, ORM1, ORM2, PTGS2, TNF	Launched
theobromine	phosphodiesterase inhibitor	ADORA1, ADORA2A, PDE4B	Launched
theophylline	adenosine receptor antagonist		Launched
thiamet-g	GLCNAC phosphotransferase inhibitor	MGEA5	Preclinical
thiamine	vitamin B	SLC19A2, SLC19A3, TPK1	Launched
thiamine-pyrophosphate			Launched
thiamphenicol	bacterial 50S ribosomal subunit inhibitor		Launched
thiamylal	glutamate receptor antagonist	GABRA1, KCNJ11, KCNJ8	Launched
thiazovivin	rho associated kinase inhibitor		Preclinical
thiethylperazine	dopamine receptor antagonist	DRD1, DRD2, DRD4	Launched
thiocolchicoside	GABA receptor antagonist	GABRA1, GABRB2, GABRG2, GLRA1, GLRB	Launched
thioctic-acid	reducing agent	ACHE, LIAS, LIPT1, PTGS2, SLC5A6	Launched
thiodiglycol			Preclinical
thioguanine	purine antagonist	IMPDH1, IMPDH2	Launched
thiomersal	other antibiotic	OXCT1	Launched
thiopental	GABA receptor antagonist	CHRNA4, CHRNA7, FAAH, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GRIA2, GRIK2	Launched
thioperamide	histamine receptor antagonist	HRH3, HRH4	Preclinical
thiophanate			Preclinical
thioproperazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	Launched
thioridazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, KCNH2	Withdrawn
thiorphan	membrane metalloendopeptidase inhibitor	MME	Phase 1
thiostrepton	FOXM1 inhibitor, protein synthesis inhibitor	FOXM1	Launched
thiotepa	cytochrome P450 inhibitor	CYP2B6, CYP3A4	Launched
thiothixene	dopamine receptor antagonist	DRD1, DRD2, HRH1, HTR2A	Launched
thiram		JAK2	Launched
thonzonium	ATPase inhibitor		Launched
thonzylamine	antihistamine		Launched
threo-2-methylisocitrate-(DL)	isocitrate lyase substrate		Preclinical
thymol	GABA receptor positive allosteric modulator	TRPA1	Launched
thymol-iodide			Preclinical
THZ1	CDK inhibitor	CDK7	Preclinical
THZ1-R	CDK inhibitor	CDK7	Preclinical
THZ2	CDK inhibitor	CDK7	Preclinical
TH588	MTH1 inhibitor	NUDT1	Preclinical
tiabendazole	angiogenesis inhibitor		Launched
tiagabine	GABA uptake inhibitor	SLC6A1	Launched
tianeptine	selective serotonin reuptake enhancer (SSRE)	OPRD1, OPRK1, OPRM1	Launched
tiapride	dopamine receptor antagonist	DRD2, DRD3	Launched
tiaprofenic-acid	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
tiaramide	anti-inflammatory agent		Launched
tibolone	androgen receptor agonist, estrogen receptor agonist, progesterone receptor agonist	ESR1	Launched
ticagrelor	purinergic receptor antagonist	P2RY12	Launched
ticarcillin	lactamase inhibitor		Launched
ticlopidine	purinergic receptor antagonist	P2RY12	Launched
TIC10	AKT inhibitor, TRAIL modulator	AKT1, MAPK1	Phase 2
tideglusib	glycogen synthase kinase inhibitor	GSK3B	Phase 2
tienilic-acid	sodium/potassium/chloride transporter inhibitor, cytochrome P450 inhibitor	CYP2C9, SLC12A1	Withdrawn
tie2-kinase-inhibitor	TIE tyrosine kinase inhibitor	KDR, MAPK14	Preclinical
tifenazoxide	ATP-sensitive potassium channel agonist	ABCC8, KCNJ11	Phase 1
tigecycline	bacterial 30S ribosomal subunit inhibitor		Launched
tiletamine	glutamate receptor antagonist		Launched
tilmicosin	bacterial 50S ribosomal subunit inhibitor		Launched
tilorone	interferon inducer		Launched
tiludronate	bone resorption inhibitor, osteoclast inhibitor	ATP6V1A, MMP2, PTPN1	Launched
timofibrate	cholesterol inhibitor, lipase clearing factor inhibitor	LPL	Phase 2
timolol	adrenergic receptor antagonist	ADRB1, ADRB2	Launched
timonacic	antioxidant	ANXA5	Launched
tinidazole	antiprotozoal agent		Launched
tioconazole	sterol demethylase inhibitor	CYP51A1	Launched
tioguanine	purine antagonist		Phase 2
tiopronin	chelating agent, reducing agent		Launched
tiotidine	histamine receptor antagonist	HRH2	Phase 2
tiotropium	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3	Launched
tioxolone	carbonic anhydrase inhibitor	CA2	Preclinical
tipifarnib	farnesyltransferase inhibitor	FNTA, FNTB	Phase 3
tipiracil	thymidine phosphorylase inhibitor	TYMP	Launched
tiplaxtinin	plasminogen activator inhibitor	SERPINE1	Phase 1
tipranavir	HIV protease inhibitor		Launched
tiprenolol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3	Phase 2
tiquizium	acetylcholine receptor antagonist		Launched
tiracizine	sodium channel blocker	SCN5A	Withdrawn
tirapazamine	DNA inhibitor		Phase 3
tirasemtiv	troponin activator		Phase 2
tiratricol	thyroid hormone stimulant	THRA, THRB	Launched
tirofiban	platelet aggregation inhibitor, structural glycoprotein antagonist	ITGA2B, ITGB3	Launched
titanocene-dichloride	apoptosis stimulant		Phase 2
tivantinib	tyrosine kinase inhibitor	MET	Phase 3
tivozanib	VEGFR inhibitor	FLT1, FLT4, KDR, KIT, PDGFRA, PDGFRB	Phase 3
tizanidine	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, NISCH	Launched
TMC-353121	RSV fusion inhibitor		Phase 2
TMC647055	RNA polymerase inhibitor		Phase 2
TMN-355	cyclophilin inhibitor	PPIA	Preclinical
TMPH			Preclinical
TMS			Preclinical
TNP-470	methionine aminopeptidase inhibitor		Phase 2
tobramycin	bacterial 30S ribosomal subunit inhibitor		Launched
tocainide	sodium channel blocker	SCN5A	Launched
toceranib	protein tyrosine kinase inhibitor	FLT1, FLT3, KDR, PDGFRA, PDGFRB	Launched
tocofersolan	antioxidant		Launched
todralazine	antihypertensive agent		Launched
tofacitinib	JAK inhibitor	JAK1, JAK2, JAK3, TYK2	Launched
tofisopam	phosphodiesterase inhibitor, cytochrome P450 inhibitor	CYP3A4, PDE10A, PDE2A, PDE3A, PDE4A	Launched
tofogliflozin	sodium/glucose cotransporter inhibitor	GCK	Launched
tolamolol	adrenergic receptor antagonist	ADRB1, ADRB2, ADRB3	Phase 3
tolazamide	ATP channel blocker	ABCC8, KCNJ1, KCNJ10, KCNJ11	Launched
tolazoline	adrenergic receptor antagonist	ADRA1A, ADRA2A, ADRA2B, ADRA2C, HRH1, HRH2	Launched
tolbutamide	ATP channel blocker	ABCC8, KCNJ1, KCNJ11, KCNJ8	Launched
tolcapone	catechol O methyltransferase inhibitor	COMT	Withdrawn
tolfenamic-acid	cyclooxygenase inhibitor, prostanoid receptor antagonist		Launched
tolimidone	src activator	LYN, SRC	Phase 2
tolmetin	cyclooxygenase inhibitor	PTGS1, PTGS2	Launched
tolnaftate	fungal squalene epoxidase inhibitor		Launched
tolonidine	adrenergic receptor antagonist	ADRA2A	Launched
tolonium			Launched
toloxatone	monoamine oxidase inhibitor	MAOA, MAOB	Launched
tolperisone	voltage-gated sodium channel blocker	CYP2C19, CYP2D6	Launched
tolrestat	aldose reductase inhibitor	AKR1A1, AKR1B1, AKR1B10	Withdrawn
tolterodine	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	Launched
toltrazuril	antiprotozoal agent		Launched
tolvaptan	vasopressin receptor antagonist	AVPR1A, AVPR2	Launched
tomelukast	leukotriene receptor antagonist	CYSLTR1	Phase 3
tonabersat	gap junction modulator, nitric oxide production inhibitor		Phase 2
topiramate	carbonic anhydrase inhibitor, glutamate receptor antagonist, kainate receptor antagonist	CA1, CA12, CA2, CA4, CA7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	Launched
topiroxostat	xanthine oxidase inhibitor	XDH	Launched
topotecan	topoisomerase inhibitor	TOP1, TOP1MT	Launched
torasemide	electrolyte reabsorption inhibitor, thromboxane receptor antagonist	SLC12A1	Launched
torcetrapib	cholesteryl ester transfer protein inhibitor	CETP	Phase 3
torcitabine	DNA polymerase inhibitor	DCK, TK2	Phase 2
toremifene	estrogen receptor antagonist, selective estrogen receptor modulator (SERM)	ESR1	Launched
torin-1	mTOR inhibitor	MTOR	Preclinical
torin-2	mTOR inhibitor	MTOR	Preclinical
tosedostat	peptidase inhibitor	ANPEP, LAP3, NPEPPS	Phase 2
tosufloxacin	bacterial DNA gyrase inhibitor		Launched
toyocamycin	serine/threonine kinase inhibitor	ERN1	Phase 1
tozadenant	adenosine receptor antagonist	ADORA2A	Phase 3
