genes,bHCsmB_S1R1,bHCsmB_S1R2,bHCsmB_S1R3,bSLEsmB_S1R1,bSLEsmB_S1R2,bSLEsmB_S1R3
ENSG00000133872,1694,1955,1178,1765,2629,1602
ENSG00000133874,90,53,53,59,61,58
ENSG00000133878,1,0,0,0,0,0
ENSG00000133884,305,544,121,480,980,306
ENSG00000133895,289,353,62,266,587,240
ENSG00000133935,173,385,101,437,781,334
ENSG00000133937,0,0,0,0,0,0
ENSG00000133943,496,516,131,497,892,236
ENSG00000133958,11,12,0,1,6,2
ENSG00000133961,970,1443,469,1039,2609,900
ENSG00000133962,2,2,7,3,2,5
ENSG00000133980,0,0,0,0,0,0
ENSG00000133983,98,110,20,82,276,65
ENSG00000133985,260,513,189,589,361,365
ENSG00000133997,446,460,292,244,418,328
ENSG00000134001,738,641,301,1169,1763,511
ENSG00000134007,16,3,3,10,0,6
ENSG00000134013,36,58,15,19,94,53
ENSG00000134014,536,391,116,582,887,351
ENSG00000134020,2,16,2,9,1,5
ENSG00000134028,76,76,29,137,120,88
ENSG00000134030,26,53,17,42,91,44
ENSG00000134042,0,0,1,0,0,0
ENSG00000134046,1026,1510,607,1278,2158,884
ENSG00000134049,109,175,106,110,147,133
ENSG00000134056,58,59,39,54,136,28
ENSG00000134057,69,49,2,65,57,39
ENSG00000134058,112,162,90,200,133,129
ENSG00000134061,1459,1484,326,3526,5415,2183
ENSG00000134070,101,67,44,41,40,32
ENSG00000134072,14,6,6,11,9,8
ENSG00000134077,327,424,173,507,861,407
ENSG00000134086,265,534,456,344,448,382
ENSG00000134107,777,1113,328,1299,743,827
ENSG00000134108,336,402,318,374,753,257
ENSG00000134109,4457,4391,1448,3446,5019,3377
ENSG00000134115,0,0,0,0,0,0
ENSG00000134121,14,8,5,13,1,19
ENSG00000134138,4,0,0,4,0,5
ENSG00000134146,124,51,38,55,89,64
ENSG00000134152,494,354,168,389,341,259
ENSG00000134153,403,609,245,645,987,645
ENSG00000134160,1,0,1,0,1,0
ENSG00000134183,17,14,9,27,34,9
ENSG00000134184,84,211,9,212,193,199
ENSG00000134186,2231,2270,2128,2112,2079,1287
ENSG00000134193,0,0,0,0,0,0
ENSG00000134198,3,4,8,41,6,18
ENSG00000134200,0,0,0,0,0,0
ENSG00000134201,1,1,1,2,0,0
ENSG00000134202,6,11,2,9,9,0
ENSG00000134207,0,0,0,1,0,0
ENSG00000134215,913,1266,359,1090,1217,509
ENSG00000134216,0,0,0,3,0,0
ENSG00000134222,0,0,0,0,0,0
ENSG00000134240,0,0,0,0,0,0
ENSG00000134242,784,588,414,1334,1753,809
ENSG00000134243,3,0,3,7,98,15
ENSG00000134245,62,75,12,173,91,68
ENSG00000134247,0,0,0,0,0,4
ENSG00000134248,959,1019,387,627,836,587
ENSG00000134249,0,0,0,1,0,0
ENSG00000134250,2821,3384,1117,2360,4375,1687
ENSG00000134253,17,21,5,70,101,9
ENSG00000134255,827,649,368,693,1180,401
ENSG00000134256,0,13,9,8,0,5
ENSG00000134258,0,0,0,0,0,0
ENSG00000134259,0,0,0,0,0,0
ENSG00000134262,344,442,126,416,617,151
ENSG00000134265,545,773,402,480,682,455
ENSG00000134278,34,26,17,41,92,24
ENSG00000134283,2216,2292,870,2189,2433,2186
ENSG00000134285,125,145,46,134,238,72
ENSG00000134287,514,944,351,1001,1963,926
ENSG00000134291,81,120,56,152,194,67
ENSG00000134294,1901,2982,1029,2791,4998,2306
ENSG00000134297,28,43,18,76,94,30
ENSG00000134308,718,1072,324,1003,1452,827
ENSG00000134313,1607,1418,478,1277,2028,1400
ENSG00000134317,24,8,8,0,4,26
ENSG00000134318,946,1387,439,1200,1411,987
ENSG00000134321,48,96,83,964,5535,518
ENSG00000134323,0,0,0,0,0,0
ENSG00000134324,1020,900,241,1080,1806,660
ENSG00000134326,18,31,43,577,2310,314
ENSG00000134330,315,298,123,273,606,248
ENSG00000134333,1276,1528,338,1828,2627,1325
ENSG00000134339,1,1,1,0,0,0
ENSG00000134343,0,0,2,1,0,0
ENSG00000134352,230,350,162,375,894,348
ENSG00000134363,1,0,0,5,1,0
ENSG00000134365,0,0,0,0,0,0
ENSG00000134369,265,288,38,143,349,66
ENSG00000134371,1852,1758,1002,1522,2262,1450
ENSG00000134375,226,341,273,221,527,143
ENSG00000134376,6,17,1,10,1,0
ENSG00000134389,0,0,0,0,0,0
ENSG00000134398,1,0,0,4,0,0
ENSG00000134419,4635,2885,997,1607,2003,1986
ENSG00000134438,0,0,1,0,0,0
ENSG00000134440,1088,1281,434,1344,1703,711
ENSG00000134443,0,0,0,0,0,0
ENSG00000134444,1766,1430,463,1315,1407,788
ENSG00000134452,275,420,194,432,873,262
ENSG00000134453,1321,1589,865,1201,1373,626
ENSG00000134460,235,508,169,238,437,128
ENSG00000134461,16,28,14,17,73,36
ENSG00000134463,22,11,1,6,2,0
ENSG00000134470,50,63,25,44,170,62
ENSG00000134480,544,461,232,407,606,445
ENSG00000134489,0,0,0,0,0,0
ENSG00000134490,80,144,18,155,238,82
ENSG00000134504,17,48,18,16,47,40
ENSG00000134508,4,5,1,10,17,1
ENSG00000134516,5066,4281,1411,3771,5121,3014
ENSG00000134531,1,1,3,2,0,1
ENSG00000134532,435,316,215,243,557,470
ENSG00000134533,0,0,0,0,0,0
ENSG00000134538,1,1,4,0,3,0
ENSG00000134539,7,3,2,9,0,0
ENSG00000134545,0,0,0,0,0,0
ENSG00000134548,12,2,12,11,1,3
ENSG00000134551,36,5,23,5,16,11
ENSG00000134569,0,0,0,0,0,0
ENSG00000134571,6,7,2,5,1,0
ENSG00000134574,518,376,140,387,622,228
ENSG00000134575,109,48,16,83,168,40
ENSG00000134588,0,0,0,4,0,0
ENSG00000134590,31,78,8,51,72,50
ENSG00000134594,20,10,9,8,25,9
ENSG00000134595,0,0,0,0,0,0
ENSG00000134597,196,174,100,218,214,156
ENSG00000134602,501,539,269,680,1066,477
ENSG00000134612,0,0,0,0,0,0
ENSG00000134627,6,29,0,7,0,1
ENSG00000134640,0,0,0,1,0,0
ENSG00000134644,2071,2806,762,2165,4607,2147
ENSG00000134668,0,0,0,7,0,0
ENSG00000134684,429,421,190,406,608,354
ENSG00000134686,69,104,46,84,45,40
ENSG00000134690,40,8,5,15,1,0
ENSG00000134697,351,375,101,325,549,171
ENSG00000134698,239,481,155,422,483,319
ENSG00000134709,127,155,76,154,203,64
ENSG00000134716,28,5,2,19,23,33
ENSG00000134717,1313,1436,485,1339,1939,1421
ENSG00000134744,2902,2819,1584,3269,3430,2082
ENSG00000134748,538,1062,483,978,1304,734
ENSG00000134755,1,0,0,6,0,0
ENSG00000134757,0,0,0,0,0,0
ENSG00000134758,357,485,337,351,542,282
ENSG00000134759,1403,1349,602,1461,3071,1145
ENSG00000134760,0,0,0,1,0,0
ENSG00000134762,2,0,1,4,0,2
ENSG00000134765,0,0,0,2,1,0
ENSG00000134769,0,5,0,3,0,0
ENSG00000134775,6,7,1,3,0,1
ENSG00000134779,684,398,260,617,1033,490
ENSG00000134780,0,1,0,0,0,0
ENSG00000134802,35,22,11,48,8,37
ENSG00000134809,17,34,23,65,33,42
ENSG00000134812,1,0,0,2,0,0
ENSG00000134815,81,132,21,109,208,70
ENSG00000134817,0,0,0,8,0,0
ENSG00000134824,5,2,0,17,24,2
ENSG00000134825,119,128,83,95,154,85
ENSG00000134827,0,0,0,0,0,0
ENSG00000134830,34,20,20,19,12,26
ENSG00000134851,665,674,373,563,1157,461
ENSG00000134852,1295,993,515,766,1655,909
ENSG00000134853,10,1,16,15,6,2
ENSG00000134864,37,23,12,45,42,33
ENSG00000134871,0,1,0,2,0,0
ENSG00000134873,0,0,0,0,0,0
ENSG00000134874,5,2,0,0,1,0
ENSG00000134882,512,389,128,317,750,360
ENSG00000134884,4479,4308,2886,4834,3378,1114
ENSG00000134897,80,87,39,95,75,58
ENSG00000134899,432,353,192,383,928,342
ENSG00000134900,2256,1812,833,1833,2702,1312
ENSG00000134901,2,0,0,0,0,0
ENSG00000134905,646,736,143,462,522,272
ENSG00000134909,38,45,24,44,1,15
ENSG00000134910,350,467,191,441,879,331
ENSG00000134917,0,1,2,0,0,3
ENSG00000134940,2,1,4,0,0,0
ENSG00000134954,6994,13154,4608,13599,17761,11756
ENSG00000134955,25,65,23,76,120,27
ENSG00000134962,24,50,51,62,73,50
ENSG00000134970,306,473,342,436,826,414
ENSG00000134982,1247,1498,541,1157,1935,1452
ENSG00000134986,21,14,11,15,14,42
ENSG00000134987,790,1040,410,980,1330,835
ENSG00000134996,476,756,471,798,818,686
ENSG00000135002,154,162,74,176,189,209
ENSG00000135018,2013,2102,779,2110,3327,1763
ENSG00000135040,434,328,172,367,477,363
ENSG00000135045,39,65,52,55,53,24
ENSG00000135046,21,11,19,17,33,61
ENSG00000135047,0,0,1,0,2,0
ENSG00000135048,807,601,535,359,1604,431
ENSG00000135049,448,589,288,611,622,261
ENSG00000135052,244,209,136,168,518,74
ENSG00000135063,3,0,0,3,0,0
ENSG00000135069,10,40,3,43,207,10
ENSG00000135070,225,211,170,178,242,227
ENSG00000135074,3820,3213,1260,2322,4588,1912
ENSG00000135077,17,20,5,14,1,2
ENSG00000135083,0,4,0,0,2,0
ENSG00000135090,1492,1255,688,1429,1992,1273
ENSG00000135093,188,208,72,141,154,78
ENSG00000135094,5,2,3,1,34,1
ENSG00000135097,0,0,0,0,0,0
ENSG00000135100,3,0,2,1,1,0
ENSG00000135108,625,799,340,667,892,521
ENSG00000135111,0,0,0,3,0,1
ENSG00000135114,1,4,2,46,142,36
ENSG00000135116,189,157,69,197,401,238
ENSG00000135119,140,189,55,175,443,114
ENSG00000135124,160,197,94,108,252,94
ENSG00000135127,164,146,37,77,77,52
ENSG00000135144,64,16,45,39,14,9
ENSG00000135148,433,559,300,677,720,410
ENSG00000135164,4398,3957,1559,3005,5339,2091
ENSG00000135175,0,0,0,0,0,0
ENSG00000135185,662,650,266,362,887,280
ENSG00000135205,169,134,82,182,379,165
ENSG00000135211,89,92,39,188,399,105
ENSG00000135218,11,7,22,11,7,20
ENSG00000135220,0,0,0,1,0,0
ENSG00000135222,0,0,0,0,0,0
ENSG00000135226,0,0,0,0,0,0
ENSG00000135241,696,651,461,794,639,563
ENSG00000135245,22,6,7,20,12,1
ENSG00000135248,0,2,0,0,0,0
ENSG00000135249,350,348,159,355,455,247
ENSG00000135250,1209,1041,535,974,1809,923
ENSG00000135253,40,31,7,24,63,21
ENSG00000135269,1647,2022,742,2409,2406,1564
ENSG00000135272,1126,997,480,901,1478,924
ENSG00000135297,554,613,312,859,997,638
ENSG00000135298,0,3,0,3,0,0
ENSG00000135299,90,57,39,65,18,28
ENSG00000135312,0,0,0,0,0,0
ENSG00000135314,4,11,1,14,47,3
ENSG00000135315,159,235,92,309,672,202
ENSG00000135316,898,1193,788,847,1565,934
ENSG00000135317,1056,614,591,702,1172,500
ENSG00000135318,850,1288,623,1286,3757,1555
ENSG00000135324,0,0,0,4,0,0
ENSG00000135333,4,0,0,3,2,0
ENSG00000135334,643,765,301,606,856,561
ENSG00000135336,355,326,132,417,679,431
ENSG00000135338,7,4,2,12,9,32
ENSG00000135341,472,486,313,523,733,311
ENSG00000135346,0,0,0,0,0,0
ENSG00000135355,0,1,0,6,0,0
ENSG00000135362,4,3,3,7,31,2
ENSG00000135363,329,588,223,774,536,688
ENSG00000135365,2302,1861,808,1486,2993,1196
ENSG00000135372,527,472,183,467,746,335
ENSG00000135373,2,0,1,7,1,0
ENSG00000135374,1,0,1,6,1,0
ENSG00000135378,5,1,4,1,1,0
ENSG00000135387,1872,2190,660,2222,3885,1693
ENSG00000135390,240,407,110,290,398,252
ENSG00000135392,9,43,28,57,73,16
ENSG00000135404,297,305,210,381,260,219
ENSG00000135406,0,0,0,0,0,0
ENSG00000135407,30,62,11,68,52,23
ENSG00000135409,0,0,0,1,0,0
ENSG00000135413,0,0,0,0,0,0
ENSG00000135414,209,292,173,340,371,235
ENSG00000135423,2,0,0,1,0,5
ENSG00000135424,0,11,1,5,0,0
ENSG00000135426,144,176,69,217,204,190
ENSG00000135436,17,36,0,30,31,11
ENSG00000135437,9,17,0,15,10,5
ENSG00000135439,162,332,70,254,391,161
ENSG00000135441,91,73,28,66,97,39
ENSG00000135443,0,0,0,0,0,0
ENSG00000135446,115,136,27,140,118,75
ENSG00000135447,1,1,6,2,0,1
ENSG00000135451,0,0,1,3,3,1
ENSG00000135452,72,71,16,76,72,58
ENSG00000135454,0,0,0,2,2,0
ENSG00000135457,808,842,379,725,1489,644
ENSG00000135469,385,345,142,352,203,59
ENSG00000135472,0,0,0,0,0,0
ENSG00000135473,752,837,119,692,859,209
ENSG00000135476,7,8,0,15,35,2
ENSG00000135477,0,0,0,0,0,0
ENSG00000135480,0,0,0,0,0,0
ENSG00000135482,122,112,58,113,118,114
ENSG00000135486,6686,8248,3223,5701,6614,4183
ENSG00000135502,0,0,0,0,0,0
ENSG00000135503,39,120,31,68,175,78
ENSG00000135506,265,327,107,506,353,122
ENSG00000135517,1,0,1,1,1,0
ENSG00000135519,12,13,5,9,2,0
ENSG00000135521,241,298,199,278,449,144
ENSG00000135525,46,103,19,90,287,82
ENSG00000135535,1855,2213,1112,2748,4397,1943
ENSG00000135537,164,103,37,90,111,206
ENSG00000135540,14,30,6,17,0,2
ENSG00000135541,767,558,259,259,162,428
ENSG00000135547,0,0,0,0,0,0
ENSG00000135549,0,0,2,0,0,1
ENSG00000135569,0,3,0,3,6,1
ENSG00000135577,0,0,0,0,0,0
ENSG00000135587,151,94,34,93,39,54
ENSG00000135596,1237,1713,328,899,1002,458
ENSG00000135597,789,845,286,580,1244,587
ENSG00000135604,62,206,44,144,255,133
ENSG00000135605,503,412,117,396,812,237
ENSG00000135617,7,21,2,19,3,19
ENSG00000135622,64,90,27,76,163,18
ENSG00000135624,503,655,130,616,896,545
ENSG00000135625,7,0,0,0,0,1
ENSG00000135631,4,83,0,46,2,32
ENSG00000135632,93,206,55,81,224,49
ENSG00000135636,0,0,1,9,1,19
ENSG00000135637,39,65,13,92,53,34
ENSG00000135638,2,0,0,0,0,0
ENSG00000135643,13,5,14,13,6,0
ENSG00000135655,3159,2311,1218,2098,4024,1977
ENSG00000135677,252,475,121,394,950,345
ENSG00000135678,65,97,27,21,27,45
ENSG00000135679,1037,1377,674,1570,2870,1414
ENSG00000135686,512,819,401,507,1090,275
ENSG00000135697,0,0,0,0,0,0
ENSG00000135698,381,243,98,279,183,227
ENSG00000135702,1,0,0,0,0,1
ENSG00000135709,5,25,0,17,3,13
ENSG00000135720,654,859,364,697,988,315
ENSG00000135722,10,2,0,11,31,1
ENSG00000135723,127,182,49,134,231,54
ENSG00000135736,19,28,6,51,13,18
ENSG00000135740,10,38,1,30,3,10
ENSG00000135744,47,61,13,38,36,3
ENSG00000135747,0,0,0,0,0,0
ENSG00000135749,1193,696,233,512,743,471
ENSG00000135750,0,0,0,0,0,1
ENSG00000135763,177,176,73,183,264,107
ENSG00000135766,48,37,24,24,41,19
ENSG00000135773,0,0,0,0,0,0
ENSG00000135775,360,398,151,362,457,274
ENSG00000135776,275,263,120,197,358,183
ENSG00000135778,257,195,67,256,330,175
ENSG00000135801,371,327,255,306,355,195
ENSG00000135821,506,490,237,428,728,412
ENSG00000135823,369,373,165,568,1625,493
ENSG00000135824,1,0,1,1,1,0
ENSG00000135828,150,227,63,248,303,137
ENSG00000135829,1745,2324,1054,2056,3324,2069
ENSG00000135835,34,27,0,16,5,11
ENSG00000135837,3237,3574,1589,4037,6085,3467
ENSG00000135838,42,83,10,74,62,49
ENSG00000135842,452,702,261,1479,3578,1285
ENSG00000135845,380,568,201,511,697,469
ENSG00000135862,358,671,120,295,217,371
ENSG00000135870,1649,1675,950,1628,3717,1496
ENSG00000135898,40,61,2,25,71,20
ENSG00000135899,4039,4884,2178,4868,11802,3885
ENSG00000135900,180,304,85,436,766,406
ENSG00000135902,4,17,1,7,1,2
ENSG00000135903,0,4,0,3,0,3
ENSG00000135905,6478,5529,2236,5284,11659,4935
ENSG00000135912,243,260,68,253,414,158
ENSG00000135913,343,349,150,350,590,411
ENSG00000135914,77,19,18,28,76,23
ENSG00000135916,149,116,134,323,671,119
ENSG00000135917,0,0,0,0,3,0
ENSG00000135919,2,27,4,21,5,11
ENSG00000135924,450,394,105,237,304,236
ENSG00000135925,21,6,1,5,4,7
ENSG00000135926,437,846,357,935,683,417
ENSG00000135929,0,2,0,1,5,0
ENSG00000135930,734,878,338,560,736,577
ENSG00000135931,7,23,2,18,1,3
ENSG00000135932,2118,3001,1069,2209,4078,2799
ENSG00000135940,208,254,117,228,178,144
ENSG00000135945,602,690,214,584,798,458
ENSG00000135951,124,102,124,213,69,134
ENSG00000135953,126,158,65,121,120,180
ENSG00000135956,439,940,245,545,1107,380
ENSG00000135960,5,0,0,2,0,19
ENSG00000135966,385,808,245,440,735,770
ENSG00000135968,1400,1655,1055,1624,2188,1039
ENSG00000135972,118,116,49,53,111,47
ENSG00000135973,0,0,0,0,2,0
ENSG00000135974,350,440,314,464,1076,390
ENSG00000135976,597,323,168,317,526,146
ENSG00000135999,893,1298,459,757,1990,835
ENSG00000136002,3,1,0,0,2,6
ENSG00000136003,2512,2585,868,1793,1531,1001
ENSG00000136010,11,12,5,16,14,8
ENSG00000136011,2,1,0,3,1,6
ENSG00000136014,63,72,13,46,130,57
ENSG00000136021,633,826,293,855,1515,673
ENSG00000136026,229,642,223,437,534,475
ENSG00000136040,1372,1184,491,1518,3404,1060
ENSG00000136044,782,745,297,522,1245,474
ENSG00000136045,929,1198,529,1053,1648,861
ENSG00000136048,35,50,24,88,242,136
ENSG00000136051,3078,3789,1542,3723,5011,3146
ENSG00000136052,49,46,29,82,142,81
ENSG00000136059,143,147,14,95,120,28
ENSG00000136068,1898,2693,466,2178,6317,1860
ENSG00000136098,200,223,105,133,153,67
ENSG00000136099,0,0,0,0,0,0
ENSG00000136100,831,1019,522,1259,1244,846
ENSG00000136104,2947,1899,1383,2145,3885,1595
ENSG00000136108,429,545,236,650,1123,453
ENSG00000136110,0,3,0,9,3,9
ENSG00000136111,186,49,46,107,255,93
ENSG00000136114,12,10,0,29,8,4
ENSG00000136122,50,148,32,93,210,39
ENSG00000136141,1241,1138,474,869,1968,1041
ENSG00000136143,268,205,152,237,308,163
ENSG00000136144,500,499,342,480,914,406
ENSG00000136146,235,383,235,290,595,314
ENSG00000136147,725,830,319,1033,2533,953
ENSG00000136149,12,9,9,7,5,3
ENSG00000136152,721,812,261,583,1155,479
ENSG00000136153,344,187,169,245,291,158
ENSG00000136155,0,1,0,1,1,0
ENSG00000136156,1030,1721,965,1609,2219,1392
ENSG00000136158,0,2,0,7,0,0
ENSG00000136159,72,79,49,52,32,35
ENSG00000136160,1,0,0,3,0,0
ENSG00000136161,6,16,6,13,1,13
ENSG00000136167,8959,16231,3799,14096,23083,11795
ENSG00000136169,793,761,256,829,994,570
ENSG00000136193,1909,2450,1001,2247,4101,1905
ENSG00000136197,0,0,1,3,1,1
ENSG00000136205,483,620,196,458,934,318
ENSG00000136206,22,23,18,11,57,18
ENSG00000136213,179,133,67,220,437,150
ENSG00000136231,91,60,24,134,384,83
ENSG00000136235,0,1,0,0,0,0
ENSG00000136237,173,263,14,41,63,99
ENSG00000136238,558,622,384,859,1921,917
ENSG00000136240,328,449,194,428,1108,336
ENSG00000136243,188,166,87,231,316,115
ENSG00000136244,30,15,4,30,14,41
ENSG00000136247,47,92,33,95,172,39
ENSG00000136250,52,14,6,35,22,52
ENSG00000136261,222,190,106,232,204,226
ENSG00000136267,0,0,0,14,0,1
ENSG00000136270,242,264,92,238,405,162
ENSG00000136271,376,498,118,398,402,165
ENSG00000136273,566,668,303,422,928,416
ENSG00000136274,2,0,0,1,0,0
ENSG00000136275,0,0,0,0,0,0
ENSG00000136279,2300,2045,828,1893,2056,860
ENSG00000136280,360,233,104,329,493,183
ENSG00000136286,1417,1925,356,1787,2817,1258
ENSG00000136295,15,124,25,84,74,26
ENSG00000136297,0,0,0,0,0,0
ENSG00000136305,0,0,0,0,0,0
ENSG00000136315,0,0,0,3,0,0
ENSG00000136319,255,214,87,224,422,211
ENSG00000136327,0,0,0,0,0,0
ENSG00000136352,0,0,0,0,0,0
ENSG00000136367,6,15,12,24,13,0
ENSG00000136371,42,11,5,33,16,51
ENSG00000136378,0,0,0,0,0,0
ENSG00000136379,7,24,7,9,14,1
ENSG00000136381,971,1410,655,1573,2198,1066
ENSG00000136383,1,5,2,1,0,7
ENSG00000136404,13,1,0,9,76,0
ENSG00000136425,5,3,2,4,59,6
ENSG00000136436,654,759,395,622,1079,434
ENSG00000136444,386,599,236,607,410,339
ENSG00000136448,481,605,169,884,1162,517
ENSG00000136449,5,4,0,0,8,1
ENSG00000136450,998,1293,922,1157,1317,794
ENSG00000136451,668,1054,285,893,1374,767
ENSG00000136457,93,196,26,125,234,138
ENSG00000136463,7,11,5,2,1,7
ENSG00000136478,177,177,55,134,232,191
ENSG00000136485,544,850,269,1347,1999,776
ENSG00000136487,0,0,0,0,0,0
ENSG00000136488,0,0,0,0,0,0
ENSG00000136490,1168,2175,448,1587,1573,853
ENSG00000136492,480,415,79,314,751,442
ENSG00000136504,1183,1798,743,957,1453,1307
ENSG00000136514,21,25,7,24,58,6
ENSG00000136518,346,372,101,395,324,229
ENSG00000136521,656,597,307,576,539,467
ENSG00000136522,120,190,84,121,175,150
ENSG00000136527,11262,6431,3031,5443,9644,6313
ENSG00000136531,36,1,2,15,11,13
ENSG00000136535,0,5,0,8,2,2
ENSG00000136536,1301,1581,850,1472,2405,1349
ENSG00000136541,226,85,91,98,383,106
ENSG00000136542,10,13,22,5,10,6
ENSG00000136546,0,0,0,1,0,0
ENSG00000136560,1904,1783,907,1380,3067,1237
ENSG00000136573,2702,2822,656,1973,2508,1104
ENSG00000136574,0,0,0,0,0,0
ENSG00000136603,597,946,640,1458,1594,922
ENSG00000136628,1286,1868,461,2050,2977,1679
ENSG00000136630,30,46,18,57,56,15
ENSG00000136631,420,467,78,388,593,169
ENSG00000136634,17,3,0,0,14,6
ENSG00000136636,88,111,10,113,199,151
ENSG00000136643,193,144,92,170,297,150
ENSG00000136682,188,190,111,198,340,136
ENSG00000136688,0,0,0,0,0,0
ENSG00000136689,5,1,0,0,2,4
ENSG00000136694,0,0,0,0,1,0
ENSG00000136695,0,0,0,0,0,0
ENSG00000136696,0,11,1,0,0,0
ENSG00000136697,0,0,0,0,0,0
ENSG00000136698,0,0,0,0,0,0
ENSG00000136699,350,409,69,282,589,251
ENSG00000136709,1855,1461,627,1408,2550,1147
ENSG00000136710,482,860,478,712,1122,521
ENSG00000136715,572,542,175,391,920,316
ENSG00000136717,669,839,220,729,1075,412
ENSG00000136718,384,610,205,553,506,276
ENSG00000136720,34,43,18,21,54,18
ENSG00000136731,949,1332,329,999,2093,869
ENSG00000136732,162,197,52,121,98,108
ENSG00000136738,171,294,173,208,213,168
ENSG00000136750,0,0,0,4,0,0
ENSG00000136754,2175,1805,1000,2011,3289,1406
ENSG00000136758,1741,1992,1008,2237,3130,1767
ENSG00000136770,132,76,57,123,248,64
ENSG00000136783,205,168,55,197,255,133
ENSG00000136802,129,284,47,156,305,122
ENSG00000136807,262,417,170,255,407,193
ENSG00000136810,214,202,86,134,293,243
ENSG00000136811,336,418,123,327,233,262
ENSG00000136813,1294,1452,525,1274,2005,856
ENSG00000136816,125,272,43,251,285,139
ENSG00000136819,658,1203,432,947,1200,555
ENSG00000136824,326,516,183,675,965,582
ENSG00000136826,18,4,6,5,4,10
ENSG00000136827,476,490,117,480,951,327
ENSG00000136828,866,749,230,422,696,257
ENSG00000136830,1,1,0,1,2,0
ENSG00000136834,0,0,0,0,0,0
ENSG00000136839,1,0,0,1,0,0
ENSG00000136840,82,115,45,77,38,22
ENSG00000136842,14,32,14,64,34,21
ENSG00000136848,1,3,1,1,0,0
ENSG00000136854,11,4,1,14,0,3
ENSG00000136856,15,25,14,12,7,8
ENSG00000136859,40,23,17,31,36,22
ENSG00000136861,2621,1328,649,1181,1778,1227
ENSG00000136866,42,37,19,66,16,11
ENSG00000136867,5,0,0,3,0,0
ENSG00000136868,48,69,18,70,149,50
ENSG00000136869,86,66,79,157,128,87
ENSG00000136870,170,294,60,375,583,240
ENSG00000136872,2,3,6,6,0,1
ENSG00000136874,781,886,341,845,1567,926
ENSG00000136875,278,369,153,317,439,247
ENSG00000136877,49,132,19,60,147,79
ENSG00000136878,213,264,57,241,383,161
ENSG00000136881,3,0,2,1,0,0
ENSG00000136883,0,0,0,0,0,0
ENSG00000136888,1090,1247,622,1108,1388,794
ENSG00000136891,632,594,343,401,834,314
ENSG00000136895,74,58,25,31,3,21
ENSG00000136897,114,182,97,264,297,186
ENSG00000136908,140,196,34,226,309,167
ENSG00000136918,0,0,0,0,0,0
ENSG00000136925,170,158,67,120,141,118
ENSG00000136928,2,1,2,4,0,0
ENSG00000136929,0,1,1,0,0,0
ENSG00000136930,1387,1683,375,1372,2684,1214
ENSG00000136931,0,0,0,1,0,0
ENSG00000136932,331,377,259,239,393,362
ENSG00000136933,84,78,17,48,48,13
ENSG00000136935,343,388,127,316,618,249
ENSG00000136936,221,275,190,259,204,307
ENSG00000136937,1333,882,471,843,1042,661
ENSG00000136938,1031,1693,804,1350,1027,928
ENSG00000136939,0,0,0,0,0,0
ENSG00000136940,91,132,90,125,180,58
ENSG00000136942,3254,2608,930,1543,1663,1294
ENSG00000136943,2,7,6,3,0,0
ENSG00000136944,0,0,0,0,0,0
ENSG00000136950,644,606,369,404,496,383
ENSG00000136960,1,39,8,6,90,12
ENSG00000136982,1,0,6,5,81,0
ENSG00000136986,1407,1686,564,1282,2291,1331
ENSG00000136997,551,1425,239,534,1131,633
ENSG00000136999,0,0,0,7,0,0
ENSG00000137033,0,1,0,2,0,0
ENSG00000137038,186,180,86,180,255,69
ENSG00000137040,437,586,262,581,684,354
ENSG00000137054,182,193,38,167,129,134
ENSG00000137055,216,402,209,419,723,395
ENSG00000137070,40,55,19,49,30,2
ENSG00000137073,825,928,195,741,1143,795
ENSG00000137074,344,351,150,316,527,266
ENSG00000137075,1768,2389,962,1821,4129,2380
ENSG00000137076,1218,2152,636,2322,3991,1492
ENSG00000137077,0,0,0,0,0,0
ENSG00000137078,180,204,74,276,280,125
ENSG00000137080,0,0,0,0,0,0
ENSG00000137090,0,0,0,0,0,0
ENSG00000137094,6,13,9,17,0,19
ENSG00000137098,32,21,4,8,2,0
ENSG00000137100,466,331,111,396,367,331
ENSG00000137101,214,291,149,498,472,197
ENSG00000137103,100,116,36,108,156,23
ENSG00000137106,226,320,92,180,287,202
ENSG00000137124,34,75,10,46,135,102
ENSG00000137133,0,2,8,7,2,0
ENSG00000137135,34,37,21,52,2,18
ENSG00000137142,0,0,0,0,0,0
ENSG00000137145,935,1166,383,1036,2025,919
ENSG00000137154,36659,29870,10373,16043,14666,14298
ENSG00000137161,994,1294,352,1141,916,826
ENSG00000137166,122,280,61,232,281,160
ENSG00000137168,85,99,26,103,224,91
ENSG00000137171,76,88,26,68,67,25
ENSG00000137177,349,323,281,197,113,113
ENSG00000137185,169,217,129,165,195,208
ENSG00000137193,224,476,134,98,225,84
ENSG00000137198,1,3,3,9,32,14
ENSG00000137200,494,454,129,526,981,277
ENSG00000137203,2,1,0,2,0,0
ENSG00000137204,1,0,0,0,0,1
ENSG00000137207,253,435,117,336,475,168
ENSG00000137210,255,230,123,158,226,162
