genes,smB_S1R1,smB_S1R2,smB_S1R3,smB_S1R4,smB_S2R1,smB_S2R2,smB_S2R3
ENSG00000254823,0,0,0,0,0,0,0
ENSG00000254824,0,0,0,0,0,0,0
ENSG00000254825,0,0,0,0,0,0,0
ENSG00000254826,3,0,13,0,0,0,2
ENSG00000254827,0,2,1,0,1,0,0
ENSG00000254828,0,0,0,0,0,0,0
ENSG00000254829,0,0,0,0,0,0,0
ENSG00000254830,0,0,0,0,0,0,0
ENSG00000254831,0,0,0,0,0,0,0
ENSG00000254832,0,0,0,0,0,0,0
ENSG00000254833,0,0,0,0,0,0,0
ENSG00000254834,0,0,0,0,0,0,0
ENSG00000254835,0,0,0,0,0,0,0
ENSG00000254836,0,0,0,0,0,0,0
ENSG00000254837,75,28,12,0,49,86,65
ENSG00000254838,1814,2009,924,986,1900,1363,804
ENSG00000254839,10,0,2,0,0,0,11
ENSG00000254840,0,1,0,0,0,0,0
ENSG00000254841,0,3,4,0,0,0,0
ENSG00000254842,6,18,18,18,10,18,17
ENSG00000254843,0,0,0,0,9,0,2
ENSG00000254844,0,0,0,0,0,0,0
ENSG00000254846,3,6,2,0,1,0,0
ENSG00000254847,0,0,0,0,0,0,0
ENSG00000254848,0,0,0,0,0,0,0
ENSG00000254850,0,0,0,0,0,0,0
ENSG00000254851,61,9,36,22,57,39,38
ENSG00000254852,0,0,0,0,0,0,1
ENSG00000254853,0,0,0,0,0,0,0
ENSG00000254854,0,0,0,0,3,0,0
ENSG00000254855,3,0,2,4,1,5,8
ENSG00000254856,2,3,1,7,5,0,4
ENSG00000254857,0,0,0,0,0,0,0
ENSG00000254858,136,102,168,117,100,91,146
ENSG00000254859,0,0,0,0,0,0,3
ENSG00000254860,61,45,79,32,50,59,63
ENSG00000254861,0,0,0,0,0,0,0
ENSG00000254862,0,0,0,0,0,13,0
ENSG00000254863,0,0,0,0,0,0,0
ENSG00000254864,5,0,0,2,10,0,5
ENSG00000254865,0,4,0,0,6,0,0
ENSG00000254866,0,0,2,0,1,3,2
ENSG00000254867,0,0,0,0,0,0,0
ENSG00000254870,0,0,0,0,0,0,0
ENSG00000254871,0,0,0,0,0,0,0
ENSG00000254872,0,0,0,0,0,0,0
ENSG00000254873,0,0,2,0,2,1,1
ENSG00000254874,0,0,0,0,0,0,0
ENSG00000254876,144,19,47,56,77,16,57
ENSG00000254877,0,9,10,0,0,13,8
ENSG00000254878,0,0,0,0,0,0,0
ENSG00000254879,20,8,16,12,54,26,32
ENSG00000254880,0,0,0,0,0,0,0
ENSG00000254883,0,0,0,0,0,0,0
ENSG00000254884,12,0,6,1,0,0,9
ENSG00000254885,0,0,0,0,0,0,0
ENSG00000254887,36,41,35,33,77,51,59
ENSG00000254888,0,0,0,0,0,0,0
ENSG00000254889,0,0,0,0,0,0,0
ENSG00000254890,0,0,0,0,0,0,0
ENSG00000254891,0,0,0,0,0,0,0
ENSG00000254892,0,0,0,0,0,0,0
ENSG00000254893,42,31,31,30,27,21,18
ENSG00000254894,0,0,0,0,0,0,0
ENSG00000254895,0,0,0,0,0,0,0
ENSG00000254896,0,0,0,0,0,0,0
ENSG00000254897,0,0,0,0,0,0,0
ENSG00000254898,3,0,0,0,2,2,1
ENSG00000254900,14,0,0,5,1,1,0
ENSG00000254901,121,66,134,95,160,75,134
ENSG00000254902,0,0,0,0,0,0,0
ENSG00000254903,0,0,0,0,0,0,0
ENSG00000254905,0,0,0,0,0,0,0
ENSG00000254906,0,0,0,0,0,0,0
ENSG00000254907,6,1,3,1,5,3,0
ENSG00000254909,0,0,2,0,0,0,2
ENSG00000254910,0,0,0,0,0,0,0
ENSG00000254911,2,1,0,7,9,5,3
ENSG00000254912,0,0,0,0,0,4,0
ENSG00000254913,0,0,0,0,0,0,0
ENSG00000254914,0,0,0,0,0,0,0
ENSG00000254915,18,24,0,4,2,0,0
ENSG00000254916,0,0,0,0,0,0,0
ENSG00000254917,0,0,0,0,0,0,0
ENSG00000254919,0,0,0,0,0,0,0
ENSG00000254920,0,0,0,0,0,0,0
ENSG00000254921,0,0,0,0,0,0,0
ENSG00000254923,0,0,0,0,2,0,0
ENSG00000254924,0,2,2,0,0,7,0
ENSG00000254925,0,0,0,0,0,0,0
ENSG00000254926,0,0,0,0,0,0,0
ENSG00000254927,0,0,0,0,0,0,0
ENSG00000254928,0,0,0,0,0,0,0
ENSG00000254929,3,2,4,4,0,6,6
ENSG00000254930,0,0,0,0,0,0,0
ENSG00000254931,0,0,0,0,0,0,0
ENSG00000254932,0,0,0,0,0,0,0
ENSG00000254933,0,0,0,0,0,0,0
ENSG00000254934,0,0,1,0,0,0,0
ENSG00000254935,0,0,0,0,0,0,0
ENSG00000254936,34,31,39,6,23,8,16
ENSG00000254937,0,0,0,0,0,0,0
ENSG00000254938,0,0,0,0,0,0,0
ENSG00000254939,0,0,0,0,0,0,0
ENSG00000254940,0,0,0,0,0,0,0
ENSG00000254941,0,0,0,0,0,0,0
ENSG00000254942,0,0,0,0,0,0,0
ENSG00000254943,0,0,0,0,0,0,0
ENSG00000254944,0,0,0,0,0,0,0
ENSG00000254946,0,0,0,0,0,0,0
ENSG00000254947,0,0,0,0,0,0,0
ENSG00000254948,0,0,0,0,0,0,0
ENSG00000254949,0,0,0,0,0,5,0
ENSG00000254951,0,0,0,0,0,0,0
ENSG00000254952,10,3,0,0,0,0,0
ENSG00000254953,0,0,0,0,0,0,0
ENSG00000254954,0,0,0,0,0,0,0
ENSG00000254957,0,0,0,0,0,0,0
ENSG00000254959,0,0,0,0,0,0,0
ENSG00000254960,0,0,0,0,0,0,0
ENSG00000254961,0,0,0,0,0,0,0
ENSG00000254963,0,0,0,0,0,0,0
ENSG00000254964,0,0,1,2,2,0,0
ENSG00000254965,0,0,9,2,0,16,2
ENSG00000254966,0,0,0,0,0,5,0
ENSG00000254968,0,0,0,0,0,0,0
ENSG00000254971,0,0,0,0,0,0,0
ENSG00000254972,0,0,0,0,0,0,0
ENSG00000254973,0,0,0,0,0,0,0
ENSG00000254974,6,0,4,0,0,2,0
ENSG00000254975,0,0,0,0,0,0,0
ENSG00000254976,0,0,0,0,0,0,0
ENSG00000254978,4,0,0,0,0,0,0
ENSG00000254979,0,0,0,0,0,0,0
ENSG00000254980,0,0,0,0,0,0,0
ENSG00000254983,0,0,0,0,0,0,0
ENSG00000254984,9,0,0,1,1,0,3
ENSG00000254985,4,0,0,12,0,2,4
ENSG00000254986,550,410,316,457,463,778,426
ENSG00000254987,0,4,0,0,0,0,0
ENSG00000254988,3,0,4,0,7,0,0
ENSG00000254989,0,0,0,0,0,0,0
ENSG00000254990,4,0,0,0,0,0,0
ENSG00000254991,0,0,0,0,0,0,0
ENSG00000254992,0,0,0,0,0,0,0
ENSG00000254993,0,0,0,0,0,0,0
ENSG00000254995,4,2,7,4,4,0,1
ENSG00000254996,160,93,110,62,127,55,18
ENSG00000254997,6,10,0,16,8,10,2
ENSG00000254999,771,597,722,801,795,1305,671
ENSG00000255000,0,0,0,0,0,0,0
ENSG00000255001,0,0,0,0,0,0,0
ENSG00000255002,314,292,165,99,124,90,165
ENSG00000255003,0,0,0,0,0,0,0
ENSG00000255004,0,0,0,0,0,0,0
ENSG00000255005,0,0,0,0,0,0,0
ENSG00000255006,0,0,0,0,0,0,0
ENSG00000255007,0,0,0,0,0,0,0
ENSG00000255008,1,0,0,0,2,0,0
ENSG00000255009,0,0,0,0,0,0,0
ENSG00000255010,0,0,0,0,0,0,0
ENSG00000255011,0,0,0,0,0,0,0
ENSG00000255012,0,0,0,0,0,0,0
ENSG00000255014,0,0,0,0,0,0,0
ENSG00000255015,0,0,0,0,0,0,0
ENSG00000255016,0,0,0,0,0,0,0
ENSG00000255018,0,0,0,0,0,0,0
ENSG00000255019,0,0,0,0,0,0,0
ENSG00000255020,0,0,0,0,0,0,0
ENSG00000255021,0,0,0,0,0,0,0
ENSG00000255022,0,0,0,0,0,0,0
ENSG00000255025,0,0,0,0,0,0,0
ENSG00000255026,6,0,0,1,9,0,1
ENSG00000255027,0,0,0,0,0,0,0
ENSG00000255028,0,0,0,0,0,0,0
ENSG00000255029,0,0,0,0,0,0,0
ENSG00000255030,0,0,0,0,0,0,0
ENSG00000255031,48,28,22,51,89,56,83
ENSG00000255032,0,0,0,0,1,0,0
ENSG00000255033,0,0,0,0,0,0,0
ENSG00000255035,0,0,0,0,0,0,0
ENSG00000255036,5,0,2,4,1,0,0
ENSG00000255037,0,0,0,0,0,0,0
ENSG00000255038,0,0,0,1,0,2,0
ENSG00000255039,0,0,0,0,0,0,0
ENSG00000255040,0,6,1,0,0,0,0
ENSG00000255041,0,0,0,0,0,0,0
ENSG00000255042,0,0,0,0,0,0,0
ENSG00000255043,11,1,0,0,2,0,0
ENSG00000255045,12,2,1,4,6,2,1
ENSG00000255046,6,2,1,4,0,8,2
ENSG00000255047,0,0,0,0,0,0,0
ENSG00000255048,0,0,0,0,0,0,0
ENSG00000255050,0,0,0,5,0,0,0
ENSG00000255051,0,0,0,0,0,0,0
ENSG00000255052,52,11,5,27,9,39,33
ENSG00000255053,0,0,0,0,0,0,0
ENSG00000255054,0,0,0,0,0,0,0
ENSG00000255055,0,0,0,0,0,0,0
ENSG00000255057,0,0,0,0,0,0,0
ENSG00000255058,0,0,0,0,0,0,0
ENSG00000255059,0,0,0,0,1,0,0
ENSG00000255060,0,0,0,0,0,3,5
ENSG00000255062,6,6,9,7,4,7,8
ENSG00000255063,0,0,0,0,0,7,0
ENSG00000255065,0,0,0,0,0,0,0
ENSG00000255067,0,0,0,0,0,0,0
ENSG00000255070,0,0,0,0,0,0,0
ENSG00000255071,0,0,0,0,0,0,0
ENSG00000255072,0,0,0,0,0,0,0
ENSG00000255073,0,0,0,0,0,0,0
ENSG00000255074,7,1,12,0,2,18,4
ENSG00000255075,0,0,0,0,0,0,0
ENSG00000255076,0,0,0,0,0,0,0
ENSG00000255077,0,0,0,0,0,0,0
ENSG00000255078,0,0,0,0,0,0,0
ENSG00000255079,0,0,0,0,0,0,0
ENSG00000255081,82,50,26,16,33,36,40
ENSG00000255082,0,0,0,0,0,0,0
ENSG00000255083,0,0,0,0,0,0,0
ENSG00000255084,5,0,4,0,0,0,6
ENSG00000255085,0,0,0,0,0,0,0
ENSG00000255086,0,0,0,0,0,0,0
ENSG00000255087,0,0,0,0,0,0,0
ENSG00000255088,0,0,0,0,0,0,0
ENSG00000255089,0,0,0,0,0,0,0
ENSG00000255091,0,0,0,0,0,0,0
ENSG00000255092,100,102,27,35,35,51,29
ENSG00000255093,0,0,0,0,0,0,0
ENSG00000255094,0,0,0,0,0,0,0
ENSG00000255095,0,0,0,0,0,0,0
ENSG00000255096,0,0,0,0,0,0,0
ENSG00000255097,0,0,0,4,0,0,5
ENSG00000255099,0,0,0,0,0,0,0
ENSG00000255100,0,0,0,0,0,0,0
ENSG00000255101,0,0,0,0,0,0,0
ENSG00000255102,0,0,0,0,0,0,0
ENSG00000255104,0,0,0,0,0,0,0
ENSG00000255105,0,0,0,0,0,0,0
ENSG00000255106,0,0,0,0,0,0,0
ENSG00000255107,0,6,0,0,0,19,5
ENSG00000255108,1,0,1,0,2,0,0
ENSG00000255109,0,0,0,0,0,0,0
ENSG00000255110,0,0,0,0,0,0,0
ENSG00000255111,0,0,0,0,0,0,0
ENSG00000255112,485,534,335,519,444,608,491
ENSG00000255113,0,0,0,0,0,0,0
ENSG00000255114,0,0,0,0,0,0,0
ENSG00000255115,5,0,0,0,0,4,0
ENSG00000255116,0,0,0,0,0,0,0
ENSG00000255117,0,0,0,0,0,0,0
ENSG00000255118,0,0,0,0,0,0,0
ENSG00000255119,0,0,0,0,0,0,0
ENSG00000255120,0,0,0,0,0,0,0
ENSG00000255121,16,0,0,11,44,0,2
ENSG00000255122,0,0,0,0,2,0,1
ENSG00000255123,0,0,0,0,0,0,0
ENSG00000255126,0,0,0,0,0,0,0
ENSG00000255127,0,0,0,0,0,0,0
ENSG00000255128,0,0,0,0,0,0,0
ENSG00000255129,0,0,10,0,0,0,0
ENSG00000255130,0,0,0,0,0,0,0
ENSG00000255131,0,0,0,0,0,0,0
ENSG00000255132,0,0,3,0,0,0,0
ENSG00000255133,0,0,0,0,0,0,0
ENSG00000255134,0,0,0,0,0,0,0
ENSG00000255135,8,8,11,3,19,0,2
ENSG00000255136,0,0,0,0,0,0,0
ENSG00000255138,0,0,0,0,0,0,0
ENSG00000255139,8,0,0,0,6,3,4
ENSG00000255140,0,0,0,0,0,0,0
ENSG00000255141,25,16,2,5,24,13,11
ENSG00000255142,6,4,2,0,0,4,10
ENSG00000255143,0,0,0,0,0,0,0
ENSG00000255144,0,0,0,0,2,0,0
ENSG00000255145,0,10,2,12,5,10,0
ENSG00000255146,0,0,0,0,0,0,0
ENSG00000255147,0,0,0,0,0,0,0
ENSG00000255148,0,0,0,0,0,0,0
ENSG00000255149,0,0,0,0,0,0,0
ENSG00000255150,113,73,48,121,72,58,59
ENSG00000255151,119,232,123,78,135,284,234
ENSG00000255152,6,9,9,0,23,6,9
ENSG00000255153,0,4,4,0,2,0,11
ENSG00000255154,4,2,0,10,2,1,0
ENSG00000255155,0,0,0,0,0,0,0
ENSG00000255156,0,0,1,0,0,0,0
ENSG00000255157,0,0,0,0,0,0,0
ENSG00000255158,9,6,4,0,17,4,5
ENSG00000255159,0,0,0,0,0,0,0
ENSG00000255160,0,0,0,0,0,0,0
ENSG00000255161,0,0,0,0,0,0,0
ENSG00000255162,0,0,0,0,0,0,0
ENSG00000255163,0,0,0,0,0,0,0
ENSG00000255164,0,0,0,0,0,0,0
ENSG00000255165,3,0,2,0,0,1,1
ENSG00000255166,0,0,0,0,0,0,0
ENSG00000255167,0,0,0,0,0,0,0
ENSG00000255169,0,0,0,0,0,0,0
ENSG00000255170,0,0,0,0,0,0,0
ENSG00000255171,0,0,0,0,0,0,0
ENSG00000255172,0,0,0,0,0,0,0
ENSG00000255173,0,0,0,0,0,0,0
ENSG00000255174,0,0,0,0,0,0,0
ENSG00000255175,0,0,0,0,0,0,0
ENSG00000255176,0,0,0,0,0,0,0
ENSG00000255177,0,0,0,0,0,0,0
ENSG00000255178,0,0,0,0,0,0,0
ENSG00000255179,0,0,0,0,0,3,0
ENSG00000255181,0,0,0,0,0,0,0
ENSG00000255182,4,1,5,11,4,4,5
ENSG00000255183,0,0,0,0,0,0,0
ENSG00000255184,0,0,0,0,0,0,0
ENSG00000255185,16,12,1,0,23,29,1
ENSG00000255186,0,0,0,0,0,0,0
ENSG00000255187,0,0,0,0,0,0,0
ENSG00000255188,0,0,0,0,0,0,0
ENSG00000255189,60,79,2,40,74,67,62
ENSG00000255190,0,0,0,0,0,0,0
ENSG00000255191,0,0,0,0,0,0,0
ENSG00000255192,0,0,4,0,10,0,1
ENSG00000255193,0,0,0,0,0,0,0
ENSG00000255196,0,0,0,0,0,0,0
ENSG00000255197,96,93,82,124,133,8,88
ENSG00000255198,6,7,8,3,11,1,3
ENSG00000255199,0,0,0,0,0,0,0
ENSG00000255200,2,0,1,24,0,20,12
ENSG00000255201,0,0,0,0,0,0,0
ENSG00000255202,0,0,0,0,0,0,0
ENSG00000255203,0,0,0,0,0,0,0
ENSG00000255204,0,0,0,0,0,0,0
ENSG00000255205,0,0,0,0,0,0,0
ENSG00000255206,0,0,0,0,0,0,0
ENSG00000255207,0,0,0,0,0,0,0
ENSG00000255209,0,0,0,0,0,0,0
ENSG00000255210,0,0,0,0,0,0,0
ENSG00000255211,0,0,0,0,0,0,0
ENSG00000255213,0,1,0,0,0,0,2
ENSG00000255214,0,0,0,0,0,0,0
ENSG00000255215,0,0,0,0,0,0,0
ENSG00000255216,0,0,0,0,0,0,0
ENSG00000255217,0,0,0,0,0,0,0
ENSG00000255218,0,0,0,0,0,0,0
ENSG00000255219,0,0,0,0,0,0,0
ENSG00000255220,0,0,0,0,0,0,0
ENSG00000255221,0,0,0,2,0,3,2
ENSG00000255222,27,11,2,0,0,0,6
ENSG00000255223,0,0,0,0,0,0,0
ENSG00000255224,1,11,2,6,9,4,6
ENSG00000255225,0,0,0,0,0,0,0
ENSG00000255226,0,0,0,0,0,0,0
ENSG00000255227,0,0,0,0,0,0,0
ENSG00000255229,0,0,0,0,0,0,0
ENSG00000255230,0,0,0,0,0,0,0
ENSG00000255231,0,0,0,0,4,0,0
ENSG00000255232,4,0,0,0,0,6,9
ENSG00000255233,0,0,0,0,0,0,0
ENSG00000255234,0,0,7,0,0,4,0
ENSG00000255235,0,0,0,0,0,0,0
ENSG00000255236,0,0,0,0,0,0,0
ENSG00000255237,0,0,0,0,1,0,0
ENSG00000255238,0,0,0,0,0,0,0
ENSG00000255239,0,0,0,0,0,0,0
ENSG00000255240,103,364,138,77,129,612,278
ENSG00000255241,0,0,0,0,0,0,0
ENSG00000255244,0,0,0,0,0,0,0
ENSG00000255245,0,0,0,0,0,0,0
ENSG00000255246,0,0,0,0,0,0,0
ENSG00000255247,0,0,0,0,0,0,0
ENSG00000255248,0,0,0,0,0,0,0
ENSG00000255250,0,0,0,0,0,0,0
ENSG00000255251,0,0,0,0,0,0,0
ENSG00000255252,0,0,0,0,0,0,0
ENSG00000255253,0,0,0,0,0,0,0
ENSG00000255254,0,0,0,0,0,0,0
ENSG00000255255,11,11,9,5,13,7,1
ENSG00000255256,0,0,0,0,0,0,0
ENSG00000255258,0,0,0,0,0,0,0
ENSG00000255259,0,0,0,0,0,0,0
ENSG00000255260,0,7,0,0,0,0,0
ENSG00000255261,0,0,0,0,0,0,0
ENSG00000255262,0,0,0,0,0,0,0
ENSG00000255265,0,0,0,0,0,0,0
ENSG00000255266,0,0,0,0,0,0,0
ENSG00000255267,0,0,0,0,0,0,0
ENSG00000255268,0,0,0,0,0,0,0
ENSG00000255269,0,0,0,0,0,0,0
ENSG00000255270,0,13,1,0,8,0,0
ENSG00000255271,0,0,0,0,0,0,0
ENSG00000255272,0,0,0,0,0,0,0
ENSG00000255273,0,0,0,0,0,0,0
ENSG00000255274,133,28,41,6,90,60,48
ENSG00000255276,0,0,0,0,0,0,0
ENSG00000255277,0,0,0,0,0,0,0
ENSG00000255279,0,0,0,0,0,0,0
ENSG00000255280,0,0,0,0,0,0,0
ENSG00000255281,0,0,0,0,0,0,0
ENSG00000255282,0,0,0,0,0,0,0
ENSG00000255283,0,0,0,0,0,0,0
ENSG00000255284,23,16,18,4,3,9,13
ENSG00000255285,0,0,0,0,0,0,0
ENSG00000255286,0,0,0,0,0,0,0
ENSG00000255287,0,0,0,0,0,0,0
ENSG00000255288,0,0,0,0,0,0,0
ENSG00000255289,6,0,0,0,0,0,0
ENSG00000255291,1,0,0,1,0,1,0
ENSG00000255292,0,0,0,0,0,0,0
ENSG00000255293,0,0,0,0,0,0,0
ENSG00000255294,0,0,0,0,0,0,0
ENSG00000255295,0,0,0,0,0,0,0
ENSG00000255296,0,0,0,0,12,0,11
ENSG00000255297,0,0,0,0,0,0,0
ENSG00000255298,0,0,0,0,0,0,0
ENSG00000255299,25,28,5,11,22,10,27
ENSG00000255300,0,0,0,0,0,0,0
ENSG00000255301,0,0,0,0,0,0,0
ENSG00000255302,1686,1572,2048,1422,839,1830,1176
ENSG00000255303,0,0,0,0,0,0,0
ENSG00000255304,0,0,0,0,0,0,0
ENSG00000255305,0,0,0,0,0,0,0
ENSG00000255306,0,3,0,12,2,0,0
ENSG00000255307,0,0,0,0,0,0,0
ENSG00000255308,0,0,0,0,0,0,0
ENSG00000255309,0,0,0,0,0,0,0
ENSG00000255310,183,203,104,69,221,161,57
ENSG00000255311,0,0,0,0,1,0,0
ENSG00000255312,0,0,0,0,0,0,0
ENSG00000255313,0,0,0,0,0,0,0
ENSG00000255314,0,0,0,0,0,0,0
ENSG00000255315,0,0,0,0,0,0,0
ENSG00000255316,0,0,0,0,0,0,0
ENSG00000255317,0,0,0,0,0,0,0
ENSG00000255319,0,0,0,0,3,0,0
ENSG00000255320,35,23,18,28,36,10,14
ENSG00000255321,12,14,8,19,42,30,13
ENSG00000255323,0,0,0,0,0,0,0
ENSG00000255325,0,0,0,0,1,0,0
ENSG00000255326,0,0,0,4,0,0,0
ENSG00000255327,0,0,0,0,0,0,0
ENSG00000255328,0,10,1,1,7,1,2
ENSG00000255329,7,1,0,0,7,0,2
ENSG00000255330,0,0,0,0,0,0,0
ENSG00000255331,0,0,0,0,0,0,0
ENSG00000255332,0,0,0,0,0,0,0
ENSG00000255333,0,0,0,0,0,0,0
ENSG00000255334,0,0,0,0,0,0,0
ENSG00000255335,0,0,0,0,0,0,0
ENSG00000255336,0,0,0,0,0,0,0
ENSG00000255337,7,0,4,0,0,0,1
ENSG00000255338,0,0,0,0,0,0,0
ENSG00000255339,0,0,0,0,0,0,0
ENSG00000255340,0,1,5,7,1,1,1
ENSG00000255341,0,0,0,0,0,0,0
ENSG00000255342,0,0,0,0,0,0,0
ENSG00000255343,0,0,0,0,0,0,0
ENSG00000255344,0,0,0,0,0,0,0
ENSG00000255345,0,0,0,0,0,0,0
ENSG00000255346,1,0,8,0,0,0,0
ENSG00000255347,0,0,0,0,0,0,0
ENSG00000255348,0,0,0,4,0,0,2
ENSG00000255349,0,0,0,0,0,0,0
ENSG00000255350,0,0,0,0,0,0,0
ENSG00000255351,0,0,0,0,0,0,0
ENSG00000255352,0,0,0,0,0,0,0
ENSG00000255353,0,0,0,0,6,0,6
ENSG00000255355,0,0,0,2,0,0,2
ENSG00000255356,0,0,0,0,0,0,0
ENSG00000255357,0,0,0,0,0,0,0
ENSG00000255358,8,0,0,0,0,3,7
ENSG00000255359,0,4,0,0,0,0,0
ENSG00000255360,0,0,0,0,0,0,0
ENSG00000255361,0,0,0,0,0,0,0
ENSG00000255362,0,0,0,0,0,0,0
ENSG00000255363,0,3,0,0,0,2,0
ENSG00000255364,0,0,0,0,0,0,0
ENSG00000255365,0,0,0,0,0,0,0
ENSG00000255366,0,8,0,0,0,1,1
ENSG00000255367,0,0,0,1,0,0,0
ENSG00000255368,0,0,0,0,0,0,0
ENSG00000255369,0,0,0,0,0,0,0
ENSG00000255370,0,0,0,0,0,0,0
ENSG00000255371,0,0,0,0,0,0,0
ENSG00000255372,0,0,0,4,0,0,0
ENSG00000255374,0,0,0,1,2,5,2
ENSG00000255375,0,0,0,0,0,0,0
ENSG00000255376,0,0,0,0,0,0,0
ENSG00000255377,0,0,0,0,0,0,0
ENSG00000255378,0,0,0,0,0,0,0
ENSG00000255379,0,8,0,0,0,0,2
ENSG00000255380,0,0,0,0,0,0,0
ENSG00000255381,0,0,0,0,0,0,2
ENSG00000255382,5,0,0,7,0,0,0
ENSG00000255384,0,0,6,0,0,11,0
ENSG00000255385,0,0,0,0,0,0,0
ENSG00000255386,0,0,0,0,0,0,6
ENSG00000255387,0,0,0,0,0,0,0
ENSG00000255388,0,0,0,0,0,0,0
ENSG00000255389,31,84,63,56,64,14,86
ENSG00000255390,0,0,0,0,0,0,0
ENSG00000255391,0,0,0,0,0,0,0
ENSG00000255393,0,0,0,0,0,0,0
ENSG00000255395,0,0,0,0,0,0,0
ENSG00000255396,5,0,0,0,0,0,4
ENSG00000255397,3,10,5,5,7,0,0
ENSG00000255398,0,3,1,54,4,0,8
ENSG00000255399,0,0,0,0,0,0,0
ENSG00000255400,0,0,0,0,0,0,0
ENSG00000255401,0,0,0,0,0,0,2
ENSG00000255402,0,0,0,0,0,0,0
ENSG00000255403,0,0,0,0,0,0,0
ENSG00000255404,0,0,0,0,0,0,0
ENSG00000255406,0,0,0,0,0,0,0
ENSG00000255408,0,0,0,0,0,0,0
ENSG00000255409,7,0,1,0,0,3,5
ENSG00000255410,0,0,0,0,0,0,0
ENSG00000255411,0,0,0,0,0,0,0
ENSG00000255413,0,0,0,0,0,0,0
ENSG00000255415,0,0,0,0,0,0,0
ENSG00000255416,0,0,0,0,0,0,0
ENSG00000255417,0,0,0,0,0,0,0
ENSG00000255418,3,0,0,0,0,0,0
ENSG00000255420,0,0,0,0,0,0,0
ENSG00000255421,13,19,2,10,13,11,5
ENSG00000255422,0,5,0,0,0,0,4
ENSG00000255423,171,39,31,51,183,79,80
ENSG00000255424,0,0,0,0,0,0,0
ENSG00000255425,0,0,0,0,0,0,0
ENSG00000255426,0,0,0,0,0,0,0
ENSG00000255427,0,0,0,0,0,0,0
ENSG00000255428,0,0,1,0,0,0,0
ENSG00000255429,0,0,0,0,0,0,0
ENSG00000255430,0,0,0,0,0,0,0
ENSG00000255431,0,0,0,0,0,0,0
ENSG00000255432,0,0,0,0,0,0,0
ENSG00000255433,0,0,0,0,0,0,0
ENSG00000255434,0,0,0,6,0,0,0
ENSG00000255435,27,1,5,14,5,4,4
ENSG00000255437,0,0,0,0,0,0,0
ENSG00000255438,7,9,0,19,0,0,2
ENSG00000255439,0,0,0,0,0,0,0
ENSG00000255440,1,0,0,0,0,0,0
ENSG00000255441,0,3,0,0,0,0,2
ENSG00000255442,0,0,0,0,0,0,0
ENSG00000255443,88,48,15,16,35,20,15
ENSG00000255444,0,1,0,0,0,0,0
ENSG00000255445,8,1,1,12,0,13,5
ENSG00000255446,0,0,0,9,0,0,0
ENSG00000255447,0,0,0,0,0,0,0
ENSG00000255448,0,0,0,0,0,0,0
ENSG00000255449,24,8,4,3,25,19,11
ENSG00000255450,0,0,0,0,0,0,0
ENSG00000255451,0,0,0,0,0,0,0
ENSG00000255452,0,0,0,0,0,0,0
ENSG00000255454,0,0,0,0,0,0,0
ENSG00000255455,0,0,0,0,0,0,0
ENSG00000255456,0,0,0,0,0,0,0
ENSG00000255457,0,0,0,0,0,0,0
ENSG00000255458,12,13,11,0,3,7,9
ENSG00000255459,0,0,0,0,0,0,0
ENSG00000255460,0,0,0,0,0,0,0
ENSG00000255461,0,0,0,0,0,0,0
ENSG00000255462,0,0,0,0,0,0,0
ENSG00000255463,0,0,0,0,0,0,0
ENSG00000255464,0,0,0,0,0,0,0
ENSG00000255466,0,0,0,0,0,0,0
ENSG00000255467,18,8,2,4,9,15,10
ENSG00000255468,8,6,2,1,4,10,4
ENSG00000255469,0,0,0,0,0,0,0
ENSG00000255470,0,0,0,0,0,0,0
ENSG00000255471,0,0,0,0,0,0,0
ENSG00000255472,0,0,0,0,0,0,0
ENSG00000255474,2,4,0,0,8,0,0
ENSG00000255475,0,0,0,0,0,0,0
ENSG00000255476,0,0,1,0,0,0,1
ENSG00000255477,0,0,0,0,0,0,0
ENSG00000255478,0,3,0,0,0,0,0
ENSG00000255479,0,0,0,0,0,0,0
ENSG00000255480,0,0,0,0,0,0,0
ENSG00000255481,0,0,0,0,0,0,0
ENSG00000255482,0,0,0,0,0,0,0
ENSG00000255483,0,0,0,0,0,0,0
ENSG00000255484,0,0,0,0,0,0,0
ENSG00000255485,0,0,0,0,0,0,0
ENSG00000255486,0,0,0,0,0,0,0
ENSG00000255487,0,0,0,0,7,1,1
ENSG00000255489,0,0,0,0,0,0,0
ENSG00000255490,0,0,0,0,0,0,0
ENSG00000255491,0,3,13,0,0,0,0
ENSG00000255492,4,2,0,0,0,0,0
ENSG00000255493,0,0,0,0,0,0,0
ENSG00000255494,0,0,0,0,0,0,0
ENSG00000255495,2,0,0,0,0,1,0
ENSG00000255496,0,0,0,0,0,0,0
ENSG00000255497,0,0,0,0,0,0,0
ENSG00000255498,0,0,0,0,0,0,0
ENSG00000255499,0,0,0,0,0,0,0
ENSG00000255500,0,0,0,0,0,1,0
ENSG00000255501,0,0,0,0,0,0,0
ENSG00000255502,0,0,0,0,0,0,0
ENSG00000255503,0,0,2,0,4,7,3
ENSG00000255504,0,0,0,0,0,0,0
ENSG00000255505,0,0,0,0,0,0,0
ENSG00000255506,0,0,0,0,0,0,0
ENSG00000255507,9,3,0,1,3,0,2
ENSG00000255508,0,0,0,0,0,0,0
