genes,bHCnaiveB_S1R1,bHCnaiveB_S1R2,bHCnaiveB_S1R3,bSLEnaiveB_S1R1,bSLEnaiveB_S1R2,bSLEnaiveB_S1R3
ENSG00000196071,15,8,5,22,45,3
ENSG00000196072,646,1244,776,1019,1738,478
ENSG00000196074,10,35,31,27,28,7
ENSG00000196081,22,20,9,27,25,13
ENSG00000196083,112,226,157,148,409,90
ENSG00000196085,0,0,0,0,0,0
ENSG00000196090,2,1,0,22,0,0
ENSG00000196091,0,3,0,0,1,0
ENSG00000196092,8579,13260,5463,9746,38426,6758
ENSG00000196096,0,0,0,1,1,0
ENSG00000196098,0,0,0,0,0,0
ENSG00000196099,0,0,0,0,0,0
ENSG00000196104,0,1,0,3,0,0
ENSG00000196109,6,12,4,7,2,2
ENSG00000196110,150,252,53,227,233,139
ENSG00000196114,8,5,3,1,24,1
ENSG00000196115,0,1,0,6,0,2
ENSG00000196116,456,781,188,632,1695,424
ENSG00000196118,0,0,0,1,1,0
ENSG00000196119,0,0,0,0,0,0
ENSG00000196123,19,6,6,33,35,4
ENSG00000196126,15124,16248,5704,15298,77112,9487
ENSG00000196131,1,0,0,0,0,0
ENSG00000196132,20,9,2,6,175,6
ENSG00000196136,0,2,0,1,0,0
ENSG00000196139,0,0,0,0,1,0
ENSG00000196141,4,10,9,83,2006,70
ENSG00000196143,0,0,0,1,0,0
ENSG00000196150,115,180,98,118,134,77
ENSG00000196151,238,377,52,346,1082,161
ENSG00000196152,38,94,12,68,237,62
ENSG00000196154,62,24,35,110,6,62
ENSG00000196155,2,9,9,11,1,2
ENSG00000196156,0,0,0,0,0,0
ENSG00000196159,0,4,0,2,3,0
ENSG00000196166,0,0,0,1,0,0
ENSG00000196167,242,134,28,32,23,53
ENSG00000196169,0,1,0,0,0,0
ENSG00000196171,0,1,0,0,0,0
ENSG00000196172,248,298,74,295,215,111
ENSG00000196177,821,1107,304,652,449,337
ENSG00000196182,458,813,181,421,958,393
ENSG00000196183,0,0,0,0,0,0
ENSG00000196184,0,0,0,1,0,0
ENSG00000196187,1373,2213,341,1701,2294,1089
ENSG00000196188,1,0,1,1,0,0
ENSG00000196189,135,225,54,97,395,108
ENSG00000196196,0,0,0,0,0,0
ENSG00000196199,1985,2723,965,2059,5200,1161
ENSG00000196204,138,92,19,60,146,62
ENSG00000196205,16,21,4,40,20,9
ENSG00000196208,0,3,2,6,1,0
ENSG00000196209,0,0,2,1,0,2
ENSG00000196214,206,429,168,358,350,220
ENSG00000196218,10,15,4,34,99,9
ENSG00000196220,13,31,13,838,13,10
ENSG00000196224,0,0,0,0,0,0
ENSG00000196227,430,520,156,451,702,153
ENSG00000196228,0,0,0,0,0,0
ENSG00000196230,753,966,206,1091,2289,499
ENSG00000196233,5706,5948,2473,3128,9406,2227
ENSG00000196235,521,801,219,478,839,349
ENSG00000196236,349,559,146,337,536,173
ENSG00000196240,0,16,0,1,1,0
ENSG00000196242,3,0,2,6,0,4
ENSG00000196243,0,0,1,1,0,0
ENSG00000196247,2541,6010,2277,2466,8451,2153
ENSG00000196248,0,0,0,0,0,0
ENSG00000196260,0,4,0,5,0,1
ENSG00000196262,2568,3974,952,1777,2867,1412
ENSG00000196263,62,165,28,135,32,75
ENSG00000196266,0,1,0,4,0,0
ENSG00000196267,107,151,58,110,201,88
ENSG00000196268,579,1238,434,938,852,495
ENSG00000196273,0,0,0,1,0,0
ENSG00000196274,0,7,0,0,0,0
ENSG00000196275,9,25,32,18,5,18
ENSG00000196277,0,0,0,1,0,1
ENSG00000196284,106,113,40,97,248,60
ENSG00000196289,0,0,0,0,0,0
ENSG00000196290,133,274,103,288,456,108
ENSG00000196295,1625,2748,697,1537,4894,1131
ENSG00000196296,24,23,8,53,212,16
ENSG00000196301,11,1,0,6,18,6
ENSG00000196302,0,0,0,0,0,0
ENSG00000196305,2278,2252,574,1616,2937,1005
ENSG00000196312,1264,813,271,1139,1936,608
ENSG00000196313,311,868,126,428,1719,260
ENSG00000196323,1510,2582,1567,1750,2389,918
ENSG00000196329,0,2,0,1,0,8
ENSG00000196335,20,19,7,15,10,6
ENSG00000196337,0,0,0,0,0,0
ENSG00000196338,154,102,39,136,230,55
ENSG00000196341,0,0,1,3,1,0
ENSG00000196344,0,0,0,0,0,0
ENSG00000196345,116,95,21,88,518,35
ENSG00000196350,0,2,3,1,1,0
ENSG00000196352,5579,6415,4825,3176,4302,2877
ENSG00000196353,0,6,0,4,26,0
ENSG00000196357,45,40,12,42,224,42
ENSG00000196358,16,4,0,10,76,20
ENSG00000196361,0,0,0,1,0,1
ENSG00000196363,154,283,52,177,153,134
ENSG00000196364,0,0,0,0,0,0
ENSG00000196365,130,218,53,117,299,61
ENSG00000196366,0,0,0,0,0,0
ENSG00000196367,2035,2455,552,1352,3916,942
ENSG00000196368,2,3,2,7,0,0
ENSG00000196369,38,15,12,3,126,7
ENSG00000196371,138,95,49,100,24,76
ENSG00000196372,6,28,5,37,15,18
ENSG00000196376,0,3,1,0,0,0
ENSG00000196378,108,87,23,69,344,27
ENSG00000196381,69,48,22,27,17,6
ENSG00000196383,0,0,0,6,1,0
ENSG00000196387,111,271,60,109,306,66
ENSG00000196388,4,22,9,14,31,13
ENSG00000196390,0,0,0,0,0,0
ENSG00000196391,39,11,0,18,46,2
ENSG00000196395,0,0,0,0,0,0
ENSG00000196396,1176,1697,523,794,7642,679
ENSG00000196403,3,4,0,0,0,0
ENSG00000196405,2185,3374,520,2028,3649,1298
ENSG00000196406,0,0,0,0,0,0
ENSG00000196407,4,2,0,4,0,4
ENSG00000196408,0,0,0,0,0,0
ENSG00000196411,25,35,9,32,11,12
ENSG00000196415,0,0,0,0,0,0
ENSG00000196417,515,285,178,366,153,169
ENSG00000196418,419,394,163,294,431,146
ENSG00000196419,1084,1161,236,808,1113,586
ENSG00000196420,2,0,0,6,6,0
ENSG00000196421,9,36,1,27,78,6
ENSG00000196422,4,36,1,30,4,11
ENSG00000196427,0,4,0,1,0,3
ENSG00000196428,904,945,419,613,1216,250
ENSG00000196431,0,0,0,0,0,0
ENSG00000196433,4,2,0,7,3,1
ENSG00000196436,15,39,1,15,100,14
ENSG00000196437,165,179,90,166,198,81
ENSG00000196440,120,84,58,134,86,52
ENSG00000196449,103,259,76,50,56,110
ENSG00000196453,52,98,17,43,37,20
ENSG00000196455,434,659,149,522,777,208
ENSG00000196456,13,25,3,16,57,8
ENSG00000196458,470,445,132,580,521,185
ENSG00000196459,538,819,206,704,1147,401
ENSG00000196460,0,3,0,0,0,0
ENSG00000196465,50,60,15,116,27,9
ENSG00000196466,36,48,10,39,118,29
ENSG00000196468,0,0,0,0,0,0
ENSG00000196470,793,1439,1211,798,935,642
ENSG00000196472,0,0,0,0,0,0
ENSG00000196475,0,0,0,2,0,0
ENSG00000196476,124,50,12,46,37,16
ENSG00000196482,0,3,0,5,1,0
ENSG00000196497,6,20,2,11,41,8
ENSG00000196498,464,789,159,427,3563,284
ENSG00000196502,24,14,1,41,2,38
ENSG00000196503,0,0,6,0,2,0
ENSG00000196504,1144,1987,1414,1156,3339,642
ENSG00000196505,951,851,285,495,2088,323
ENSG00000196507,22,42,50,62,50,42
ENSG00000196510,321,457,161,393,639,209
ENSG00000196511,720,499,194,244,410,166
ENSG00000196517,0,1,0,0,2,0
ENSG00000196526,1,4,0,1,0,0
ENSG00000196531,5829,6556,3451,4119,3937,2621
ENSG00000196534,0,1,0,0,0,0
ENSG00000196535,415,682,190,630,1262,420
ENSG00000196539,0,24,2,7,0,1
ENSG00000196542,0,0,0,2,0,0
ENSG00000196544,6,18,9,35,12,18
ENSG00000196547,323,777,130,425,1239,249
ENSG00000196549,60,139,125,42,7,1
ENSG00000196550,4,0,0,0,7,0
ENSG00000196553,28,4,7,17,16,4
ENSG00000196557,0,1,1,0,0,0
ENSG00000196562,513,510,230,312,1589,279
ENSG00000196564,0,1,0,0,0,0
ENSG00000196565,8,0,3,0,0,0
ENSG00000196566,0,0,0,0,0,0
ENSG00000196569,2,11,2,29,1,3
ENSG00000196570,0,0,0,0,0,0
ENSG00000196576,14,8,2,4,93,12
ENSG00000196578,0,0,0,0,0,0
ENSG00000196581,0,0,0,2,0,0
ENSG00000196584,29,50,9,8,1,15
ENSG00000196586,2,11,3,3,0,10
ENSG00000196588,760,904,137,650,2279,454
ENSG00000196589,0,0,0,0,0,0
ENSG00000196591,877,971,396,921,1022,364
ENSG00000196593,0,0,1,4,0,0
ENSG00000196597,295,279,75,222,707,100
ENSG00000196600,0,0,0,2,1,0
ENSG00000196604,0,0,0,0,0,0
ENSG00000196605,68,196,39,101,30,46
ENSG00000196611,0,1,0,2,0,0
ENSG00000196616,0,0,0,1,0,0
ENSG00000196620,4,18,0,0,0,0
ENSG00000196628,3622,4343,1841,3963,13589,2194
ENSG00000196632,24,41,4,12,141,10
ENSG00000196634,0,0,0,2,1,1
ENSG00000196636,113,93,14,92,55,34
ENSG00000196639,0,0,1,2,0,0
ENSG00000196642,123,185,60,128,547,76
ENSG00000196646,645,810,419,423,917,347
ENSG00000196652,216,240,61,228,374,157
ENSG00000196653,77,143,59,131,195,76
ENSG00000196655,406,339,95,229,206,135
ENSG00000196656,0,0,0,0,0,0
ENSG00000196659,32,65,13,74,116,32
ENSG00000196660,1,3,2,2,2,0
ENSG00000196663,65,89,18,59,327,54
ENSG00000196664,643,637,186,1299,5166,416
ENSG00000196666,2,0,3,0,0,1
ENSG00000196668,5,35,12,90,63,27
ENSG00000196670,408,490,136,706,594,209
ENSG00000196678,3,32,10,27,129,14
ENSG00000196683,2078,1359,877,879,289,750
ENSG00000196684,421,866,316,850,1543,468
ENSG00000196689,43,40,5,45,72,18
ENSG00000196693,326,524,191,779,398,200
ENSG00000196696,73,139,42,80,211,65
ENSG00000196700,15,86,14,30,115,23
ENSG00000196704,571,1094,395,612,1410,507
ENSG00000196705,840,1286,536,1021,1577,555
ENSG00000196711,0,0,0,0,0,1
ENSG00000196712,1779,2100,566,1098,5362,863
ENSG00000196715,223,274,55,291,390,127
ENSG00000196724,194,301,85,198,114,116
ENSG00000196730,2,7,5,4,735,16
ENSG00000196734,0,1,0,0,0,0
ENSG00000196735,7588,22988,5569,9606,26974,12675
ENSG00000196739,1,21,0,6,0,1
ENSG00000196741,32,48,7,49,4,13
ENSG00000196743,1353,1221,358,1690,3832,817
ENSG00000196747,15,4,4,26,51,6
ENSG00000196748,0,0,0,0,0,0
ENSG00000196754,0,0,0,0,0,0
ENSG00000196756,663,711,201,304,707,301
ENSG00000196757,482,312,181,244,1040,135
ENSG00000196758,0,0,0,1,0,0
ENSG00000196767,0,0,0,0,0,0
ENSG00000196772,0,0,0,5,0,0
ENSG00000196776,4350,6799,3671,4598,11069,2599
ENSG00000196778,0,0,0,0,0,0
ENSG00000196781,562,1496,610,548,2510,222
ENSG00000196782,118,461,89,72,34,41
ENSG00000196787,50,41,15,151,43,29
ENSG00000196792,624,670,345,395,710,313
ENSG00000196793,19,50,11,56,34,34
ENSG00000196796,0,0,2,0,1,0
ENSG00000196800,0,0,0,0,0,0
ENSG00000196805,0,3,0,1,0,0
ENSG00000196810,76,455,94,303,512,143
ENSG00000196811,2,5,1,9,8,2
ENSG00000196812,74,137,75,135,200,89
ENSG00000196814,8,90,13,75,90,76
ENSG00000196821,998,1503,391,1003,2601,713
ENSG00000196826,0,0,0,0,0,0
ENSG00000196832,0,1,0,0,1,0
ENSG00000196834,0,0,0,0,0,0
ENSG00000196839,66,77,8,113,427,23
ENSG00000196843,113,351,75,85,269,56
ENSG00000196844,1,5,0,3,0,0
ENSG00000196850,1829,3749,1048,2056,3462,1693
ENSG00000196859,0,0,1,0,0,0
ENSG00000196860,0,8,0,3,26,2
ENSG00000196862,0,17,0,1,0,2
ENSG00000196865,890,1468,689,1352,3121,555
ENSG00000196866,1,5,0,11,5,2
ENSG00000196867,354,570,152,313,346,164
ENSG00000196872,0,0,0,0,0,0
ENSG00000196873,15,24,6,22,13,8
ENSG00000196876,19,33,12,46,71,27
ENSG00000196878,0,2,0,4,0,0
ENSG00000196890,5,2,0,21,223,7
ENSG00000196893,0,0,0,0,0,0
ENSG00000196900,0,0,0,0,0,0
ENSG00000196911,416,780,495,485,610,220
ENSG00000196912,204,56,38,101,318,65
ENSG00000196914,615,667,276,306,1475,268
ENSG00000196917,2,0,0,0,1,0
ENSG00000196922,297,322,134,354,166,165
ENSG00000196923,5,19,7,23,66,6
ENSG00000196924,1171,1779,400,1420,8566,1087
ENSG00000196932,0,0,0,2,0,1
ENSG00000196933,0,0,0,0,0,0
ENSG00000196935,188,105,62,110,120,53
ENSG00000196937,635,992,627,498,2656,283
ENSG00000196943,126,242,86,118,247,111
ENSG00000196944,0,0,1,3,0,0
ENSG00000196946,0,0,0,1,0,0
ENSG00000196950,2104,2877,807,1606,3759,830
ENSG00000196951,5,36,17,32,6,2
ENSG00000196954,1211,1605,407,1686,3756,731
ENSG00000196961,92,187,43,133,1009,121
ENSG00000196967,433,482,123,455,924,125
ENSG00000196968,229,179,89,186,208,101
ENSG00000196970,2,1,0,0,0,0
ENSG00000196972,0,0,1,0,0,3
ENSG00000196975,2764,1269,358,1900,9600,897
ENSG00000196976,14,22,6,48,22,12
ENSG00000196979,0,2,0,6,4,0
ENSG00000196981,262,291,123,201,387,123
ENSG00000196990,0,0,0,0,1,0
ENSG00000196993,0,0,0,1,0,0
ENSG00000196998,80,397,70,244,465,111
ENSG00000197006,1102,1043,296,640,2441,355
ENSG00000197008,471,419,137,321,534,213
ENSG00000197013,222,201,109,327,462,124
ENSG00000197016,57,116,20,184,79,49
ENSG00000197019,151,12,8,13,18,13
ENSG00000197020,341,569,292,886,1192,375
ENSG00000197021,53,55,10,29,11,38
ENSG00000197023,0,0,0,0,0,0
ENSG00000197024,401,542,90,289,854,243
ENSG00000197037,285,487,216,281,953,184
ENSG00000197038,0,0,0,0,0,0
ENSG00000197043,1026,1486,303,1238,1877,598
ENSG00000197044,389,545,302,458,369,230
ENSG00000197045,757,1338,1116,623,1706,416
ENSG00000197046,10,30,7,13,12,2
ENSG00000197050,118,212,48,216,339,82
ENSG00000197054,15,43,23,74,2,33
ENSG00000197056,232,317,78,224,546,120
ENSG00000197057,7,11,1,21,5,4
ENSG00000197061,16,4,10,30,12,1
ENSG00000197062,275,542,107,498,634,205
ENSG00000197063,152,93,70,47,97,46
ENSG00000197067,0,0,0,0,0,0
ENSG00000197070,103,109,26,58,103,50
ENSG00000197077,0,2,1,40,0,0
ENSG00000197079,0,0,0,0,0,0
ENSG00000197081,1008,1550,433,817,2834,546
ENSG00000197083,0,4,0,0,0,0
ENSG00000197084,0,0,0,0,0,0
ENSG00000197085,0,1,0,0,0,0
ENSG00000197092,0,0,0,0,0,0
ENSG00000197093,9,29,8,25,15,19
ENSG00000197099,5,5,0,7,5,1
ENSG00000197102,2570,3480,940,2312,8434,1533
ENSG00000197106,0,2,0,10,0,7
ENSG00000197110,0,0,0,0,0,0
ENSG00000197111,2853,3966,1185,1780,3878,1485
ENSG00000197114,4,7,5,17,9,5
ENSG00000197119,39,51,6,23,94,35
ENSG00000197121,38,51,28,203,310,109
ENSG00000197122,40,71,11,100,828,63
ENSG00000197123,0,0,0,0,0,0
ENSG00000197124,77,104,94,64,161,49
ENSG00000197125,0,9,0,4,0,0
ENSG00000197128,169,248,117,306,487,109
ENSG00000197134,126,222,62,150,476,90
ENSG00000197136,374,681,153,485,1133,340
ENSG00000197140,1,10,0,14,1,0
ENSG00000197142,623,1073,252,829,2254,378
ENSG00000197147,250,334,146,157,234,140
ENSG00000197149,3,1,6,5,0,4
ENSG00000197150,53,176,32,82,336,24
ENSG00000197153,2,3,2,27,2,3
ENSG00000197157,922,760,223,589,1445,339
ENSG00000197161,1,0,0,1,0,0
ENSG00000197162,18,40,25,90,54,18
ENSG00000197165,0,0,0,0,0,0
ENSG00000197168,47,50,39,16,24,0
ENSG00000197170,415,652,348,466,660,249
ENSG00000197171,0,3,0,6,0,0
ENSG00000197172,0,0,0,0,0,0
ENSG00000197176,0,0,0,3,0,0
ENSG00000197177,0,0,2,0,0,0
ENSG00000197180,13,1,1,13,0,16
ENSG00000197181,65,11,12,31,13,13
ENSG00000197182,9,13,3,12,106,13
ENSG00000197183,120,333,107,141,556,110
ENSG00000197185,0,0,0,0,0,0
ENSG00000197191,0,1,0,3,1,0
ENSG00000197208,15,7,0,21,4,12
ENSG00000197210,0,0,0,0,1,0
ENSG00000197213,0,2,0,0,0,0
ENSG00000197214,0,0,0,0,0,0
ENSG00000197217,1084,2012,591,1474,1809,703
ENSG00000197223,100,148,39,105,269,23
ENSG00000197226,484,675,140,332,2290,257
ENSG00000197233,0,0,0,0,0,0
ENSG00000197238,6,1,1,1,0,1
ENSG00000197241,0,0,0,0,0,0
ENSG00000197245,0,0,0,0,0,0
ENSG00000197249,12,2,18,12,3,48
ENSG00000197251,0,0,0,1,0,1
ENSG00000197253,0,0,0,0,0,0
ENSG00000197254,0,0,0,0,0,0
ENSG00000197256,0,6,25,1,0,1
ENSG00000197258,8,15,3,6,14,2
ENSG00000197261,0,0,0,1,0,0
ENSG00000197265,243,250,85,137,463,151
ENSG00000197272,0,0,0,0,0,0
ENSG00000197273,0,0,0,0,0,0
ENSG00000197275,0,9,0,1,0,3
ENSG00000197279,126,84,27,80,8,72
ENSG00000197283,155,302,104,253,1044,141
ENSG00000197291,2,1,0,0,2,2
ENSG00000197296,11,103,13,83,149,43
ENSG00000197299,287,531,97,332,491,179
ENSG00000197301,0,2,0,2,0,2
ENSG00000197302,401,442,207,370,384,213
ENSG00000197308,0,0,0,0,0,0
ENSG00000197309,0,7,0,2,0,0
ENSG00000197312,1218,1582,501,1198,3450,753
ENSG00000197320,0,0,0,0,0,0
ENSG00000197321,43,86,5,19,7,8
ENSG00000197322,0,0,0,4,0,0
ENSG00000197323,2598,4087,1339,2140,10412,1147
ENSG00000197324,801,1338,261,931,3492,517
ENSG00000197329,1854,7072,1073,515,1207,726
ENSG00000197332,0,0,0,0,0,0
ENSG00000197334,0,0,0,0,0,0
ENSG00000197343,1586,3143,1123,1782,5247,1142
ENSG00000197345,92,114,59,68,29,57
ENSG00000197353,0,0,0,0,0,0
ENSG00000197355,76,161,39,100,39,65
ENSG00000197358,0,0,0,0,0,0
ENSG00000197360,0,0,1,0,4,0
ENSG00000197361,31,5,0,1,6,3
ENSG00000197362,73,43,8,51,77,32
ENSG00000197363,27,67,7,37,72,45
ENSG00000197364,0,0,0,0,0,0
ENSG00000197372,899,1086,364,874,747,439
ENSG00000197375,117,267,69,380,699,174
ENSG00000197376,0,0,0,0,0,0
ENSG00000197380,0,1,2,1,0,1
ENSG00000197381,1446,2245,516,946,2753,629
ENSG00000197385,694,360,202,607,311,197
ENSG00000197386,1420,2094,441,1689,6543,892
ENSG00000197403,0,0,0,1,0,0
ENSG00000197405,6,12,10,3,11,51
ENSG00000197406,0,0,0,1,0,0
ENSG00000197408,1,1,0,0,0,0
ENSG00000197409,0,0,0,1,0,0
ENSG00000197410,19,31,2,23,1,2
ENSG00000197415,23,6,2,7,58,17
ENSG00000197416,0,0,0,0,0,0
ENSG00000197417,13,12,10,14,19,2
ENSG00000197421,0,0,0,0,0,0
ENSG00000197428,0,0,1,25,0,0
ENSG00000197429,177,137,59,151,71,95
ENSG00000197430,0,0,0,0,0,0
ENSG00000197437,0,1,0,0,0,0
ENSG00000197442,853,1053,371,653,1882,332
ENSG00000197444,0,0,0,2,0,1
ENSG00000197446,0,2,0,2,0,0
ENSG00000197448,783,1361,218,966,2032,543
ENSG00000197451,519,637,185,496,1457,260
ENSG00000197454,0,0,12,18,60,4
ENSG00000197457,44,375,51,137,137,20
ENSG00000197461,37,2,5,4,36,0
ENSG00000197462,0,3,1,6,0,0
ENSG00000197465,9,89,5,40,5,6
ENSG00000197467,0,3,0,12,1,0
ENSG00000197468,0,0,0,0,0,0
ENSG00000197471,64,19,15,9,68,16
ENSG00000197472,4,0,1,5,0,0
ENSG00000197475,0,1,0,1,0,0
ENSG00000197476,0,0,0,0,0,0
ENSG00000197479,0,0,1,0,0,0
ENSG00000197483,25,70,12,20,72,26
ENSG00000197487,0,0,0,1,0,0
ENSG00000197496,0,0,0,0,0,0
ENSG00000197497,114,100,33,225,94,77
ENSG00000197498,221,229,93,209,174,121
ENSG00000197503,0,0,0,0,0,0
ENSG00000197506,0,2,0,3,2,0
ENSG00000197520,153,630,95,270,609,53
ENSG00000197530,71,172,43,71,189,30
ENSG00000197532,1,0,0,1,0,0
ENSG00000197535,3019,3245,1433,1774,8467,1444
ENSG00000197536,523,544,192,622,1811,272
ENSG00000197540,0,1,2,1,0,0
ENSG00000197548,375,394,98,229,580,112
ENSG00000197549,12,26,7,25,82,9
ENSG00000197550,1,0,0,0,0,0
ENSG00000197555,2966,4152,774,1887,9860,1348
ENSG00000197557,24,39,4,37,1,16
ENSG00000197558,1,3,2,8,1,6
ENSG00000197561,0,0,0,0,0,0
ENSG00000197562,42,61,7,29,20,13
ENSG00000197563,726,638,201,448,1329,196
ENSG00000197565,0,4,1,9,4,0
ENSG00000197566,83,170,221,195,335,84
ENSG00000197568,31,46,8,13,30,15
ENSG00000197575,0,0,1,0,0,0
ENSG00000197576,0,0,0,0,0,0
ENSG00000197579,745,725,327,425,1951,429
ENSG00000197580,29,20,10,64,66,13
ENSG00000197582,2,0,0,0,13,0
ENSG00000197584,0,3,1,1,0,3
ENSG00000197585,0,0,0,1,0,0
ENSG00000197586,93,171,23,84,99,48
ENSG00000197587,0,0,0,0,1,0
ENSG00000197588,20,0,0,0,0,0
ENSG00000197591,0,0,0,0,0,0
ENSG00000197594,73,132,31,21,1,46
ENSG00000197595,0,0,0,1,0,0
ENSG00000197599,6,30,1,23,23,19
ENSG00000197601,618,833,589,624,1150,291
ENSG00000197603,1032,919,331,809,2407,242
ENSG00000197608,286,486,129,360,330,210
ENSG00000197614,0,1,5,0,304,2
ENSG00000197616,2,0,0,8,0,0
ENSG00000197617,1,0,0,0,0,1
ENSG00000197619,258,375,94,345,719,84
ENSG00000197620,15,22,3,6,22,36
ENSG00000197622,3773,7518,884,4333,11249,2238
ENSG00000197627,0,0,0,0,0,0
ENSG00000197629,10563,7594,2756,2863,30870,1720
ENSG00000197632,0,3,0,2,1,16
ENSG00000197635,68,12,4,16,52,16
ENSG00000197641,0,1,0,0,0,0
ENSG00000197644,0,0,0,0,0,0
ENSG00000197646,8,1,1,11,84,1
ENSG00000197647,31,76,34,20,86,20
ENSG00000197651,1,0,0,32,0,0
ENSG00000197653,38,55,17,26,55,32
ENSG00000197658,0,0,0,1,1,0
ENSG00000197665,0,0,0,0,0,0
ENSG00000197670,45,31,5,57,77,17
ENSG00000197674,0,0,1,0,0,0
ENSG00000197683,0,0,0,0,0,0
ENSG00000197692,0,0,0,0,0,0
ENSG00000197694,1924,2860,666,1825,5197,1121
ENSG00000197696,15,4,0,7,17,3
ENSG00000197702,0,1,0,2,0,1
ENSG00000197705,651,1154,289,514,757,319
ENSG00000197706,0,0,0,6,0,0
ENSG00000197712,1,3,0,3,24,1
ENSG00000197713,206,200,128,270,245,111
ENSG00000197714,877,1052,181,524,1132,505
ENSG00000197721,0,3,1,10,0,0
ENSG00000197724,629,900,328,421,2494,409
ENSG00000197728,246,261,113,249,112,86
ENSG00000197734,0,1,0,0,0,0
ENSG00000197744,8,6,2,2,74,3
ENSG00000197745,0,0,0,1,0,0
ENSG00000197746,2186,1964,782,1665,7409,1583
ENSG00000197747,424,372,105,376,1061,280
ENSG00000197748,0,8,3,31,7,4
ENSG00000197753,86,169,37,56,269,68
ENSG00000197756,14638,7591,3297,6599,2155,4373
ENSG00000197757,0,0,0,4,0,0
ENSG00000197763,0,15,1,0,0,2
ENSG00000197766,1,5,5,6,1,5
ENSG00000197768,0,2,1,0,0,0
ENSG00000197769,0,0,0,0,0,0
ENSG00000197771,867,786,194,689,1152,477
ENSG00000197774,30,148,24,59,67,47
ENSG00000197776,196,255,54,110,193,95
ENSG00000197779,512,651,185,487,1148,317
ENSG00000197780,128,172,170,62,107,59
ENSG00000197782,232,233,60,479,641,99
ENSG00000197785,28,21,3,12,24,8
ENSG00000197786,0,0,0,0,0,0
ENSG00000197790,0,0,0,0,0,0
ENSG00000197794,29,22,3,33,11,15
ENSG00000197798,341,386,107,250,496,127
ENSG00000197808,163,266,171,282,687,123
ENSG00000197813,23,126,24,134,11,36
ENSG00000197815,7,10,5,2,10,5
ENSG00000197816,11,89,46,94,268,33
ENSG00000197818,474,882,179,498,1323,360
ENSG00000197822,24,1,0,1,26,0
ENSG00000197826,0,0,0,5,0,1
ENSG00000197837,312,190,93,272,181,120
ENSG00000197838,1,0,0,1,0,0
ENSG00000197841,118,151,62,149,76,91
ENSG00000197847,1,4,0,5,13,0
ENSG00000197849,0,0,0,0,1,0
ENSG00000197852,47,86,16,77,132,35
ENSG00000197857,220,278,124,340,344,203
ENSG00000197858,81,125,29,86,120,43
ENSG00000197859,0,0,0,2,0,0
ENSG00000197860,161,198,112,110,833,87
ENSG00000197863,124,152,98,111,399,47
ENSG00000197866,0,0,0,0,0,0
ENSG00000197870,3,0,0,0,5,2
ENSG00000197872,1126,798,221,406,6792,596
ENSG00000197879,232,509,90,324,2098,226
ENSG00000197880,25,64,5,13,6,9
ENSG00000197882,0,0,0,0,0,0
ENSG00000197885,251,248,74,117,186,59
ENSG00000197887,0,0,0,0,0,0
ENSG00000197888,178,319,3,7,0,1
ENSG00000197889,0,3,0,3,0,3
ENSG00000197891,0,0,0,0,0,0
ENSG00000197892,522,474,105,234,1095,194
ENSG00000197893,0,0,0,8,0,0
ENSG00000197894,299,784,146,532,772,217
ENSG00000197901,0,0,0,0,0,0
ENSG00000197903,215,181,19,333,983,69
ENSG00000197905,0,0,0,0,0,0
ENSG00000197912,592,1316,366,802,1251,507
ENSG00000197915,0,2,0,0,0,0
ENSG00000197919,0,0,0,0,0,0
ENSG00000197921,0,0,0,0,0,0
ENSG00000197927,0,0,0,0,0,0
ENSG00000197928,206,655,261,491,760,234
ENSG00000197930,1014,1605,369,919,1186,625
ENSG00000197933,20,16,12,23,77,33
ENSG00000197934,0,1,0,0,0,0
ENSG00000197935,0,2,0,12,0,0
ENSG00000197937,171,316,136,376,1065,181
ENSG00000197938,0,0,0,0,0,0
ENSG00000197943,3943,4616,1464,2945,9043,2059
ENSG00000197948,291,533,165,336,318,221
ENSG00000197951,177,139,30,141,474,76
ENSG00000197953,0,0,0,0,0,0
ENSG00000197956,405,147,90,246,144,164
ENSG00000197958,3026,2660,1115,1992,5659,1163
ENSG00000197959,99,64,28,67,187,18
ENSG00000197961,710,1566,567,1182,1096,598
ENSG00000197965,517,350,64,216,1028,191
ENSG00000197969,1807,1894,686,1409,4333,674
ENSG00000197971,1345,2374,590,1523,5520,1049
ENSG00000197976,449,1063,295,642,797,383
ENSG00000197977,0,0,0,0,0,0
ENSG00000197978,14,48,3,32,2,4
ENSG00000197980,64,13,19,27,5,8
ENSG00000197982,46,54,8,29,32,20
ENSG00000197984,0,0,0,0,0,0
ENSG00000197989,370,584,160,317,100,258
ENSG00000197990,0,0,0,3,0,0
ENSG00000197991,0,0,0,0,0,0
ENSG00000197992,0,0,0,6,0,1
ENSG00000197993,6,12,0,8,41,0
ENSG00000198000,1207,1957,662,1355,2616,680
ENSG00000198001,941,1954,544,1281,2304,627
ENSG00000198003,4,1,1,1,0,2
ENSG00000198010,0,0,0,6,0,0
ENSG00000198015,1054,1283,456,1107,2421,616
ENSG00000198018,135,285,84,169,519,65
ENSG00000198019,2,0,0,0,0,0
ENSG00000198021,0,0,0,0,0,0
ENSG00000198022,0,0,0,0,0,0
ENSG00000198026,269,620,92,304,984,217
ENSG00000198028,0,0,0,0,0,0
