genes,aHCnaiveB_S1R1,aHCnaiveB_S1R3,aHCnaiveB_S1R4,aSLEnaiveB_S1R1,aSLEnaiveB_S1R2,aSLEnaiveB_S1R3,aSLEnaiveB_S1R4
ENSG00000182957,50,103,137,1835,832,381,737
ENSG00000182963,4,135,124,2,3,0,4
ENSG00000182965,0,2,8,0,0,0,0
ENSG00000182968,0,97,120,1,0,0,0
ENSG00000182973,380,95,106,1723,1706,1379,1850
ENSG00000182974,0,0,0,0,0,0,0
ENSG00000182979,45,205,392,3827,3359,4259,5891
ENSG00000182983,2,110,80,1,1,68,27
ENSG00000182985,9,79,79,0,1,0,0
ENSG00000182986,165,114,67,1766,1720,1237,1833
ENSG00000182993,12,20,8,55,53,56,36
ENSG00000183010,1,89,100,32,57,32,57
ENSG00000183011,23,38,81,794,1218,682,1028
ENSG00000183018,1,108,110,45,29,43,44
ENSG00000183019,0,30,73,6,7,2,7
ENSG00000183020,168,668,785,2425,2685,2342,3469
ENSG00000183022,6,5,5,25,13,23,29
ENSG00000183023,9,69,59,0,0,0,1
ENSG00000183024,1,8,13,0,0,0,0
ENSG00000183032,2,18,28,0,1,0,0
ENSG00000183034,4,98,147,0,0,0,0
ENSG00000183035,0,23,2,0,0,0,0
ENSG00000183036,0,15,12,0,0,0,0
ENSG00000183044,161,114,169,993,977,760,1010
ENSG00000183048,1,48,75,22,26,24,37
ENSG00000183049,1147,173,188,12008,13012,8749,16365
ENSG00000183054,0,0,0,0,0,1,2
ENSG00000183055,2,0,0,1,1,0,1
ENSG00000183060,25,65,156,600,635,616,1005
ENSG00000183066,38,63,62,122,98,191,193
ENSG00000183067,0,11,10,0,0,0,0
ENSG00000183072,0,34,62,0,0,0,0
ENSG00000183077,13,73,137,169,161,152,154
ENSG00000183087,30,153,248,209,253,391,221
ENSG00000183090,2,113,169,0,1,4,8
ENSG00000183091,49,201,138,879,525,549,363
ENSG00000183092,12,207,349,2,2,7,2
ENSG00000183098,0,30,14,0,0,0,0
ENSG00000183111,10,101,53,5,6,4,10
ENSG00000183114,0,31,46,0,0,0,0
ENSG00000183117,8,134,132,2,9,6,31
ENSG00000183122,0,14,2,0,0,0,0
ENSG00000183128,0,43,54,0,0,0,0
ENSG00000183134,2,106,101,3,2,15,6
ENSG00000183137,22,34,64,326,338,264,446
ENSG00000183145,2,21,35,0,0,0,1
ENSG00000183146,0,0,0,0,0,0,0
ENSG00000183148,0,0,0,0,0,0,0
ENSG00000183150,7,15,13,14,15,11,11
ENSG00000183153,0,20,38,36,26,18,29
ENSG00000183154,6,44,14,35,34,9,38
ENSG00000183155,87,27,67,506,606,376,524
ENSG00000183160,0,60,48,6,1,7,6
ENSG00000183161,211,44,41,537,685,672,784
ENSG00000183166,1,53,46,0,0,0,0
ENSG00000183169,2,36,21,3,4,3,3
ENSG00000183171,0,3,16,5,5,7,12
ENSG00000183172,417,72,165,4113,4864,1882,2770
ENSG00000183185,0,39,11,0,1,0,3
ENSG00000183186,1,26,57,0,0,0,0
ENSG00000183196,4,240,310,9,4,17,22
ENSG00000183199,19,15,3,77,87,191,178
ENSG00000183206,2,35,23,0,0,0,0
ENSG00000183207,185,166,225,1212,1613,1162,1740
ENSG00000183208,34,78,79,112,62,95,122
ENSG00000183230,1,72,55,2,5,8,20
ENSG00000183239,0,1,8,2,0,5,1
ENSG00000183242,1,83,107,0,2,0,0
ENSG00000183246,0,2,2,0,1,0,0
ENSG00000183248,0,31,43,6,4,8,2
ENSG00000183249,0,14,13,0,0,0,0
ENSG00000183250,28,176,260,559,652,445,1576
ENSG00000183251,0,23,23,1,0,3,0
ENSG00000183255,221,144,182,1891,2300,1754,2604
ENSG00000183258,323,171,185,3006,2160,2163,2893
ENSG00000183260,0,0,0,0,0,0,0
ENSG00000183269,0,8,3,0,0,0,0
ENSG00000183273,0,31,17,0,0,1,0
ENSG00000183281,7,2,3,29,56,81,95
ENSG00000183283,2699,131,294,31775,29064,24624,40342
ENSG00000183287,2,110,18,3,7,4,9
ENSG00000183291,724,47,76,20071,18609,10728,21627
ENSG00000183292,0,33,27,0,0,0,0
ENSG00000183298,2,0,0,26,39,42,36
ENSG00000183303,0,3,0,0,0,0,0
ENSG00000183304,0,26,28,0,0,0,0
ENSG00000183305,0,0,0,0,0,0,0
ENSG00000183307,4,87,161,3,2,8,12
ENSG00000183308,0,4,0,1,0,0,0
ENSG00000183309,359,142,189,1630,1682,1439,1640
ENSG00000183310,0,6,7,1,6,18,9
ENSG00000183313,0,32,14,0,0,0,0
ENSG00000183317,4,231,182,3,6,44,14
ENSG00000183318,0,71,98,4,4,3,2
ENSG00000183323,56,59,80,470,428,527,564
ENSG00000183324,2,17,0,1,2,3,1
ENSG00000183336,0,0,0,0,0,0,0
ENSG00000183337,679,168,162,3342,3403,2899,4931
ENSG00000183340,25,68,36,630,653,368,580
ENSG00000183346,0,7,22,1,0,0,0
ENSG00000183347,2,18,15,15,5,3,5
ENSG00000183354,247,38,78,4237,4207,3164,4529
ENSG00000183378,2,34,27,1,2,0,1
ENSG00000183379,1,40,28,11,2,3,5
ENSG00000183385,0,0,0,0,0,0,0
ENSG00000183386,10,54,124,31,17,12,47
ENSG00000183389,1,61,22,0,0,0,0
ENSG00000183395,0,0,0,0,0,0,0
ENSG00000183396,0,35,20,0,1,1,1
ENSG00000183397,2,2,6,230,224,291,376
ENSG00000183401,26,78,101,1371,933,1701,1424
ENSG00000183421,3,119,139,1,0,0,0
ENSG00000183423,0,5,7,8,28,25,24
ENSG00000183426,28,32,13,187,379,120,264
ENSG00000183431,350,68,150,2856,3439,2254,3626
ENSG00000183432,3,3,0,1,3,1,4
ENSG00000183434,0,30,53,0,0,0,0
ENSG00000183439,23,20,29,110,87,71,77
ENSG00000183444,16,8,17,8,23,42,45
ENSG00000183454,2,115,120,13,0,8,8
ENSG00000183458,0,14,15,641,629,506,735
ENSG00000183463,1,36,31,0,0,0,0
ENSG00000183470,0,11,9,0,0,0,0
ENSG00000183474,3,38,15,132,212,127,189
ENSG00000183475,193,83,43,1947,2113,1542,2228
ENSG00000183476,3,29,30,1,2,0,1
ENSG00000183479,2,32,60,89,92,118,145
ENSG00000183484,71,192,177,2424,1876,733,2432
ENSG00000183486,508,291,212,12667,7970,3798,3055
ENSG00000183495,738,495,720,6009,5263,5662,7377
ENSG00000183496,2,57,73,74,109,70,55
ENSG00000183506,26,63,52,1050,549,813,965
ENSG00000183508,625,52,29,27189,22309,10446,21472
ENSG00000183513,133,51,127,2043,1740,2072,3107
ENSG00000183514,0,24,19,0,0,0,0
ENSG00000183520,45,128,123,384,489,302,609
ENSG00000183527,58,61,108,282,284,353,376
ENSG00000183530,206,69,109,3937,3990,3365,4301
ENSG00000183535,0,118,237,0,0,0,0
ENSG00000183542,0,0,2,0,0,1,0
ENSG00000183549,0,19,15,0,0,0,0
ENSG00000183559,0,19,18,0,0,0,0
ENSG00000183560,0,19,6,0,0,0,0
ENSG00000183562,15,52,69,13,19,40,23
ENSG00000183566,2,27,19,0,0,0,0
ENSG00000183569,33,79,47,170,195,164,256
ENSG00000183570,3,166,169,42,15,83,13
ENSG00000183571,3,59,87,0,0,2,3
ENSG00000183576,166,53,42,1412,1875,1128,1727
ENSG00000183578,0,18,12,0,0,0,0
ENSG00000183579,14,146,236,12,32,26,48
ENSG00000183580,6,117,101,0,0,0,0
ENSG00000183586,0,0,3,0,0,1,0
ENSG00000183597,56,170,120,788,664,519,770
ENSG00000183598,0,13,5,7,11,9,4
ENSG00000183604,66,13,21,305,387,212,298
ENSG00000183605,55,49,97,194,404,411,459
ENSG00000183607,0,16,6,0,0,0,0
ENSG00000183615,0,46,59,2,24,18,23
ENSG00000183617,16,31,55,2311,2946,1913,3391
ENSG00000183621,13,84,37,248,309,227,342
ENSG00000183624,538,103,139,3243,4342,1468,5077
ENSG00000183625,3,21,36,7,0,0,1
ENSG00000183628,0,4,15,2,2,11,2
ENSG00000183629,0,6,5,0,0,0,0
ENSG00000183631,0,0,11,0,0,0,0
ENSG00000183632,0,0,0,0,0,0,0
ENSG00000183638,10,197,298,11,5,7,8
ENSG00000183640,0,3,1,0,0,0,0
ENSG00000183643,2,28,8,0,0,0,0
ENSG00000183644,4,94,92,0,0,0,0
ENSG00000183647,78,150,160,301,334,281,474
ENSG00000183648,25,66,38,1082,1472,898,1302
ENSG00000183654,1,28,25,0,0,0,0
ENSG00000183655,3,191,134,54,49,51,67
ENSG00000183662,1,59,63,0,0,0,0
ENSG00000183663,0,4,0,0,0,0,0
ENSG00000183665,58,14,11,923,840,683,788
ENSG00000183666,68,60,52,584,632,658,819
ENSG00000183668,5,38,16,0,0,0,0
ENSG00000183671,0,63,64,0,0,0,0
ENSG00000183674,0,66,76,0,0,0,0
ENSG00000183682,16,91,110,173,187,308,252
ENSG00000183684,33,30,81,2360,2262,1513,2770
ENSG00000183688,2,71,41,11,35,8,95
ENSG00000183690,1,39,23,6,7,6,15
ENSG00000183691,1,31,33,0,0,0,0
ENSG00000183695,0,22,7,0,0,0,0
ENSG00000183696,10,67,82,81,46,146,240
ENSG00000183704,0,0,0,0,0,0,0
ENSG00000183706,0,0,0,0,0,0,0
ENSG00000183709,1,25,26,0,0,0,0
ENSG00000183715,7,66,25,0,0,0,0
ENSG00000183718,100,158,152,1218,1156,1229,1557
ENSG00000183722,3,58,69,1,0,0,7
ENSG00000183723,6,131,218,10,17,28,25
ENSG00000183726,424,58,61,3111,3314,1738,3592
ENSG00000183733,3,12,16,0,0,0,0
ENSG00000183734,0,17,38,19,0,2,4
ENSG00000183735,109,201,127,2531,1867,1277,1756
ENSG00000183741,146,99,126,2798,2513,3497,3234
ENSG00000183742,8,25,46,280,424,319,393
ENSG00000183747,3,65,56,0,0,0,1
ENSG00000183751,46,131,290,1606,1317,1221,2288
ENSG00000183753,0,0,0,0,0,0,0
ENSG00000183760,0,56,82,0,0,0,0
ENSG00000183762,3,199,143,0,2,3,3
ENSG00000183763,20,34,54,183,176,198,256
ENSG00000183765,88,127,52,597,867,514,965
ENSG00000183770,0,18,36,1,2,0,0
ENSG00000183773,9,105,168,42,37,57,131
ENSG00000183775,5,80,81,3,0,0,3
ENSG00000183778,5,91,64,0,0,0,1
ENSG00000183779,4,32,42,6157,3567,1111,3206
ENSG00000183780,0,42,41,0,0,0,0
ENSG00000183783,1,46,49,0,0,4,7
ENSG00000183784,30,53,87,82,83,31,74
ENSG00000183785,13,70,69,55,33,5,13
ENSG00000183793,4,15,7,217,233,192,516
ENSG00000183795,0,0,0,0,0,0,0
ENSG00000183798,3,108,138,1,0,1,0
ENSG00000183801,29,60,66,8,14,13,15
ENSG00000183807,0,16,18,0,0,0,5
ENSG00000183808,88,97,43,1066,1080,710,988
ENSG00000183813,4,20,36,1,0,0,0
ENSG00000183814,24,60,77,387,477,209,428
ENSG00000183822,1,21,6,1,3,2,1
ENSG00000183826,139,182,93,1732,2039,1491,2089
ENSG00000183828,15,88,160,161,254,326,453
ENSG00000183831,1,22,25,1,0,0,0
ENSG00000183833,7,85,32,2,1,13,2
ENSG00000183837,2,72,106,105,76,91,248
ENSG00000183840,1,77,33,0,0,0,0
ENSG00000183844,3,84,64,13,5,1,5
ENSG00000183850,1,46,58,0,42,9,62
ENSG00000183853,0,128,94,0,1,0,2
ENSG00000183856,0,106,74,2,0,1,3
ENSG00000183862,1,38,30,0,0,0,0
ENSG00000183864,394,80,137,1871,1685,1960,2650
ENSG00000183873,1,173,128,8,6,11,12
ENSG00000183876,0,106,107,1,0,1,0
ENSG00000183878,0,0,0,0,0,0,1
ENSG00000183888,0,56,68,1,0,0,0
ENSG00000183889,6,2,6,5,7,1,6
ENSG00000183891,92,53,27,2393,1803,2173,2530
ENSG00000183908,1,68,20,0,0,0,0
ENSG00000183909,0,12,6,1,0,0,0
ENSG00000183911,0,9,10,2,1,0,1
ENSG00000183914,8,478,529,4,1,0,0
ENSG00000183918,0,21,23,2,3,0,0
ENSG00000183921,13,97,135,49,45,35,31
ENSG00000183929,0,66,86,0,0,0,0
ENSG00000183935,14,104,131,138,210,64,170
ENSG00000183938,0,4,2,0,0,0,0
ENSG00000183943,606,70,57,6709,7011,3588,5909
ENSG00000183955,36,66,141,1258,1406,1348,1895
ENSG00000183960,80,45,37,4509,1939,3421,4413
ENSG00000183963,16,279,461,50,32,53,88
ENSG00000183971,5,32,57,1,3,2,7
ENSG00000183977,9,14,12,215,202,265,271
ENSG00000183978,89,28,20,406,404,207,363
ENSG00000183979,0,0,0,0,0,0,0
ENSG00000183981,0,3,7,0,0,0,0
ENSG00000184005,41,34,16,208,457,201,439
ENSG00000184007,1249,75,231,13630,16096,8772,14664
ENSG00000184009,5209,161,1572,10895,20476,10499,18617
ENSG00000184012,3,175,135,11,4,0,0
ENSG00000184014,520,101,106,5936,5209,3056,4944
ENSG00000184022,2,69,17,0,15,49,21
ENSG00000184029,0,8,8,0,0,0,0
ENSG00000184032,0,0,1,0,0,0,0
ENSG00000184033,0,0,0,0,0,0,0
ENSG00000184047,57,110,158,290,198,363,377
ENSG00000184055,0,12,28,0,0,0,0
ENSG00000184056,22,62,40,276,191,234,328
ENSG00000184058,3,72,140,7,3,5,2
ENSG00000184060,87,75,70,330,488,361,381
ENSG00000184068,27,32,34,91,91,92,142
ENSG00000184076,41,15,7,577,609,337,660
ENSG00000184083,104,205,121,672,724,621,1121
ENSG00000184084,0,0,0,0,0,0,0
ENSG00000184100,18,51,73,22,32,51,70
ENSG00000184106,0,11,2,64,25,28,13
ENSG00000184108,0,38,19,0,0,0,0
ENSG00000184110,15,8,15,148,187,170,301
ENSG00000184111,2,24,20,0,1,1,0
ENSG00000184113,3,69,143,0,0,1,2
ENSG00000184115,0,4,1,0,0,0,0
ENSG00000184117,188,68,103,1241,1498,1027,1615
ENSG00000184139,1,0,0,24,2,3,9
ENSG00000184140,1,3,11,0,0,0,1
ENSG00000184144,18,374,192,3,2,1,2
ENSG00000184148,0,7,7,0,0,0,0
ENSG00000184154,28,65,51,90,80,133,111
ENSG00000184155,0,11,3,0,0,0,0
ENSG00000184156,3,61,48,1,0,4,0
ENSG00000184160,0,16,61,0,0,0,0
ENSG00000184162,20,40,23,522,688,501,801
ENSG00000184163,0,31,60,86,46,90,142
ENSG00000184164,79,209,284,900,1511,1188,2073
ENSG00000184166,0,24,49,0,0,0,0
ENSG00000184178,140,78,70,485,619,399,680
ENSG00000184182,81,66,76,676,660,365,637
ENSG00000184185,1,133,110,0,0,0,0
ENSG00000184188,3,35,70,0,1,0,0
ENSG00000184194,1,83,63,20,23,27,41
ENSG00000184203,884,66,106,8757,8869,8405,10626
ENSG00000184205,167,53,114,8057,4188,6051,6968
ENSG00000184206,1,0,2,3,2,0,2
ENSG00000184207,20,47,57,697,1024,774,1302
ENSG00000184208,32,145,164,1126,872,966,1112
ENSG00000184209,95,29,21,903,1002,1180,1457
ENSG00000184210,0,12,2,0,1,0,1
ENSG00000184216,282,149,197,10993,14087,10420,16137
ENSG00000184220,64,53,17,634,858,464,787
ENSG00000184221,0,17,42,0,0,0,0
ENSG00000184224,2,48,70,0,1,0,0
ENSG00000184226,198,183,348,3522,8976,2426,9723
ENSG00000184227,5,24,0,90,87,465,65
ENSG00000184232,6,51,72,21,60,101,64
ENSG00000184254,1,83,135,2,1,0,1
ENSG00000184260,3,17,7,91,123,69,137
ENSG00000184261,3,191,238,20,18,16,35
ENSG00000184270,0,9,4,8,5,7,4
ENSG00000184271,120,120,103,1661,949,1663,1754
ENSG00000184274,0,37,64,1,0,0,0
ENSG00000184276,0,32,26,0,0,0,0
ENSG00000184277,430,201,210,2484,2653,2248,3246
ENSG00000184281,24,127,181,1999,1966,1362,2122
ENSG00000184292,0,20,55,0,0,0,0
ENSG00000184293,32,25,26,763,435,310,263
ENSG00000184302,2,88,84,0,0,0,0
ENSG00000184303,0,4,16,0,0,0,0
ENSG00000184304,0,42,28,48,26,121,0
ENSG00000184305,99,56,55,2859,1679,984,1028
ENSG00000184307,161,89,138,2000,2208,2268,3191
ENSG00000184313,1,15,27,0,0,0,0
ENSG00000184319,20,60,43,322,417,230,515
ENSG00000184321,2,10,0,0,0,0,1
ENSG00000184330,0,23,35,0,0,0,0
ENSG00000184343,4,131,226,94,70,117,133
ENSG00000184344,0,16,37,0,0,0,0
ENSG00000184345,3,18,42,0,0,0,0
ENSG00000184347,4,168,181,1,0,1,0
ENSG00000184349,2,26,21,0,0,0,0
ENSG00000184350,0,66,151,0,0,0,0
ENSG00000184351,0,14,0,0,0,0,0
ENSG00000184357,2,16,28,7,0,0,5
ENSG00000184361,12,51,45,45,28,26,18
ENSG00000184363,0,86,126,2,1,5,2
ENSG00000184368,11,63,61,47,105,45,131
ENSG00000184371,2,70,115,18,13,0,9
ENSG00000184374,1,3,19,0,0,0,0
ENSG00000184378,0,61,65,34,11,8,7
ENSG00000184381,37,176,259,1938,1742,1441,2212
ENSG00000184384,180,27,33,2881,3023,1882,2691
ENSG00000184385,2,43,34,8,3,0,0
ENSG00000184388,0,37,22,0,0,0,0
ENSG00000184389,1,15,29,4,1,2,4
ENSG00000184394,0,4,10,0,0,0,0
ENSG00000184402,36,164,294,666,828,697,992
ENSG00000184408,0,48,84,0,0,0,0
ENSG00000184414,1,12,27,0,2,3,2
ENSG00000184423,3,7,5,2,0,2,3
ENSG00000184428,54,260,397,889,1354,1692,1777
ENSG00000184432,165,77,34,1342,1294,931,1347
ENSG00000184434,4,21,2,3,1,5,5
ENSG00000184436,51,75,74,2276,1829,1996,2612
ENSG00000184441,14,32,73,374,254,491,486
ENSG00000184445,134,181,290,2914,1555,2153,2413
ENSG00000184451,4,6,25,41,29,19,17
ENSG00000184454,5,66,19,0,0,4,0
ENSG00000184459,0,65,27,0,1,0,0
ENSG00000184465,201,279,369,1102,1785,1521,2485
ENSG00000184470,74,320,226,878,856,827,1216
ENSG00000184471,2,62,120,0,0,0,0
ENSG00000184478,1,55,59,1,0,0,0
ENSG00000184481,50,46,21,2847,2793,1896,2933
ENSG00000184486,3,68,121,1,1,1,2
ENSG00000184489,2,83,186,928,295,540,251
ENSG00000184492,0,41,22,5,3,2,2
ENSG00000184497,7,165,279,112,39,123,133
ENSG00000184500,2,89,103,0,0,0,1
ENSG00000184502,1,11,16,0,0,0,0
ENSG00000184507,2,89,93,0,6,5,5
ENSG00000184508,10,81,135,350,373,233,367
ENSG00000184515,4,15,11,12,4,80,25
ENSG00000184517,37,34,41,546,508,394,722
ENSG00000184523,0,25,13,15,9,11,9
ENSG00000184524,0,29,25,2,3,6,11
ENSG00000184530,2,26,19,5,5,0,8
ENSG00000184544,0,49,22,0,0,0,0
ENSG00000184545,0,52,80,930,562,1212,1124
ENSG00000184557,7,41,63,10230,4175,2066,1129
ENSG00000184560,0,26,53,0,0,0,0
ENSG00000184564,0,15,2,0,0,0,0
ENSG00000184566,0,18,13,0,0,0,0
ENSG00000184571,1,94,70,0,0,0,0
ENSG00000184574,324,103,158,1158,1335,986,1404
ENSG00000184575,237,130,232,3184,3041,2931,3510
ENSG00000184584,5,45,24,14,6,7,11
ENSG00000184588,991,80,97,32824,32188,14446,32450
ENSG00000184599,0,75,68,0,0,0,1
ENSG00000184601,0,73,144,0,0,0,0
ENSG00000184602,223,72,99,11785,9208,6142,10473
ENSG00000184608,3,96,37,5,1,1,1
ENSG00000184611,0,7,14,3,6,3,5
ENSG00000184612,0,0,5,3,2,4,7
ENSG00000184613,3,84,75,0,0,1,0
ENSG00000184616,7,17,12,29,45,46,70
ENSG00000184617,0,12,4,1,0,3,0
ENSG00000184619,73,160,188,405,357,571,508
ENSG00000184624,0,2,1,0,0,0,0
ENSG00000184634,979,301,378,3657,3086,3019,3523
ENSG00000184635,27,43,33,312,354,240,405
ENSG00000184640,437,398,526,22388,26889,18632,28124
ENSG00000184647,5,58,24,0,0,0,0
ENSG00000184650,1,29,105,2,2,1,1
ENSG00000184659,0,12,13,1,5,0,0
ENSG00000184661,7,33,64,4,10,5,15
ENSG00000184669,0,62,42,0,0,0,1
ENSG00000184672,2,65,49,0,0,0,0
ENSG00000184675,43,29,60,877,1101,1134,1120
ENSG00000184677,391,150,85,6925,5633,7505,9400
ENSG00000184678,57,68,42,631,870,390,640
ENSG00000184697,2,63,101,0,0,0,0
ENSG00000184698,4,28,5,2,1,0,1
ENSG00000184702,0,14,17,0,0,0,0
ENSG00000184708,252,44,59,1410,1407,1166,1582
ENSG00000184709,0,25,20,0,1,0,0
ENSG00000184716,0,0,0,0,0,0,0
ENSG00000184719,19,74,37,198,210,124,188
ENSG00000184724,0,0,0,0,0,0,0
ENSG00000184730,0,71,12,155,200,80,185
ENSG00000184731,1,85,102,9,3,5,13
ENSG00000184735,5,4,9,0,0,0,0
ENSG00000184741,0,9,0,0,0,0,0
ENSG00000184743,482,94,145,1753,2464,1463,2080
ENSG00000184752,157,99,55,854,939,550,839
ENSG00000184761,0,0,0,0,0,0,0
ENSG00000184774,2,39,77,0,0,3,0
ENSG00000184785,4,19,46,30,71,23,3
ENSG00000184786,33,56,75,142,112,187,221
ENSG00000184787,609,258,272,7842,10012,7489,12208
ENSG00000184788,0,40,39,1,0,0,0
ENSG00000184789,0,0,7,0,0,0,0
ENSG00000184792,13,124,141,62,87,94,108
ENSG00000184795,0,18,18,1,1,0,2
ENSG00000184809,0,134,61,0,0,0,0
ENSG00000184811,2,88,51,0,0,0,1
ENSG00000184814,1,64,63,0,0,0,0
ENSG00000184828,1,152,187,0,0,0,0
ENSG00000184831,14,19,19,133,145,83,158
ENSG00000184838,1,44,26,1,3,0,15
ENSG00000184840,140,95,208,3320,3885,2026,3758
ENSG00000184844,2,6,11,4,1,6,9
ENSG00000184845,4,75,98,0,0,0,0
ENSG00000184856,0,18,4,0,0,0,0
ENSG00000184857,20,30,18,187,264,190,311
ENSG00000184860,48,85,144,205,246,228,442
ENSG00000184863,623,226,272,10122,9772,9469,13636
ENSG00000184867,114,43,19,820,635,723,678
ENSG00000184887,77,69,121,1822,1583,1300,1952
ENSG00000184895,0,0,0,0,0,0,0
ENSG00000184897,109,11,26,10752,13089,11422,15723
ENSG00000184898,23,69,86,1213,851,719,886
ENSG00000184900,313,119,136,6757,6569,4882,8313
ENSG00000184903,26,28,26,206,263,263,306
ENSG00000184905,0,75,98,0,0,4,3
ENSG00000184906,0,0,0,0,0,0,0
ENSG00000184908,0,131,173,1,0,0,1
ENSG00000184911,0,0,0,7,6,3,6
ENSG00000184916,2,117,274,27,22,12,46
ENSG00000184922,862,173,266,12788,10708,11922,16223
ENSG00000184923,0,13,34,75,51,42,65
ENSG00000184924,41,57,36,269,363,268,500
ENSG00000184925,2,48,92,13,24,40,54
ENSG00000184933,0,8,21,0,0,1,0
ENSG00000184937,11,177,120,0,0,0,0
ENSG00000184939,223,93,78,1716,1437,1560,1856
ENSG00000184945,0,34,47,0,0,0,0
ENSG00000184949,7,181,121,3,4,8,0
ENSG00000184954,1,7,18,0,0,0,0
ENSG00000184956,4,593,797,30,7,58,16
ENSG00000184961,0,0,0,0,0,0,0
ENSG00000184967,16,97,103,753,820,811,1241
ENSG00000184979,24,44,57,2760,1055,15,120
ENSG00000184983,138,48,80,1364,2217,1313,2073
ENSG00000184984,5,41,50,25,19,23,33
ENSG00000184985,5,230,155,1,0,0,2
ENSG00000184986,1,24,63,72,218,48,156
ENSG00000184988,256,43,56,656,812,474,754
ENSG00000184990,102,182,179,2724,3041,2628,4064
ENSG00000184991,0,0,0,0,0,0,0
ENSG00000184992,453,77,83,1174,2106,987,2332
ENSG00000184995,0,1,3,0,0,0,0
ENSG00000184999,2,26,16,0,0,0,0
ENSG00000185000,72,97,211,1445,1507,1741,2277
ENSG00000185002,6,59,52,0,0,0,0
ENSG00000185008,4,163,66,0,0,0,0
ENSG00000185009,200,76,65,1788,2696,1581,2165
ENSG00000185010,13,117,82,29,54,140,62
ENSG00000185013,7,31,69,22,15,27,20
ENSG00000185015,24,75,106,302,396,284,317
ENSG00000185019,97,94,116,507,453,384,677
ENSG00000185022,7,102,194,821,570,370,697
ENSG00000185024,45,517,566,2218,1788,1623,2586
ENSG00000185028,0,41,64,1,1,0,0
ENSG00000185031,2,16,16,1,3,1,0
ENSG00000185033,709,251,299,24926,17260,13777,28777
ENSG00000185037,0,10,0,0,1,0,1
ENSG00000185038,4,223,84,0,0,0,0
ENSG00000185040,6,20,20,14,5,17,4
ENSG00000185043,419,46,150,5619,4237,4663,7013
ENSG00000185046,2,119,121,1,1,3,0
ENSG00000185049,38,165,183,1616,1618,1403,2120
ENSG00000185052,1,71,58,0,0,0,0
ENSG00000185053,0,46,44,1,0,2,0
ENSG00000185055,4,17,26,9,14,9,30
ENSG00000185056,0,84,50,5,3,1,0
ENSG00000185065,29,50,46,54,98,108,122
ENSG00000185069,2,58,28,0,0,0,0
ENSG00000185070,13,83,167,0,1,0,0
ENSG00000185074,0,7,5,0,0,0,2
ENSG00000185078,1,11,10,0,0,2,6
ENSG00000185085,65,82,97,905,890,545,1037
ENSG00000185088,131,242,143,1916,1609,1090,1824
ENSG00000185090,12,53,84,39,38,32,56
ENSG00000185100,8,248,317,13,4,19,21
ENSG00000185101,58,148,185,4770,1685,8225,4766
ENSG00000185104,258,63,122,1824,2240,1317,2178
ENSG00000185105,0,55,92,0,0,0,0
ENSG00000185112,85,73,135,1272,780,501,1141
ENSG00000185115,423,106,153,6749,5810,3119,5272
ENSG00000185122,74,127,246,4728,3429,4175,5422
ENSG00000185127,118,35,88,2278,1885,1951,2776
ENSG00000185129,256,207,274,834,906,622,924
ENSG00000185130,0,15,2,0,2,1,1
ENSG00000185133,0,110,101,1,1,5,1
ENSG00000185149,0,45,45,0,0,0,0
ENSG00000185155,3,48,48,17,4,7,3
ENSG00000185156,0,67,41,3,3,3,2
ENSG00000185158,57,121,99,1000,874,979,1295
ENSG00000185163,155,179,339,2859,2643,2995,3811
ENSG00000185164,44,9,42,330,296,289,423
ENSG00000185168,1,66,56,0,0,0,0
ENSG00000185176,0,29,43,0,0,0,0
ENSG00000185177,1,13,24,0,0,0,0
ENSG00000185182,0,2,5,0,0,0,0
ENSG00000185186,0,7,3,0,0,0,1
ENSG00000185187,39,101,240,1477,1035,2760,2983
ENSG00000185189,28,131,117,458,520,969,1050
ENSG00000185198,1,23,23,0,0,0,0
ENSG00000185201,401,38,119,5120,4259,1802,3090
ENSG00000185203,0,1,3,1,1,0,5
ENSG00000185215,0,120,188,4,0,4,0
ENSG00000185219,264,72,87,1457,1475,1239,1799
ENSG00000185220,168,77,87,767,839,482,736
ENSG00000185221,2,41,27,0,0,0,0
ENSG00000185222,0,25,16,2,4,7,5
ENSG00000185231,0,57,20,0,0,0,0
ENSG00000185236,54,52,64,3923,3218,3476,5026
ENSG00000185238,71,60,63,843,779,710,1148
ENSG00000185245,11,50,50,65,63,101,81
ENSG00000185246,137,50,70,4574,3548,3737,5043
ENSG00000185247,2,93,102,1,0,0,0
ENSG00000185250,8,83,85,41,50,39,57
ENSG00000185252,60,178,244,413,455,386,402
ENSG00000185261,6,117,81,118,94,93,118
ENSG00000185262,90,21,38,13179,14747,6200,14536
ENSG00000185264,0,22,18,0,0,0,0
ENSG00000185267,5,37,35,96,83,122,124
ENSG00000185269,0,67,118,1,2,1,2
ENSG00000185271,2,80,133,24,33,6,21
ENSG00000185272,6,51,40,329,124,351,249
ENSG00000185274,3,58,65,0,1,0,0
ENSG00000185275,0,0,0,5,7,1,7
ENSG00000185278,89,125,118,3491,3168,2966,4067
ENSG00000185290,0,32,36,1,0,0,0
ENSG00000185291,52,78,84,1005,1079,2576,2306
ENSG00000185294,0,52,73,0,0,0,0
ENSG00000185296,0,8,5,0,0,0,0
ENSG00000185298,56,60,132,2173,1969,1675,3015
ENSG00000185303,0,17,8,0,0,0,1
