ensembl_gene_id,naiveB_S3R1,naiveB_S3R2,naiveB_S3R3
ENSG00000134222,0,0,0
ENSG00000231987,0,1,0
ENSG00000228057,43,15,3
ENSG00000261593,0,0,1
ENSG00000224445,0,0,0
ENSG00000229842,0,4,2
ENSG00000270631,0,0,0
ENSG00000229201,0,0,0
ENSG00000181656,0,0,0
ENSG00000122481,22,42,17
ENSG00000198162,2221,2153,1053
ENSG00000238198,12,7,14
ENSG00000171517,0,0,1
ENSG00000228852,24,17,7
ENSG00000203864,0,0,0
ENSG00000233482,0,0,0
ENSG00000230250,0,0,0
ENSG00000287374,0,0,0
ENSG00000232878,67,24,8
ENSG00000143079,34,62,13
ENSG00000275064,0,0,0
ENSG00000134243,16,1,8
ENSG00000227034,11,6,0
ENSG00000232450,4,8,1
ENSG00000223575,16,6,4
ENSG00000230768,0,0,0
ENSG00000162643,0,3,0
ENSG00000235527,198,5,2
ENSG00000235202,0,1,0
ENSG00000272715,0,0,0
ENSG00000235038,7,0,0
ENSG00000143093,436,777,499
ENSG00000188761,47,33,50
ENSG00000226415,2,1,0
ENSG00000085491,614,578,267
ENSG00000117598,0,2,0
ENSG00000221986,0,0,0
ENSG00000173947,15,4,2
ENSG00000241361,4,1,0
ENSG00000230434,0,1,0
ENSG00000230718,1,2,0
ENSG00000134198,6,0,0
ENSG00000235595,0,0,0
ENSG00000226053,0,0,0
ENSG00000226128,7,2,4
ENSG00000198799,718,623,318
ENSG00000279513,50,37,38
ENSG00000143106,456,484,204
ENSG00000117620,514,641,332
ENSG00000280186,0,1,0
ENSG00000280099,0,6,1
ENSG00000223906,0,0,0
ENSG00000162688,693,845,318
ENSG00000197106,0,2,0
ENSG00000259946,0,0,0
ENSG00000236137,0,0,1
ENSG00000203859,0,2,0
ENSG00000228086,9,4,1
ENSG00000213421,0,0,0
ENSG00000134242,1646,1022,521
ENSG00000234020,0,0,0
ENSG00000060718,0,0,0
ENSG00000236804,61,61,14
ENSG00000231072,0,0,0
ENSG00000273406,3,2,3
ENSG00000185946,975,1614,438
ENSG00000162627,0,0,1
ENSG00000134262,386,715,223
ENSG00000226715,0,1,0
ENSG00000031698,368,739,135
ENSG00000162695,459,667,232
ENSG00000226419,115,136,69
ENSG00000134184,57,190,21
ENSG00000286620,1,0,0
ENSG00000265808,312,451,231
ENSG00000162601,2612,4286,1385
ENSG00000261290,0,0,0
ENSG00000275129,0,1,0
ENSG00000225923,0,0,0
ENSG00000134247,0,7,0
ENSG00000187481,0,0,0
ENSG00000116752,564,453,213
ENSG00000162664,1061,1967,1270
ENSG00000236866,28,3,0
ENSG00000286172,12,1,0
ENSG00000134253,3,15,1
ENSG00000277655,0,0,0
ENSG00000223416,1,0,5
ENSG00000213226,14,2,0
ENSG00000179571,23,24,6
ENSG00000227850,0,0,0
ENSG00000243967,0,0,0
ENSG00000235777,3,0,0
ENSG00000260246,0,0,0
ENSG00000173218,1,1,4
ENSG00000285532,0,0,0
ENSG00000278182,0,0,0
ENSG00000226755,0,0,0
ENSG00000232650,0,0,0
ENSG00000183508,4069,4519,3727
ENSG00000227712,0,0,4
ENSG00000174827,5,11,1
ENSG00000234225,0,8,0
ENSG00000277095,0,0,0
ENSG00000236806,0,1,0
ENSG00000272150,10,16,2
ENSG00000234283,0,0,0
ENSG00000237188,2,1,2
ENSG00000270231,87,124,24
ENSG00000232780,0,0,0
ENSG00000136631,387,496,135
ENSG00000274927,0,0,0
ENSG00000261737,7,2,2
ENSG00000264145,0,0,0
ENSG00000258673,0,1,0
ENSG00000238256,0,0,0
ENSG00000265491,680,960,340
ENSG00000198765,0,0,0
ENSG00000224335,0,0,0
ENSG00000277702,0,0,0
ENSG00000143398,717,1094,571
ENSG00000196505,951,851,285
ENSG00000117360,830,1684,472
ENSG00000225871,40,51,14
ENSG00000223489,0,0,0
ENSG00000118655,167,89,41
ENSG00000230546,2,0,0
ENSG00000213262,4,1,6
ENSG00000285554,53,24,3
ENSG00000232536,26,0,0
ENSG00000287015,0,0,0
ENSG00000241720,0,0,0
ENSG00000235526,0,0,0
ENSG00000228347,0,0,0
ENSG00000276975,1,0,0
ENSG00000236012,0,0,0
ENSG00000270911,44,18,2
ENSG00000272824,0,0,0
ENSG00000134200,0,0,0
ENSG00000143442,1974,2869,964
ENSG00000234257,0,0,0
ENSG00000118292,14,14,1
ENSG00000231128,7,10,4
ENSG00000065183,76,325,103
ENSG00000023902,530,651,182
ENSG00000227082,9,2,3
ENSG00000228626,0,0,0
ENSG00000226126,1,3,0
ENSG00000163393,29,55,9
ENSG00000163156,185,346,95
ENSG00000143631,0,0,0
ENSG00000156150,0,0,0
ENSG00000228453,0,1,0
ENSG00000274642,0,0,0
ENSG00000177551,0,0,0
ENSG00000197323,2598,4087,1339
ENSG00000213244,0,0,0
ENSG00000233029,0,0,0
ENSG00000237975,10,5,1
ENSG00000261168,0,1,0
ENSG00000287980,0,1,0
ENSG00000229283,0,0,0
ENSG00000271419,0,0,0
ENSG00000178104,339,703,114
ENSG00000226172,0,1,1
ENSG00000079335,466,450,166
ENSG00000143119,5426,7053,1488
ENSG00000237278,0,0,0
ENSG00000226167,16,22,8
ENSG00000285062,0,0,0
ENSG00000117362,288,403,140
ENSG00000233432,3,11,9
ENSG00000227700,0,0,1
ENSG00000229911,0,0,0
ENSG00000143520,0,0,0
ENSG00000171943,49,48,33
ENSG00000270719,3,0,0
ENSG00000155761,1,7,2
ENSG00000159208,0,5,0
ENSG00000230806,4,1,3
ENSG00000116830,277,410,87
ENSG00000143556,0,0,0
ENSG00000227242,13,7,1
ENSG00000234422,0,0,0
ENSG00000163218,0,0,0
ENSG00000227056,4,4,1
ENSG00000143614,2949,3949,1157
ENSG00000227091,0,0,0
ENSG00000169418,1,0,0
ENSG00000214204,1,0,0
ENSG00000081026,24,18,4
ENSG00000225650,0,6,6
ENSG00000227179,0,0,0
ENSG00000224965,10,6,0
ENSG00000228127,0,0,0
ENSG00000226984,0,4,6
ENSG00000197364,0,0,0
ENSG00000273481,4,1,0
ENSG00000186150,0,0,0
ENSG00000143554,37,20,9
ENSG00000143458,413,683,254
ENSG00000230932,0,0,0
ENSG00000223861,6,0,0
ENSG00000118298,27,124,27
ENSG00000143595,0,1,0
ENSG00000073754,0,0,0
ENSG00000143546,17,6,10
ENSG00000233712,3,2,0
ENSG00000228826,0,0,0
ENSG00000233907,0,0,0
ENSG00000225036,0,0,0
ENSG00000228420,0,0,0
ENSG00000233839,0,1,0
ENSG00000250890,0,0,1
ENSG00000232240,0,0,0
ENSG00000143416,6,0,0
ENSG00000227217,66,79,8
ENSG00000272583,15,21,6
ENSG00000280649,9,19,5
ENSG00000131781,328,538,96
ENSG00000223599,34,73,9
ENSG00000283342,1,3,0
ENSG00000224645,0,0,0
ENSG00000230921,0,0,0
ENSG00000286151,0,0,0
ENSG00000234388,0,0,2
ENSG00000235015,0,0,0
ENSG00000271736,0,14,0
ENSG00000235988,0,0,0
ENSG00000233717,0,0,0
ENSG00000231551,194,209,55
ENSG00000163220,4,2,9
ENSG00000224784,0,0,0
ENSG00000227295,46,1,0
ENSG00000163155,6,30,7
ENSG00000143603,14,3,3
ENSG00000270392,2,6,0
ENSG00000243613,0,0,0
ENSG00000241975,26,52,18
ENSG00000271143,0,0,0
ENSG00000162738,3,19,10
ENSG00000270976,0,0,0
ENSG00000228217,0,3,0
ENSG00000270342,0,0,0
ENSG00000143552,33,43,11
ENSG00000246203,6,17,3
ENSG00000175984,37,47,8
ENSG00000231100,0,0,0
ENSG00000203783,0,0,0
ENSG00000143549,9325,7323,1781
ENSG00000116824,1,5,1
ENSG00000235887,0,0,0
ENSG00000237460,0,0,0
ENSG00000236327,1,8,6
ENSG00000088035,207,324,134
ENSG00000223804,1,5,1
ENSG00000236887,0,1,1
ENSG00000230779,2,0,0
ENSG00000024526,0,3,2
ENSG00000236480,1,0,0
ENSG00000235756,2,1,0
ENSG00000225603,1,3,0
ENSG00000173810,0,3,0
ENSG00000235005,0,1,0
ENSG00000271890,0,0,0
ENSG00000238107,0,0,0
ENSG00000198019,2,0,0
ENSG00000286005,0,0,0
ENSG00000227425,0,2,0
ENSG00000233222,0,0,0
ENSG00000225279,1,7,2
ENSG00000229101,0,0,0
ENSG00000224927,0,0,0
ENSG00000239216,0,0,0
ENSG00000283360,13,4,6
ENSG00000258465,0,6,0
ENSG00000288460,0,0,0
ENSG00000117262,47,84,24
ENSG00000203782,0,0,0
ENSG00000227907,1,0,0
ENSG00000163263,3,8,3
ENSG00000237076,0,0,0
ENSG00000143624,675,1279,187
ENSG00000227970,0,0,0
ENSG00000163221,3,0,3
ENSG00000261055,0,0,0
ENSG00000231613,0,0,0
ENSG00000137947,543,932,388
ENSG00000231700,4,4,0
ENSG00000236689,0,0,0
ENSG00000233589,0,0,0
ENSG00000117586,32,116,11
ENSG00000239887,0,0,0
ENSG00000184330,0,0,0
ENSG00000230946,12,14,11
ENSG00000226028,0,0,0
ENSG00000162728,8,29,15
ENSG00000229021,4,4,0
ENSG00000231029,4,0,0
ENSG00000203825,0,1,0
ENSG00000184371,0,2,1
ENSG00000233449,0,0,0
ENSG00000242943,0,0,0
ENSG00000233203,0,0,0
ENSG00000232366,0,4,0
ENSG00000232499,1,0,0
ENSG00000143375,8,0,0
ENSG00000232265,16,9,2
ENSG00000163154,12,17,2
ENSG00000232995,30,32,8
ENSG00000236957,0,0,0
ENSG00000143569,2022,3888,1065
ENSG00000238087,0,4,0
ENSG00000227777,0,0,1
ENSG00000287218,0,0,2
ENSG00000230832,5,6,7
ENSG00000177173,26,1,4
ENSG00000277406,10,15,0
ENSG00000238022,0,0,0
ENSG00000231671,0,0,0
ENSG00000162729,105,133,24
ENSG00000143158,183,257,100
ENSG00000237008,0,0,0
ENSG00000271092,2,12,6
ENSG00000162739,1729,2653,495
ENSG00000238118,2,0,0
ENSG00000276118,0,0,0
ENSG00000232148,0,0,0
ENSG00000278811,35,115,25
ENSG00000117281,13,74,38
ENSG00000000460,114,295,25
ENSG00000188859,0,7,0
ENSG00000163564,444,117,30
ENSG00000275075,0,0,0
ENSG00000135862,903,1992,395
ENSG00000232952,4,3,4
ENSG00000158473,231,200,78
ENSG00000227722,1,0,1
ENSG00000285636,0,0,0
ENSG00000285922,0,0,0
ENSG00000233411,0,0,0
ENSG00000275801,15,24,1
ENSG00000143198,405,474,111
ENSG00000203781,0,0,0
ENSG00000143318,9,6,1
ENSG00000143297,7475,2020,900
ENSG00000162736,772,1626,417
ENSG00000117560,0,0,0
ENSG00000232188,0,0,0
ENSG00000232212,0,0,0
ENSG00000171722,0,0,0
ENSG00000143621,952,1894,476
ENSG00000241042,0,0,0
ENSG00000143155,356,541,373
ENSG00000260322,0,0,0
ENSG00000223495,0,0,0
ENSG00000241666,154,99,51
ENSG00000143156,130,104,65
ENSG00000198771,4705,8504,1512
ENSG00000225462,1,1,0
ENSG00000237756,0,1,0
ENSG00000116147,90,32,9
ENSG00000213064,4003,4655,1833
ENSG00000203307,2,0,0
ENSG00000143179,53,43,10
ENSG00000271187,0,0,0
ENSG00000260360,0,3,0
ENSG00000274562,0,0,0
ENSG00000143315,130,58,28
ENSG00000227094,0,3,0
ENSG00000116199,328,622,202
ENSG00000231175,0,0,0
ENSG00000143185,0,0,0
ENSG00000235145,69,13,1
ENSG00000116260,49,155,35
ENSG00000272931,29,48,21
ENSG00000143190,1695,2204,1150
ENSG00000225475,0,0,4
ENSG00000230898,0,0,0
ENSG00000234998,0,0,0
ENSG00000232223,0,0,0
ENSG00000224698,0,0,0
ENSG00000287697,161,131,38
ENSG00000075945,241,267,99
ENSG00000235303,0,0,0
ENSG00000162779,2,7,7
ENSG00000273160,0,1,0
ENSG00000234810,0,3,0
ENSG00000232750,88,17,8
ENSG00000224468,34,25,2
ENSG00000235628,0,1,0
ENSG00000232551,0,3,2
ENSG00000229785,0,0,0
ENSG00000092607,7,4,3
ENSG00000238270,0,0,0
ENSG00000285894,0,0,0
ENSG00000234425,2,9,2
ENSG00000236025,0,0,0
ENSG00000230687,0,0,0
ENSG00000230704,0,0,0
ENSG00000283255,0,0,0
ENSG00000227741,51,23,5
ENSG00000237049,1,0,0
ENSG00000269887,0,0,0
ENSG00000235082,11,17,5
ENSG00000286754,0,0,0
ENSG00000232751,0,0,0
ENSG00000254913,0,0,0
ENSG00000236364,4,2,3
ENSG00000117091,2321,1332,810
ENSG00000235378,0,0,0
ENSG00000122218,1422,1799,670
ENSG00000143171,0,0,0
ENSG00000272033,148,170,123
ENSG00000275767,0,0,0
ENSG00000224718,0,3,0
ENSG00000047410,3496,5773,1910
ENSG00000231992,0,0,0
ENSG00000270209,0,0,0
ENSG00000018625,0,2,0
ENSG00000171806,87,182,134
ENSG00000224261,12,4,0
ENSG00000287919,5,1,1
ENSG00000229914,1,3,3
ENSG00000198574,0,1,1
ENSG00000233882,0,0,0
ENSG00000198358,0,0,0
ENSG00000229407,0,0,1
ENSG00000134216,0,0,0
ENSG00000230748,0,0,0
ENSG00000254154,0,0,0
ENSG00000162694,24,41,8
ENSG00000132716,710,1638,412
ENSG00000288574,0,0,0
ENSG00000238108,0,0,0
ENSG00000214262,0,0,0
ENSG00000183853,0,2,0
ENSG00000143401,1546,1698,1602
ENSG00000215835,0,4,1
ENSG00000118197,584,564,160
ENSG00000135842,171,92,64
ENSG00000227621,0,0,0
ENSG00000229258,0,1,0
ENSG00000287472,0,0,1
ENSG00000227776,0,0,0
ENSG00000242193,0,0,0
ENSG00000241318,0,0,0
ENSG00000271546,0,0,0
ENSG00000255148,0,0,0
ENSG00000229699,0,1,0
ENSG00000228238,0,0,0
ENSG00000232393,4,1,4
ENSG00000121454,513,564,93
ENSG00000126070,1354,1735,615
ENSG00000275140,0,0,0
ENSG00000184155,0,1,0
ENSG00000058085,0,0,0
ENSG00000188460,1,2,3
ENSG00000260088,0,3,0
ENSG00000287978,33,18,4
ENSG00000116815,76,94,30
ENSG00000225487,0,0,0
ENSG00000224620,0,0,0
ENSG00000232917,10,2,0
ENSG00000233057,1,3,3
ENSG00000237131,0,0,0
ENSG00000116741,5536,1795,1746
ENSG00000233946,0,0,0
ENSG00000123843,1,30,2
ENSG00000143167,14,77,12
ENSG00000143184,0,0,0
ENSG00000231966,0,0,0
ENSG00000176320,5,2,0
ENSG00000260976,0,0,3
ENSG00000235215,0,0,0
ENSG00000223450,1,23,4
ENSG00000233771,0,0,0
ENSG00000171786,0,6,4
ENSG00000224691,0,3,0
ENSG00000286572,0,0,0
ENSG00000272880,0,0,0
ENSG00000235101,5,4,0
ENSG00000228215,0,0,0
ENSG00000177807,0,7,0
ENSG00000123838,3,5,0
ENSG00000000971,0,1,1
ENSG00000233626,0,1,0
ENSG00000185495,124,216,67
ENSG00000233691,0,0,0
ENSG00000283518,0,0,0
ENSG00000271527,0,0,0
ENSG00000143228,14,27,24
ENSG00000235827,0,0,0
ENSG00000231615,29,1,0
ENSG00000231714,0,0,0
ENSG00000174514,25,124,53
ENSG00000143178,65,94,13
ENSG00000224837,0,0,0
ENSG00000116833,0,0,6
ENSG00000272205,5,5,2
ENSG00000227740,31,23,16
ENSG00000135824,0,3,0
ENSG00000260990,0,0,0
ENSG00000000457,301,330,79
ENSG00000143507,552,405,172
ENSG00000285638,0,0,0
ENSG00000226520,0,0,0
ENSG00000284592,0,0,0
ENSG00000230987,5,2,8
ENSG00000232527,0,0,0
ENSG00000275392,0,0,0
ENSG00000215833,2,6,0
ENSG00000229291,0,0,0
ENSG00000228167,0,0,0
ENSG00000225325,0,0,0
ENSG00000223344,0,0,0
ENSG00000276110,0,0,0
ENSG00000228191,0,0,0
ENSG00000229961,0,0,1
ENSG00000150732,0,0,0
ENSG00000203784,0,0,0
ENSG00000157064,1,0,0
ENSG00000288139,0,0,0
ENSG00000226015,37,95,12
ENSG00000215808,0,0,0
ENSG00000059588,1040,1718,323
ENSG00000231512,0,0,0
ENSG00000143162,143,103,23
ENSG00000237379,0,0,0
ENSG00000275131,41,64,12
ENSG00000287452,0,1,0
ENSG00000232959,0,6,1
ENSG00000122224,5312,1690,878
ENSG00000243781,0,0,0
ENSG00000162782,0,0,0
ENSG00000238051,0,0,0
ENSG00000233196,0,0,0
ENSG00000229220,0,0,0
ENSG00000279061,0,0,0
ENSG00000143653,94,76,27
ENSG00000135837,4651,4880,1480
ENSG00000117595,2,12,2
ENSG00000158711,5187,6746,2353
ENSG00000227747,0,0,1
ENSG00000228081,0,0,0
ENSG00000228020,0,0,2
ENSG00000234975,1,7,0
ENSG00000162851,196,291,103
ENSG00000271427,0,9,1
ENSG00000261817,0,2,0
ENSG00000143353,294,293,105
ENSG00000197965,517,350,64
ENSG00000143493,339,388,66
ENSG00000230777,7,2,2
ENSG00000179397,35,70,12
ENSG00000224540,0,0,0
ENSG00000117592,585,824,199
ENSG00000152904,190,282,52
ENSG00000186197,1,0,0
ENSG00000229067,0,0,0
ENSG00000271554,4,10,3
ENSG00000230231,0,0,0
ENSG00000271269,0,0,0
ENSG00000227711,0,0,0
ENSG00000261182,0,0,0
ENSG00000228606,20,44,11
ENSG00000228879,0,0,1
ENSG00000227925,0,0,0
ENSG00000162670,0,0,0
ENSG00000225712,0,0,0
ENSG00000226565,0,0,0
ENSG00000162761,0,0,0
ENSG00000143199,0,5,2
ENSG00000179930,0,0,0
ENSG00000007908,7,29,2
ENSG00000092978,321,330,171
ENSG00000143499,357,401,118
ENSG00000278467,7,4,2
ENSG00000163518,11,2,1
ENSG00000188404,10158,16417,2333
ENSG00000233693,0,0,0
ENSG00000227735,0,1,0
ENSG00000243062,0,0,0
ENSG00000143196,0,0,0
ENSG00000283174,0,1,0
ENSG00000228504,1,0,0
ENSG00000274702,0,0,0
ENSG00000224462,2,0,0
ENSG00000226211,0,0,0
ENSG00000236942,13,14,1
ENSG00000287205,0,0,0
ENSG00000203697,0,1,1
ENSG00000116574,0,13,4
ENSG00000287929,0,0,0
ENSG00000186283,265,188,68
ENSG00000160856,7529,10393,1398
ENSG00000224896,0,0,0
ENSG00000226292,4,2,0
ENSG00000121481,419,424,288
ENSG00000227940,0,0,0
ENSG00000227181,0,0,0
ENSG00000117139,766,1370,369
ENSG00000143248,22,2,0
ENSG00000278455,0,0,0
ENSG00000132704,4343,5282,1283
ENSG00000224810,0,0,0
ENSG00000162814,1,5,2
ENSG00000231768,0,0,0
ENSG00000225172,0,0,0
ENSG00000261642,1,0,0
ENSG00000228239,0,0,0
ENSG00000237283,0,0,0
ENSG00000116132,4,3,0
ENSG00000238042,0,0,1
ENSG00000271475,0,0,0
ENSG00000231877,0,0,0
ENSG00000116679,1989,1983,887
ENSG00000228536,10,9,3
ENSG00000230550,0,0,0
ENSG00000243636,0,5,0
ENSG00000227002,0,0,1
ENSG00000229242,0,0,0
ENSG00000253326,0,0,0
ENSG00000228470,7,8,0
ENSG00000021852,0,3,0
ENSG00000152092,0,7,0
ENSG00000234984,0,0,0
ENSG00000231648,0,0,0
ENSG00000286383,0,2,0
ENSG00000229983,0,3,0
ENSG00000215149,0,0,0
ENSG00000225122,0,0,0
ENSG00000225920,52,72,11
ENSG00000143476,6,18,2
ENSG00000121486,383,680,137
ENSG00000228437,0,0,0
ENSG00000117594,0,0,0
ENSG00000283166,1,0,0
ENSG00000214837,4,3,0
ENSG00000057252,555,912,225
ENSG00000225982,0,1,0
ENSG00000285718,0,4,4
ENSG00000234070,0,0,0
ENSG00000233620,0,0,0
ENSG00000237783,0,0,0
ENSG00000272906,81,76,19
ENSG00000233018,0,0,0
ENSG00000271917,0,0,0
ENSG00000123685,2,2,0
ENSG00000224783,0,0,0
ENSG00000162852,1552,1912,459
ENSG00000232792,0,3,1
ENSG00000232621,3,0,0
ENSG00000273004,0,3,1
ENSG00000143842,2,0,1
ENSG00000268062,2,2,0
ENSG00000237409,1,0,0
ENSG00000116962,2,6,2
ENSG00000288078,0,0,0
ENSG00000271399,0,0,0
ENSG00000229757,0,1,0
ENSG00000232679,0,0,0
ENSG00000159388,5657,10594,3563
ENSG00000220749,14,5,1
ENSG00000237074,2,26,10
ENSG00000236136,0,0,0
ENSG00000181450,874,657,380
ENSG00000223519,0,3,0
ENSG00000120333,107,357,137
ENSG00000286285,8,3,0
ENSG00000225300,34,27,8
ENSG00000223842,2,23,1
ENSG00000162753,0,3,0
ENSG00000228247,0,0,0
ENSG00000231424,19,4,5
ENSG00000143355,0,1,0
ENSG00000287177,1,4,0
ENSG00000237193,0,3,0
ENSG00000117597,540,1349,426
ENSG00000223490,0,0,0
ENSG00000121644,406,457,250
ENSG00000174502,0,6,0
ENSG00000224286,0,0,0
ENSG00000158715,65,60,5
ENSG00000143195,0,0,0
ENSG00000162849,14,13,4
ENSG00000236292,0,0,0
ENSG00000283377,0,0,0
ENSG00000227941,0,12,0
ENSG00000232824,3,2,0
ENSG00000273416,0,1,0
ENSG00000229930,2,0,0
ENSG00000234142,11,2,1
ENSG00000282111,0,0,0
ENSG00000233410,3,1,0
ENSG00000067533,681,967,391
ENSG00000228955,6,6,0
ENSG00000196071,15,8,5
ENSG00000232059,21,12,5
ENSG00000270443,0,0,0
ENSG00000116209,1138,1756,596
ENSG00000276563,0,0,0
ENSG00000224702,0,0,0
ENSG00000271811,0,1,0
ENSG00000224278,0,0,0
ENSG00000235492,0,1,0
ENSG00000143643,1044,1110,221
ENSG00000226013,0,0,0
ENSG00000287808,4,14,4
ENSG00000271588,0,0,0
ENSG00000229840,0,0,0
ENSG00000116161,515,336,142
ENSG00000226486,0,0,0
ENSG00000227687,0,0,0
ENSG00000231814,0,0,1
ENSG00000286210,0,0,0
ENSG00000287364,0,0,0
ENSG00000225063,0,0,0
ENSG00000260698,10,62,16
ENSG00000277007,48,24,5
ENSG00000229016,9,16,12
ENSG00000077157,763,685,253
ENSG00000152104,98,65,13
ENSG00000236975,0,2,0
ENSG00000215834,0,0,0
ENSG00000162909,1289,1054,253
ENSG00000286541,0,0,0
ENSG00000117650,18,2,1
ENSG00000235021,0,0,0
ENSG00000203724,0,0,0
ENSG00000225006,0,0,0
ENSG00000287633,1,0,0
ENSG00000158764,0,0,0
ENSG00000223375,0,0,1
ENSG00000230714,0,0,0
ENSG00000261065,0,0,0
ENSG00000287989,14,4,0
ENSG00000260855,10,15,1
ENSG00000188783,2,0,0
ENSG00000236206,1,0,0
ENSG00000284188,0,0,0
ENSG00000168118,378,384,142
ENSG00000181101,0,0,0
ENSG00000173726,1714,1839,606
ENSG00000282852,0,4,0
ENSG00000228110,0,0,0
ENSG00000224687,0,0,0
ENSG00000223881,50,9,0
ENSG00000270188,55,54,99
ENSG00000152382,274,512,166
ENSG00000143839,0,0,0
ENSG00000227193,0,0,0
ENSG00000227243,0,0,0
ENSG00000232100,0,2,0
ENSG00000261024,0,0,0
ENSG00000187080,1,4,8
ENSG00000230547,0,0,0
ENSG00000173409,315,249,70
ENSG00000229703,0,0,2
ENSG00000176754,0,0,0
ENSG00000232309,0,0,0
ENSG00000227953,4,7,1
ENSG00000143514,805,1100,227
ENSG00000232215,0,4,0
ENSG00000143469,0,0,6
ENSG00000135829,2166,3452,1258
ENSG00000228289,0,0,0
ENSG00000134717,1903,2245,675
ENSG00000232989,0,0,0
ENSG00000233537,0,0,0
ENSG00000116668,328,263,132
ENSG00000143756,469,844,247
ENSG00000278180,0,0,0
ENSG00000143702,778,836,268
ENSG00000232341,2,6,3
ENSG00000287676,7,5,3
ENSG00000236792,0,0,1
ENSG00000231057,0,0,0
ENSG00000143207,818,835,374
ENSG00000270859,0,0,0
ENSG00000238224,0,0,0
ENSG00000286775,0,1,0
ENSG00000122176,0,4,0
ENSG00000229120,3,0,0
ENSG00000237492,13,0,0
ENSG00000230404,0,0,0
ENSG00000213036,0,1,0
ENSG00000240021,0,0,0
ENSG00000227230,0,9,1
ENSG00000238232,0,0,0
ENSG00000236230,0,2,0
ENSG00000026751,474,40,46
ENSG00000150681,32,46,10
ENSG00000116906,554,927,210
ENSG00000092969,200,48,11
ENSG00000163545,1450,2518,752
ENSG00000157181,421,680,182
ENSG00000250762,1,2,0
ENSG00000236720,0,0,0
ENSG00000227421,0,0,0
ENSG00000227240,0,0,0
ENSG00000076258,71,91,41
ENSG00000230461,0,0,1
ENSG00000286073,0,2,0
ENSG00000231084,6,7,4
ENSG00000232085,5,0,0
ENSG00000259788,15,13,1
ENSG00000117697,772,687,225
ENSG00000279333,0,0,0
ENSG00000235083,0,0,0
ENSG00000232154,0,0,1
ENSG00000162669,0,1,0
ENSG00000197067,0,0,0
ENSG00000229652,0,0,0
ENSG00000132681,0,0,0
ENSG00000225904,0,0,0
ENSG00000270920,0,0,0
ENSG00000281664,0,0,0
ENSG00000236731,0,3,0
ENSG00000143641,343,305,80
ENSG00000227630,0,0,0
ENSG00000228830,0,0,0
ENSG00000010932,21,11,8
ENSG00000282849,0,0,0
ENSG00000276520,0,3,0
ENSG00000226640,0,0,0
ENSG00000010072,207,402,129
ENSG00000135766,26,42,19
ENSG00000232626,6,3,0
ENSG00000232096,0,0,0
ENSG00000279261,0,0,0
ENSG00000213051,10,4,0
ENSG00000238054,0,0,0
ENSG00000163534,17178,27585,5959
ENSG00000143816,0,0,0
ENSG00000168243,0,0,0
ENSG00000281453,0,0,0
ENSG00000237469,0,0,0
ENSG00000224939,0,0,0
ENSG00000213057,63,87,23
ENSG00000227613,0,1,0
ENSG00000116183,0,14,0
ENSG00000116218,0,0,0
ENSG00000270106,2,5,2
ENSG00000232194,0,0,0
ENSG00000235152,0,0,0
ENSG00000231612,0,2,0
ENSG00000237980,0,0,0
ENSG00000271036,0,0,0
ENSG00000226235,0,2,0
ENSG00000230849,1,5,0
ENSG00000170382,21,114,13
ENSG00000228664,0,0,0
ENSG00000226868,0,0,0
ENSG00000279401,0,0,0
ENSG00000272362,0,1,0
ENSG00000287450,0,2,0
ENSG00000237011,0,1,0
ENSG00000272574,12,18,3
ENSG00000233583,21,1,0
ENSG00000066027,654,984,329
ENSG00000162733,5,30,0
ENSG00000233003,0,0,0
ENSG00000286263,0,2,0
ENSG00000227006,48,26,10
ENSG00000236372,0,2,0
ENSG00000224525,4,3,0
ENSG00000188770,0,0,0
ENSG00000173728,51,40,5
ENSG00000094975,1114,1365,604
ENSG00000225723,0,0,0
ENSG00000225811,0,0,0
ENSG00000273093,0,0,0
ENSG00000162772,21,11,7
ENSG00000227818,0,4,0
ENSG00000135828,194,277,69
ENSG00000224227,33,0,9
ENSG00000286398,0,0,0
ENSG00000237520,0,0,0
ENSG00000076356,2,75,4
ENSG00000215819,0,0,0
ENSG00000185523,0,4,1
ENSG00000236108,0,0,0
ENSG00000116711,1,2,0
ENSG00000231684,3,0,1
ENSG00000226750,2,3,0
ENSG00000285665,0,1,1
ENSG00000231022,0,0,0
ENSG00000224436,0,0,0
ENSG00000228208,3,1,0
ENSG00000273384,51,62,19
ENSG00000238061,9,18,8
ENSG00000234915,0,1,1
ENSG00000143845,0,8,0
ENSG00000235862,0,0,0
ENSG00000069812,0,0,0
ENSG00000227585,0,0,0
ENSG00000157060,0,2,0
ENSG00000237213,0,0,0
ENSG00000236439,25,22,6
ENSG00000224260,0,1,1
ENSG00000213045,0,0,0
ENSG00000009790,1457,3283,473
ENSG00000287220,0,2,2
ENSG00000230063,39,25,30
ENSG00000235467,0,2,1
ENSG00000274886,0,0,0
ENSG00000123684,2094,2839,953
ENSG00000117707,1,0,3
ENSG00000228044,0,0,0
ENSG00000225338,69,14,16
ENSG00000224407,0,0,0
ENSG00000232463,2,1,1
ENSG00000237457,0,0,0
ENSG00000225171,26,19,11
ENSG00000226843,1,0,0
ENSG00000235386,0,0,0
ENSG00000123836,551,853,337
ENSG00000213690,11,6,3
ENSG00000223982,0,0,0
ENSG00000229832,17,17,1
ENSG00000287902,0,0,0
