"genes","naiveB_S1R1","naiveB_S1R2","naiveB_S1R3","naiveB_S1R4","naiveB_S2R1","naiveB_S2R2","naiveB_S2R3","naiveB_S2R4","naiveB_S3R1","naiveB_S3R2","naiveB_S3R3"
"ENSG00000171936","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000171940","1366","373","266","285","850","915","587","233","1410","1814","553"
"ENSG00000171942","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000171943","10","155","0","36","65","51","40","102","49","48","33"
"ENSG00000171944","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000171951","0","0","0","3","0","0","0","0","0","6","0"
"ENSG00000171953","492","799","1417","31","442","398","440","515","312","320","76"
"ENSG00000171954","0","0","2","20","0","8","14","18","0","0","0"
"ENSG00000171956","1","0","0","14","0","0","0","0","0","0","1"
"ENSG00000171960","278","421","2","389","285","317","121","81","290","481","263"
"ENSG00000171962","0","38","3","229","88","110","94","116","174","164","18"
"ENSG00000171970","0","0","0","27","7","2","9","2","5","7","0"
"ENSG00000171984","239","496","2372","479","185","88","127","53","61","112","33"
"ENSG00000171987","0","0","1","0","0","0","0","0","4","0","0"
"ENSG00000171988","2469","7337","24754","20225","5000","6166","3277","2621","9976","10819","3856"
"ENSG00000171989","0","0","0","0","38","38","4","0","13","27","12"
"ENSG00000171992","358","2","3","17","141","160","142","110","231","520","122"
"ENSG00000171999","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172000","0","1","0","6","0","0","0","0","1","0","2"
"ENSG00000172005","13","4","7","4","0","13","4","0","0","0","1"
"ENSG00000172006","0","35","3","10","80","28","46","33","58","45","12"
"ENSG00000172007","339","2499","5486","2556","460","521","382","406","320","616","117"
"ENSG00000172009","173","183","2","30","341","300","266","161","20","62","7"
"ENSG00000172014","0","0","0","10","1","0","0","1","1","0","0"
"ENSG00000172016","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172020","0","0","0","92","0","0","0","0","0","5","5"
"ENSG00000172023","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172031","0","0","0","28","0","0","0","0","1","0","0"
"ENSG00000172037","0","0","0","1","7","3","10","26","0","0","0"
"ENSG00000172046","252","131","3","18","923","1270","868","312","182","501","147"
"ENSG00000172053","1138","1055","1128","215","2322","2433","2410","2066","548","1026","186"
"ENSG00000172057","133","1","1437","27","1119","1365","963","1051","110","175","131"
"ENSG00000172058","0","0","0","0","1","0","0","2","0","0","1"
"ENSG00000172059","312","199","0","55","234","375","362","203","572","981","101"
"ENSG00000172061","0","0","1","1","0","0","0","0","0","0","0"
"ENSG00000172062","11","83","151","44","75","57","81","90","13","27","6"
"ENSG00000172071","2443","4668","7066","3404","1029","2268","1389","1142","3674","4223","1610"
"ENSG00000172073","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172081","748","671","5253","173","2658","3142","2131","2356","1612","2374","480"
"ENSG00000172086","113","590","656","85","752","448","639","601","268","429","464"
"ENSG00000172113","665","530","155","27","418","672","453","597","210","362","77"
"ENSG00000172115","3093","4459","16364","2032","1015","694","889","1178","2125","1639","400"
"ENSG00000172116","1","12","5","13","0","2","0","0","4","1","1"
"ENSG00000172123","1","70","0","3","148","87","31","63","41","54","34"
"ENSG00000172137","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000172139","0","107","0","155","53","65","59","26","4","18","19"
"ENSG00000172146","0","0","0","40","0","0","0","0","0","0","1"
"ENSG00000172148","0","0","0","104","0","0","0","0","0","0","0"
"ENSG00000172150","0","0","0","15","0","0","0","0","0","0","0"
"ENSG00000172154","0","0","0","135","0","0","0","0","0","0","0"
"ENSG00000172155","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000172156","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172159","0","380","1","33","49","85","22","82","140","52","5"
"ENSG00000172164","0","5","444","2","57","28","86","120","295","113","139"
"ENSG00000172167","1","88","1","108","213","122","87","174","210","241","104"
"ENSG00000172171","115","161","0","172","126","60","107","93","117","127","70"
"ENSG00000172172","255","1411","6368","783","137","168","199","155","196","204","98"
"ENSG00000172175","5","701","966","470","2046","1907","1180","680","1920","3515","816"
"ENSG00000172179","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000172183","23009","11162","23478","4884","1720","1339","2050","1421","1279","1852","467"
"ENSG00000172186","0","0","0","3","0","0","0","0","0","2","1"
"ENSG00000172188","0","0","111","0","0","0","0","0","0","0","0"
"ENSG00000172197","887","2389","7546","261","485","180","392","377","166","412","64"
"ENSG00000172199","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172201","0","0","0","10","0","0","0","0","0","0","0"
"ENSG00000172208","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172209","107","405","8517","1176","295","178","72","190","48","15","11"
"ENSG00000172215","0","1","0","1","11","13","55","16","30","56","5"
"ENSG00000172216","1","73","43","0","15","22","39","0","20","16","23"
"ENSG00000172232","0","0","0","1","22","1","2","14","0","2","0"
"ENSG00000172236","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000172238","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172239","403","771","3451","658","381","340","271","397","104","154","118"
"ENSG00000172243","280","142","1829","34","244","396","561","815","8","9","25"
"ENSG00000172244","0","1","0","89","49","50","30","13","38","58","16"
"ENSG00000172247","0","0","0","33","0","0","3","0","0","1","0"
"ENSG00000172250","13","0","0","0","39","12","23","28","0","1","0"
"ENSG00000172260","0","0","24","3","2","4","3","0","0","8","2"
"ENSG00000172262","748","2300","1899","1274","835","1341","744","777","626","931","367"
"ENSG00000172264","626","605","388","232","242","1411","276","486","1207","321","299"
"ENSG00000172269","203","127","1","10","571","370","386","614","79","260","39"
"ENSG00000172270","4366","785","7","3","1532","890","778","1957","330","544","67"
"ENSG00000172273","2","418","1","7","395","216","290","344","247","270","53"
"ENSG00000172283","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172288","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172289","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172292","93","96","3","45","59","143","102","65","456","542","255"
"ENSG00000172294","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172296","0","0","0","92","0","0","0","0","0","2","1"
"ENSG00000172297","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172301","138","1","328","2","17","23","43","6","60","56","16"
"ENSG00000172315","6","297","2","0","259","161","330","249","52","203","42"
"ENSG00000172318","0","2","1","5","0","0","1","1","0","3","1"
"ENSG00000172320","0","0","58","88","0","0","0","0","0","4","0"
"ENSG00000172322","84","147","0","0","125","129","571","851","5","14","13"
"ENSG00000172324","0","0","0","59","0","0","0","0","0","3","1"
"ENSG00000172331","613","134","2","1","813","202","162","955","66","106","46"
"ENSG00000172336","166","221","2","2","32","36","96","32","14","24","10"
"ENSG00000172339","92","54","37","208","91","53","119","83","46","34","15"
"ENSG00000172340","777","2061","435","55","969","955","570","717","733","622","159"
"ENSG00000172342","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172345","0","8","0","0","69","35","32","35","108","36","24"
"ENSG00000172346","0","0","0","23","2","0","0","67","0","0","0"
"ENSG00000172348","0","1","192","62","2","0","0","0","0","4","0"
"ENSG00000172349","3101","4040","4615","943","4562","4931","4021","3320","1910","1393","402"
"ENSG00000172350","0","0","0","60","0","0","0","0","0","0","0"
"ENSG00000172352","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172354","1201","235","1","20","199","149","266","65","79","148","72"
"ENSG00000172361","0","0","0","96","6","9","3","4","6","11","3"
"ENSG00000172362","0","0","0","6","0","0","0","0","0","3","0"
"ENSG00000172365","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172366","4","238","4","10","58","31","48","59","28","36","4"
"ENSG00000172367","1","0","0","3","0","0","0","0","16","5","6"
"ENSG00000172375","0","0","152","70","44","127","42","65","29","92","37"
"ENSG00000172377","0","0","454","28","0","0","0","0","0","0","0"
"ENSG00000172379","0","0","79","152","0","0","0","0","0","0","0"
"ENSG00000172380","0","0","0","42","0","0","0","0","0","0","0"
"ENSG00000172382","0","0","897","1","3","0","8","0","0","5","0"
"ENSG00000172399","0","0","0","15","0","0","0","0","0","3","0"
"ENSG00000172403","1","63","262","125","4","7","5","22","44","14","4"
"ENSG00000172404","0","119","1","84","11","36","22","0","12","74","59"
"ENSG00000172409","11","1281","138","202","176","178","184","255","62","152","32"
"ENSG00000172410","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172421","0","0","19","54","0","0","0","0","0","0","0"
"ENSG00000172425","0","0","0","0","0","0","1","0","4","8","4"
"ENSG00000172426","0","4","0","70","27","34","29","26","21","54","9"
"ENSG00000172428","1139","1615","4811","1134","14","58","13","4","223","149","56"
"ENSG00000172432","1","44","1615","0","255","418","289","306","179","611","120"
"ENSG00000172456","59","167","1306","94","109","143","170","84","126","127","46"
"ENSG00000172457","0","0","0","4","0","0","0","0","0","0","0"
"ENSG00000172458","0","0","0","0","8","8","4","0","10","11","0"
"ENSG00000172459","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172460","6","0","1","0","0","0","16","0","0","0","0"
"ENSG00000172461","0","0","0","79","0","0","0","0","0","4","0"
"ENSG00000172464","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000172465","0","216","306","278","164","104","136","66","136","158","36"
"ENSG00000172466","391","2114","4281","641","1650","1855","1521","2120","3500","3699","2212"
"ENSG00000172468","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172469","0","144","0","7","162","229","213","221","150","208","127"
"ENSG00000172476","0","0","0","0","0","0","0","1","4","1","0"
"ENSG00000172478","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172482","0","0","0","174","0","0","0","0","0","0","0"
"ENSG00000172487","0","0","0","29","0","0","0","0","0","0","0"
"ENSG00000172489","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172493","1825","1888","745","1034","1620","2105","1640","989","3713","7651","2754"
"ENSG00000172497","0","15","162","1","0","0","0","0","0","2","0"
"ENSG00000172500","2526","1728","3589","177","472","338","572","571","130","228","58"
"ENSG00000172508","296","95","2","0","277","639","267","534","209","379","87"
"ENSG00000172519","0","0","0","0","0","0","0","0","2","1","0"
"ENSG00000172530","1630","921","576","277","428","335","371","316","299","217","112"
"ENSG00000172531","14058","6128","894","164","2417","1190","2255","2339","760","749","123"
"ENSG00000172534","1836","989","19","132","1422","1773","1170","995","1353","2412","426"
"ENSG00000172538","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172543","346","128","6","0","89","32","291","226","2","33","1"
"ENSG00000172548","319","114","19","3","240","482","150","88","231","381","70"
"ENSG00000172551","0","0","72","27","0","0","0","0","0","0","0"
"ENSG00000172554","0","65","79","2","32","28","29","14","32","31","21"
"ENSG00000172568","0","6","0","0","6","5","5","1","39","9","2"
"ENSG00000172572","0","0","324","41","22","0","0","0","1","5","0"
"ENSG00000172575","20","315","371","242","298","358","192","156","825","478","621"
"ENSG00000172578","1","346","97","112","1208","1061","859","869","825","836","204"
"ENSG00000172586","53","279","4","131","48","38","46","55","41","81","33"
"ENSG00000172590","357","816","2337","261","163","149","145","169","255","227","56"
"ENSG00000172594","1","0","0","77","27","23","30","97","10","0","0"
"ENSG00000172602","9","44","4","292","53","55","10","33","15","19","0"
"ENSG00000172613","280","124","10","102","100","101","98","79","134","210","39"
"ENSG00000172638","0","86","3","0","49","24","25","10","11","81","11"
"ENSG00000172640","0","0","0","11","0","0","0","0","0","8","2"
"ENSG00000172650","0","0","0","0","2","0","3","0","0","0","0"
"ENSG00000172661","1153","1074","1884","209","865","1307","646","1144","212","513","128"
"ENSG00000172663","7424","2550","1507","18","489","465","460","513","212","517","106"
"ENSG00000172667","0","153","362","29","327","480","287","116","567","848","338"
"ENSG00000172671","27","267","405","141","197","284","200","63","346","375","140"
"ENSG00000172673","3","4","1","48","24","1","1","2","1","5","1"
"ENSG00000172680","0","0","0","60","0","0","0","0","0","0","0"
"ENSG00000172687","1","112","2","620","135","103","145","127","330","665","199"
"ENSG00000172689","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172716","1","195","676","1","614","705","235","229","143","142","72"
"ENSG00000172717","0","3","113","8","0","0","0","0","0","1","1"
"ENSG00000172724","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172725","104","45","17","10","187","168","268","363","105","162","20"
"ENSG00000172728","2","6","176","34","156","141","0","77","57","64","10"
"ENSG00000172731","0","1","1","16","0","0","0","0","0","0","0"
"ENSG00000172732","331","80","2","58","804","655","696","614","99","379","118"
"ENSG00000172733","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000172738","0","0","0","11","2","1","3","0","3","0","0"
"ENSG00000172742","0","0","31","33","0","0","0","0","14","0","1"
"ENSG00000172746","0","0","2","0","0","0","0","0","0","1","2"
"ENSG00000172748","22","8","33","0","69","84","50","75","64","71","22"
"ENSG00000172752","0","0","1","39","0","0","0","0","0","7","1"
"ENSG00000172757","17981","17209","2393","320","3074","2533","3948","3924","866","958","553"
"ENSG00000172765","3","44","173","192","155","312","188","115","400","759","201"
"ENSG00000172766","3","430","1491","195","665","661","357","387","659","550","270"
"ENSG00000172769","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172771","1","1","30","1","27","26","6","30","39","36","7"
"ENSG00000172772","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000172775","1352","1070","13","466","1239","1093","998","1163","998","1231","430"
"ENSG00000172780","1","0","0","0","4","1","2","0","5","5","2"
"ENSG00000172782","0","0","0","1","0","0","0","0","0","1","0"
"ENSG00000172785","236","753","777","500","249","207","219","170","89","137","35"
"ENSG00000172789","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000172794","730","626","1287","0","1268","1457","1298","1563","525","589","116"
"ENSG00000172795","458","1628","3014","458","1920","2451","1616","1960","1074","1429","528"
"ENSG00000172799","4","2","4","0","0","2","0","0","4","0","1"
"ENSG00000172803","1","0","3","83","20","11","17","7","22","28","4"
"ENSG00000172809","4478","13771","19667","5975","299","944","328","207","7174","4558","1957"
"ENSG00000172817","0","0","0","0","0","0","0","8","0","0","1"
"ENSG00000172818","0","0","0","7","0","0","0","0","0","0","0"
"ENSG00000172819","0","1","1","1","67","44","73","37","2","24","2"
"ENSG00000172824","0","0","136","2","24","44","34","38","14","40","3"
"ENSG00000172828","0","0","0","0","0","0","0","0","0","5","0"
"ENSG00000172830","1","0","0","1","30","24","21","58","10","5","3"
"ENSG00000172831","134","187","6","20","496","699","466","576","99","225","63"
"ENSG00000172840","1","1","3","6","23","29","35","9","98","76","36"
"ENSG00000172845","765","1794","4554","523","1451","1707","1630","877","3846","4914","2206"
"ENSG00000172867","1","0","3","0","0","0","0","0","0","0","0"
"ENSG00000172869","2564","2455","4861","916","2385","3194","1743","1716","5929","7343","2018"
"ENSG00000172878","1","81","14","10","137","136","145","129","35","84","19"
"ENSG00000172888","0","26","0","156","157","46","208","215","497","801","402"
"ENSG00000172889","1","0","0","3","3","4","14","0","1","0","0"
"ENSG00000172890","999","782","1156","75","1726","2398","1663","1978","772","1359","233"
